primitive_name,entry_set_pass,predicted_safe,rejection_reason,score,predicted_min_wall_distance_m,predicted_max_alpha_deg,predicted_terminal_speed_m_s,selected
agile_reversal_left_tvlqr_target_090,True,False,altitude below floor: 0.124 m,,0.05095187366252674,9.20446519461672,8.100042901476227,False
