run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,duration_s,termination_reason,success,failure_class,primitive_family,is_full_turn_claim,target_heading_deg,heading_target_deg,heading_change_deg,actual_heading_change_deg,heading_error_deg,forward_travel_m,turn_volume_proxy_m2,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,time_at_full_travel_s,saturation_fraction,tracking_error_rms,exit_recoverable,fixed_start_success,feasibility_label,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative,candidate_table_path
s9_agile_reversal_left_target_060_no_wind_seed1,s9_agile_reversal_left_target_060_no_wind,agile_reversal_left_tvlqr_target_060,agile_reversal_left_tvlqr_target_060,1,none,panel,none,nominal,0.108,0.098000:0.118000,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,0.84,,True,none,agile_tvlqr_scaffold,False,60.0,60.0,-34.85978236833278,-34.85978236833278,25.14021763166722,4.958285874449925,0.6267213065721577,-2.3210765084173435,8.274842839967398,6.438351449173888,17.08460247789769,42.797912003804335,0.1917141255500745,0.507906976744186,0.507906976744186,0.4108527131782946,0.4901948065943991,True,True,fixed_start_safe_but_under_turning,,1,0,03_Control/05_Results/03_primitives/07_agile_feasibility_boundary/001/agile_before_search/logs/060_s001.csv,agile_reversal_left_tvlqr_target_060,42.797912003804335,True,03_Control/05_Results/03_primitives/07_agile_feasibility_boundary/001/agile_before_search/logs/060_s001.csv,metrics/060_s001_governor_candidates.csv
