event_id,surface_index,surface_name,command_level_norm,scheduled_start_s,scheduled_end_s,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count
1,1,Aileron_L,0,11.1848245,12.6848245,positive_first,positive,outbound,1,11
2,1,Aileron_L,0.2,12.6848245,14.1848245,positive_first,positive,outbound,2,11
3,1,Aileron_L,0.4,14.1848245,15.6848245,positive_first,positive,outbound,3,11
4,1,Aileron_L,0.6,15.6848245,17.1848245,positive_first,positive,outbound,4,11
5,1,Aileron_L,0.8,17.1848245,18.6848245,positive_first,positive,outbound,5,11
6,1,Aileron_L,1,18.6848245,20.1848245,positive_first,positive,outbound,6,11
7,1,Aileron_L,0.8,20.1848245,21.6848245,positive_first,positive,return,7,11
8,1,Aileron_L,0.6,21.6848245,23.1848245,positive_first,positive,return,8,11
9,1,Aileron_L,0.4,23.1848245,24.6848245,positive_first,positive,return,9,11
10,1,Aileron_L,0.2,24.6848245,26.1848245,positive_first,positive,return,10,11
11,1,Aileron_L,0,26.1848245,27.6848245,positive_first,positive,return,11,11
12,1,Aileron_L,-0,27.6848245,29.1848245,positive_first,negative,outbound,1,11
13,1,Aileron_L,-0.2,29.1848245,30.6848245,positive_first,negative,outbound,2,11
14,1,Aileron_L,-0.4,30.6848245,32.1848245,positive_first,negative,outbound,3,11
15,1,Aileron_L,-0.6,32.1848245,33.6848245,positive_first,negative,outbound,4,11
16,1,Aileron_L,-0.8,33.6848245,35.1848245,positive_first,negative,outbound,5,11
17,1,Aileron_L,-1,35.1848245,36.6848245,positive_first,negative,outbound,6,11
18,1,Aileron_L,-0.8,36.6848245,38.1848245,positive_first,negative,return,7,11
19,1,Aileron_L,-0.6,38.1848245,39.6848245,positive_first,negative,return,8,11
20,1,Aileron_L,-0.4,39.6848245,41.1848245,positive_first,negative,return,9,11
21,1,Aileron_L,-0.2,41.1848245,42.6848245,positive_first,negative,return,10,11
22,1,Aileron_L,-0,42.6848245,44.1848245,positive_first,negative,return,11,11
23,1,Aileron_L,-0,44.1848245,45.6848245,negative_first,negative,outbound,1,11
24,1,Aileron_L,-0.2,45.6848245,47.1848245,negative_first,negative,outbound,2,11
25,1,Aileron_L,-0.4,47.1848245,48.6848245,negative_first,negative,outbound,3,11
26,1,Aileron_L,-0.6,48.6848245,50.1848245,negative_first,negative,outbound,4,11
27,1,Aileron_L,-0.8,50.1848245,51.6848245,negative_first,negative,outbound,5,11
28,1,Aileron_L,-1,51.6848245,53.1848245,negative_first,negative,outbound,6,11
29,1,Aileron_L,-0.8,53.1848245,54.6848245,negative_first,negative,return,7,11
30,1,Aileron_L,-0.6,54.6848245,56.1848245,negative_first,negative,return,8,11
31,1,Aileron_L,-0.4,56.1848245,57.6848245,negative_first,negative,return,9,11
32,1,Aileron_L,-0.2,57.6848245,59.1848245,negative_first,negative,return,10,11
33,1,Aileron_L,-0,59.1848245,60.6848245,negative_first,negative,return,11,11
34,1,Aileron_L,0,60.6848245,62.1848245,negative_first,positive,outbound,1,11
35,1,Aileron_L,0.2,62.1848245,63.6848245,negative_first,positive,outbound,2,11
36,1,Aileron_L,0.4,63.6848245,65.1848245,negative_first,positive,outbound,3,11
37,1,Aileron_L,0.6,65.1848245,66.6848245,negative_first,positive,outbound,4,11
38,1,Aileron_L,0.8,66.6848245,68.1848245,negative_first,positive,outbound,5,11
39,1,Aileron_L,1,68.1848245,69.6848245,negative_first,positive,outbound,6,11
40,1,Aileron_L,0.8,69.6848245,71.1848245,negative_first,positive,return,7,11
41,1,Aileron_L,0.6,71.1848245,72.6848245,negative_first,positive,return,8,11
42,1,Aileron_L,0.4,72.6848245,74.1848245,negative_first,positive,return,9,11
43,1,Aileron_L,0.2,74.1848245,75.6848245,negative_first,positive,return,10,11
44,1,Aileron_L,0,75.6848245,77.1848245,negative_first,positive,return,11,11
45,2,Aileron_R,0,77.1848245,78.6848245,positive_first,positive,outbound,1,11
46,2,Aileron_R,0.2,78.6848245,80.1848245,positive_first,positive,outbound,2,11
47,2,Aileron_R,0.4,80.1848245,81.6848245,positive_first,positive,outbound,3,11
48,2,Aileron_R,0.6,81.6848245,83.1848245,positive_first,positive,outbound,4,11
49,2,Aileron_R,0.8,83.1848245,84.6848245,positive_first,positive,outbound,5,11
50,2,Aileron_R,1,84.6848245,86.1848245,positive_first,positive,outbound,6,11
51,2,Aileron_R,0.8,86.1848245,87.6848245,positive_first,positive,return,7,11
