event_id,surface_index,surface_name,command_level_norm,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count,settled_deflection_deg,fitted_deflection_deg,implementation_error_deg,valid,rejection_reason
1,1,Aileron_L,0,positive_first,positive,outbound,1,11,10.3632413318894,0,10.3632413318894,0,unstable_final_window
2,1,Aileron_L,0.2,positive_first,positive,outbound,2,11,8.2493801519742,0,8.2493801519742,0,unstable_final_window
3,1,Aileron_L,0.4,positive_first,positive,outbound,3,11,29.4774524993974,0,29.4774524993974,0,unstable_final_window
4,1,Aileron_L,0.6,positive_first,positive,outbound,4,11,2.22012351230343,0,2.22012351230343,0,unstable_final_window
5,1,Aileron_L,0.8,positive_first,positive,outbound,5,11,6.73662573284452,0,6.73662573284452,0,unstable_final_window
6,1,Aileron_L,1,positive_first,positive,outbound,6,11,38.8941420929874,0,38.8941420929874,0,unstable_final_window
7,1,Aileron_L,0.8,positive_first,positive,return,7,11,34.465657274373,0,34.465657274373,0,unstable_final_window
8,1,Aileron_L,0.6,positive_first,positive,return,8,11,1.26720189873746,0,1.26720189873746,0,unstable_final_window
9,1,Aileron_L,0.4,positive_first,positive,return,9,11,29.6877039257105,0,29.6877039257105,0,unstable_final_window
10,1,Aileron_L,0.2,positive_first,positive,return,10,11,-3.60208871221252,0,-3.60208871221252,0,unstable_final_window
11,1,Aileron_L,0,positive_first,positive,return,11,11,-6.15342544867428,0,-6.15342544867428,0,unstable_final_window
12,1,Aileron_L,-0,positive_first,negative,outbound,1,11,-7.52724638464727,0,-7.52724638464727,1,
13,1,Aileron_L,-0.2,positive_first,negative,outbound,2,11,20.725862871317,0,20.725862871317,0,unstable_final_window
14,1,Aileron_L,-0.4,positive_first,negative,outbound,3,11,-1.74465668025039,0,-1.74465668025039,1,
15,1,Aileron_L,-0.6,positive_first,negative,outbound,4,11,-22.7872043597416,0,-22.7872043597416,0,unstable_final_window
16,1,Aileron_L,-0.8,positive_first,negative,outbound,5,11,2.57029233857379,-2.92654258953603,5.49683492810982,0,unstable_final_window
17,1,Aileron_L,-1,positive_first,negative,outbound,6,11,-10.4302784938457,-5.85308517907207,-4.57719331477359,0,unstable_final_window
18,1,Aileron_L,-0.8,positive_first,negative,return,7,11,4.65398318720807,-2.92654258953603,7.58052577674411,0,unstable_final_window
19,1,Aileron_L,-0.6,positive_first,negative,return,8,11,-19.6591195859959,0,-19.6591195859959,1,
20,1,Aileron_L,-0.4,positive_first,negative,return,9,11,-5.867261578853,0,-5.867261578853,0,unstable_final_window
