frame_number,t_capture_host_s,state_ready_host_s,subject_name,surface_index,surface_name,raw_surface_angle_rad,raw_surface_angle_deg,surface_angle_rad,surface_angle_deg,surface_rate_radps,surface_rate_degps,state_filter_enabled,state_filter_cutoff_hz,quality_flag
4534501,6.20764709749704,6.221345,Aileron_L,1,Aileron_L,-0.0108062396493014,-0.6191519243119,-0.0108062396493014,-0.6191519243119,NaN,NaN,1,20,ok
4534501,6.20764709749704,6.221345,Aileron_R,2,Aileron_R,0.00241663538465353,0.138463008162622,0.00241663538465353,0.138463008162622,NaN,NaN,1,20,ok
4534501,6.20764709749704,6.221345,Rudder,3,Rudder,0.0113090637832438,0.647961625024122,0.0113090637832438,0.647961625024122,NaN,NaN,1,20,ok
4534501,6.20764709749704,6.221345,Elevator,4,Elevator,0.00251437069570537,0.14406282899529,0.00251437069570537,0.14406282899529,NaN,NaN,1,20,ok
4534521,6.30896102749773,6.323916,Aileron_L,1,Aileron_L,-0.00458873227352097,-0.262914992588222,-0.00458875065595832,-0.2629160458243,0.0613685501421216,3.51615891798054,1,20,ok
4534521,6.30896102749773,6.323916,Aileron_R,2,Aileron_R,0.0149611701852685,0.857211908192848,0.0149611330965915,0.857209783168187,0.123818094035558,7.0942542155914,1,20,ok
4534521,6.30896102749773,6.323916,Rudder,3,Rudder,0.0141253736230906,0.80932429264851,0.0141253652965001,0.809323815570015,0.0277977718684584,1.59269500793015,1,20,ok
4534521,6.30896102749773,6.323916,Elevator,4,Elevator,0.00365393349661813,0.209354967977699,0.00365393012743187,0.209354774937545,0.0112478060195541,0.64445181370229,1,20,ok
4534528,6.34107867749216,6.3559088,Aileron_L,1,Aileron_L,-0.00646162360132863,-0.370223761158254,-0.00642853443477387,-0.368327891567061,-0.057282639892226,-3.28205350519227,1,20,ok
4534528,6.34107867749216,6.3559088,Aileron_R,2,Aileron_R,-5.12449101561785e-05,-0.00293611707347612,0.000213987751502387,0.012260595028581,-0.459160161084206,-26.307939350672,1,20,ok
4534528,6.34107867749216,6.3559088,Rudder,3,Rudder,0.0137207994743722,0.786143901426846,0.0137279471807363,0.786553434834709,-0.0123738229861985,-0.70896783355114,1,20,ok
4534528,6.34107867749216,6.3559088,Elevator,4,Elevator,-0.00247890820313712,-0.142030977840116,-0.00237055568009215,-0.135822835570044,-0.187575548291005,-10.747287256927,1,20,ok
4534534,6.37145606749799,6.3863981,Aileron_L,1,Aileron_L,0.00126953781211414,0.0727391585664127,0.00110028562944242,0.063041722825946,0.247842887844305,14.2003514558129,1,20,ok
4534534,6.37145606749799,6.3863981,Aileron_R,2,Aileron_R,-0.00510835001762011,-0.292686896285212,-0.00499133146343533,-0.285982227005701,-0.17135505104091,-9.81792122289297,1,20,ok
4534534,6.37145606749799,6.3863981,Rudder,3,Rudder,-0.0202510351064977,-1.16029884237358,-0.019503962757391,-1.11749474977884,-1.09396857109038,-62.6797820434364,1,20,ok
4534534,6.37145606749799,6.3863981,Elevator,4,Elevator,0.00935370363271959,0.535927740971019,0.00909593046363755,0.521158426310906,0.377467785794997,21.6273110282015,1,20,ok
4534540,6.40099528500954,6.4162821,Aileron_L,1,Aileron_L,-0.00493488494324357,-0.282748079630513,-0.00478745518486701,-0.274300976700903,-0.199319457666992,-11.4201636991551,1,20,ok
4534540,6.40099528500954,6.4162821,Aileron_R,2,Aileron_R,0.00410565160012366,0.235236508838219,0.00388342656126817,0.222503952009668,0.300439848186008,17.2139352986094,1,20,ok
4534540,6.40099528500954,6.4162821,Rudder,3,Rudder,-0.0022414360068117,-0.128424823238967,-0.0026631324803672,-0.152586251409247,0.57011768407335,32.6653371231758,1,20,ok
4534540,6.40099528500954,6.4162821,Elevator,4,Elevator,-0.00933674400918827,-0.534956026120543,-0.00888646266071058,-0.509156805259312,-0.60876335391474,-34.8795709015435,1,20,ok
4534545,6.42900506750952,6.4437603,Aileron_L,1,Aileron_L,0.0164624210938449,0.943227249244452,0.01583331917612,0.907182364475228,0.73619901764688,42.1810965928434,1,20,ok
4534545,6.42900506750952,6.4437603,Aileron_R,2,Aileron_R,-0.00542605625952808,-0.310890123071501,-0.0051504493139265,-0.295099008284039,-0.322525741683342,-18.4793637827821,1,20,ok
4534545,6.42900506750952,6.4437603,Rudder,3,Rudder,-0.00348282744514394,-0.199551313379079,-0.00345856040153736,-0.198160914199162,-0.0283982184142545,-1.62709806082748,1,20,ok
4534545,6.42900506750952,6.4437603,Elevator,4,Elevator,-0.00428720694304063,-0.245638863735412,-0.00442336776365648,-0.253440304091738,0.159340576709495,9.1295425506346,1,20,ok
4534552,6.46402253251421,6.4784515,Aileron_L,1,Aileron_L,0.0132462159201618,0.758952266744274,0.0132779651879265,0.760771365789817,-0.0729737000622715,-4.18108502902171,1,20,ok
4534552,6.46402253251421,6.4784515,Aileron_R,2,Aileron_R,-0.0103604194708709,-0.593608309666061,-0.0102964820392364,-0.5899449646805,-0.146956175286255,-8.41996861728717,1,20,ok
4534552,6.46402253251421,6.4784515,Rudder,3,Rudder,0.0175869112459401,1.00765578906353,0.0173286384796594,0.992857849592478,0.593623749703504,34.0121354767412,1,20,ok
4534552,6.46402253251421,6.4784515,Elevator,4,Elevator,0.0158703125382011,0.909301927992479,0.0156212658531292,0.895032604036131,0.572418180873448,32.7971458806048,1,20,ok
4534559,6.49483108500205,6.5090553,Aileron_L,1,Aileron_L,-1.16969858101612e-05,-0.000670187919946649,0.000265083534110921,0.015188167722968,-0.422378872196327,-24.2005267323451,1,20,ok
4534559,6.49483108500205,6.5090553,Aileron_R,2,Aileron_R,-0.0616425374801839,-3.53185723609153,-0.0605731658336324,-3.47058675401317,-1.63190671857234,-93.5013675332386,1,20,ok
4534559,6.49483108500205,6.5090553,Rudder,3,Rudder,-0.0174684892361268,-1.00087070769977,-0.0167437780301514,-0.959347814231545,-1.10594019382307,-63.365705499942,1,20,ok
4534559,6.49483108500205,6.5090553,Elevator,4,Elevator,-0.00816792583658321,-0.46798767781208,-0.00767247420219963,-0.439600390209042,-0.75608031453351,-43.3202109956939,1,20,ok
4534564,6.52416408001177,6.5391931,Aileron_L,1,Aileron_L,-0.00697735516933795,-0.399773003366852,-0.00679578895563937,-0.389370025619753,-0.240714338491884,-13.7919156638685,1,20,ok
4534564,6.52416408001177,6.5391931,Aileron_R,2,Aileron_R,0.000816904462246804,0.0468051779521459,-0.000722129981635344,-0.0413750002075649,2.04039975570739,116.906294521557,1,20,ok
4534564,6.52416408001177,6.5391931,Rudder,3,Rudder,0.00289307713437781,0.165761109605651,0.00240078585140502,0.13755489680023,0.652663114530685,37.3948419064718,1,20,ok
4534564,6.52416408001177,6.5391931,Elevator,4,Elevator,-0.0100587766434685,-0.576325448735516,-0.00999895260950145,-0.572897784075755,-0.0793126786586562,-4.54428174901831,1,20,ok
4534571,6.55792670999283,6.5728394,Aileron_L,1,Aileron_L,9.95097931522082e-05,0.00570149116784135,4.36698746497655e-07,2.5020995092969e-05,0.201294320323918,11.533314994515,1,20,ok
4534571,6.55792670999283,6.5728394,Aileron_R,2,Aileron_R,0.00644230881712771,0.369117105541335,0.00633936866219953,0.363219069121528,0.209151320492382,11.9834879438016,1,20,ok
