policy_id,memory_lambda,W_layer,environment_mode,episode_count,mean_episode_duration_s,mean_primitive_count_per_episode,continuation_valid_rate,terminal_useful_rate,hard_failure_rate,mean_energy_residual_m,mean_lift_dwell_time_s,mean_min_wall_margin_m,floor_or_ceiling_violation_count,low_speed_count,no_viable_primitive_count,x_y_terminal_count,governor_rejection_count,prediction_actual_agreement_rate
context_only_without_memory,0.0,W0,dry_air,15,0.6533333333333332,1.0666666666666667,0.0,0.0,0.8,-0.6327045603023109,0.0,0.3009402933278689,0,0,3,0,494,0.4888888888888889
context_only_without_memory,0.0,W1,gaussian_four,14,0.6142857142857142,1.0,0.0,0.2857142857142857,0.42857142857142855,-0.23945929495427531,0.3142857142857144,0.0424123243076738,0,0,4,4,502,0.5238095238095238
context_only_without_memory,0.0,W1,gaussian_single,14,0.5714285714285714,0.9285714285714286,0.0,0.07142857142857142,0.5714285714285714,-0.4255489046365947,0.11142857142857146,0.06399524255507275,0,0,5,1,535,0.4047619047619047
context_only_without_memory,0.0,W2,annular_gp_four,14,0.5678571428571428,0.9285714285714286,0.0,0.14285714285714285,0.5714285714285714,-0.42075907187556016,0.22428571428571434,0.05473124972766642,0,0,4,2,497,0.4880952380952381
context_only_without_memory,0.0,W2,annular_gp_single,14,0.3892857142857143,0.6428571428571429,0.0,0.0,0.5714285714285714,-0.3708464410086494,0.0,0.07033957601924834,0,0,6,0,553,0.369047619047619
context_only_without_memory,0.0,W3,w3_randomised_four,15,0.49333333333333335,0.8,0.0,0.2,0.3333333333333333,-0.0003765366494184204,0.17733333333333337,0.026941023928620248,0,0,7,3,626,0.3777777777777777
context_only_without_memory,0.0,W3,w3_randomised_single,14,0.6571428571428571,1.0714285714285714,0.0,0.2857142857142857,0.5,-0.5565546793484181,0.09142857142857144,0.04404266291704506,0,0,3,4,469,0.5714285714285714
context_plus_memory_lambda_0_5,0.5,W0,dry_air,15,0.6533333333333332,1.0666666666666667,0.0,0.0,0.8,-0.6327045603023109,0.0,0.3009402933278689,0,0,3,0,494,0.4888888888888889
context_plus_memory_lambda_0_5,0.5,W1,gaussian_four,14,0.6142857142857142,1.0,0.0,0.2857142857142857,0.42857142857142855,-0.23945929495427531,0.3142857142857144,0.0424123243076738,0,0,4,4,502,0.5238095238095238
context_plus_memory_lambda_0_5,0.5,W1,gaussian_single,14,0.5714285714285714,0.9285714285714286,0.0,0.07142857142857142,0.5714285714285714,-0.4255489046365947,0.11142857142857146,0.06399524255507275,0,0,5,1,535,0.4047619047619047
context_plus_memory_lambda_0_5,0.5,W2,annular_gp_four,14,0.5678571428571428,0.9285714285714286,0.0,0.14285714285714285,0.5714285714285714,-0.42075907187556016,0.22428571428571434,0.05473124972766642,0,0,4,2,497,0.4880952380952381
context_plus_memory_lambda_0_5,0.5,W2,annular_gp_single,14,0.3892857142857143,0.6428571428571429,0.0,0.0,0.5714285714285714,-0.3708464410086494,0.0,0.07033957601924834,0,0,6,0,553,0.369047619047619
