run_id,stage,row_count,stage_status,selected_worker_count,actual_worker_count,worker_enabled,chunk_execution_backend,scheduled_chunk_count,completed_chunk_count,skipped_chunk_count,failed_chunk_count,registry_status,registry_claim_status,archive_evidence_status,evidence_eligibility_reason
103,R6_W0_W1_LQR_QR_tuning,12800,complete,8,1,False,single_worker,13,0,13,0,complete,simulation_only_registry_complete,complete,eligible_tuning_registry_complete
