coverage_axis,coverage_value,row_count,coverage_note
primitive_id,glide,1600,observed
primitive_id,recovery,1600,observed
primitive_id,lift_entry,1600,observed
primitive_id,lift_dwell_arc,1600,observed
primitive_id,mild_turn_left,1600,observed
primitive_id,mild_turn_right,1600,observed
primitive_id,energy_retaining_bank,1600,observed
primitive_id,safe_exit_or_recovery_handoff,1600,observed
controller_id,lqr_glide_85514f0afe6d,100,observed
controller_id,lqr_glide_eb7c8c5672a7,100,observed
controller_id,lqr_glide_0d3c9333ee3c,100,observed
controller_id,lqr_glide_64a71fd463c2,100,observed
controller_id,lqr_glide_57b6c1263062,100,observed
controller_id,lqr_glide_76d3484c86ae,100,observed
controller_id,lqr_glide_66631b34b017,100,observed
controller_id,lqr_glide_b0c538a08815,100,observed
controller_id,lqr_glide_56bb6050686f,100,observed
controller_id,lqr_glide_2662600b9a37,100,observed
controller_id,lqr_glide_48a05b9ddba6,100,observed
controller_id,lqr_glide_176db6e91125,100,observed
controller_id,lqr_glide_70af9c67e925,100,observed
controller_id,lqr_glide_ab1433e918de,100,observed
controller_id,lqr_glide_072046250283,100,observed
controller_id,lqr_glide_899703d6f0e7,100,observed
controller_id,lqr_recovery_8511aa8d0245,100,observed
controller_id,lqr_recovery_1b9042e2cb75,100,observed
controller_id,lqr_recovery_8a8e1cee9b08,100,observed
controller_id,lqr_recovery_0e85727e176d,100,observed
controller_id,lqr_recovery_17af4750cbc3,100,observed
controller_id,lqr_recovery_704fa6d6e585,100,observed
controller_id,lqr_recovery_1e62cff299b8,100,observed
controller_id,lqr_recovery_4899e48a7017,100,observed
controller_id,lqr_recovery_470c2d45e699,100,observed
controller_id,lqr_recovery_6864a287ceb1,100,observed
controller_id,lqr_recovery_c619a6026a77,100,observed
controller_id,lqr_recovery_d8e53854f5bb,100,observed
controller_id,lqr_recovery_102e88bf8b71,100,observed
controller_id,lqr_recovery_7d4cc1c1aeda,100,observed
controller_id,lqr_recovery_a84016692865,100,observed
controller_id,lqr_recovery_f1cea6e2328a,100,observed
controller_id,lqr_lift_entry_f8b66370c415,100,observed
controller_id,lqr_lift_entry_8bb5e60db207,100,observed
controller_id,lqr_lift_entry_85906600758e,100,observed
controller_id,lqr_lift_entry_a7fed517c837,100,observed
controller_id,lqr_lift_entry_a75e31bddab8,100,observed
controller_id,lqr_lift_entry_da02eb242cfc,100,observed
controller_id,lqr_lift_entry_2b906b320978,100,observed
controller_id,lqr_lift_entry_d4a8eeaaefd8,100,observed
controller_id,lqr_lift_entry_027c97149921,100,observed
controller_id,lqr_lift_entry_b461774a8f6e,100,observed
controller_id,lqr_lift_entry_9ab0ebba0161,100,observed
