launch_role,episode_interpretation_label,row_count
final_heldout,claim_bearing_hard_failure,16
final_heldout,claim_bearing_rollout,128
final_heldout,expected_low_energy_dry_air_sink_not_governor_failure,40
final_heldout,no_viable_primitive,16
history,claim_bearing_hard_failure,98
history,claim_bearing_rollout,1428
history,expected_low_energy_dry_air_sink_not_governor_failure,452
history,no_viable_primitive,172
