trajectory_id,trajectory_generation_method,optimizer_status,optimizer_message,optimizer_success,optimizer_iterations,optimizer_wall_time_s,objective_cost,heading_cost,speed_loss_cost,height_loss_cost,saturation_cost,safety_status,layout_branch_id,fan_layout,test_environment_mode,updraft_model_id,sample_id,family,target_heading_deg,direction_sign,reference_horizon_s,terminal_heading_target_deg,achieved_heading_deg,terminal_heading_error_deg,terminal_speed_m_s,height_loss_m,minimum_safety_margin_m,actuator_saturation_fraction,open_loop_success_flag,failure_label,aggressive_turn_speed_height_loss_recoverable,controller_config_id,tvlqr_status,agile_evidence_class,closed_loop_success_flag,closed_loop_failure_label,closed_loop_tracking_error_rms,closed_loop_achieved_heading_deg,closed_loop_terminal_heading_error_deg,closed_loop_minimum_safety_margin_m,latency_case,latency_pass_label,seconds_per_reference
d2_ref_four_fan_branch_W0_four_fan_branch_canyon_steep_bank_015_dp1_0000,slsqp_direct_shooting_reference,failed,Iteration limit reached,False,12,17.447381799982395,272.65097632365627,272.6501216228016,0.0,0.0,0.0008547008547008548,failed_hard_safety,four_fan_branch,four_fan,W0_four_fan_branch,no_updraft_dry_air,s015_four_fan_pilot_125036,canyon_steep_bank,15.0,1,0.76,15.0,31.512120445987595,16.512120445987595,4.170001859183858,0.169912676811812,-0.0014835424533847785,0.008547008547008548,False,true_safety_violation,True,d2_ref_four_fan_branch_W0_four_fan_branch_canyon_steep_bank_015_dp1_0000_tvlqr_synthesised,tvlqr_synthesised,trajectory_optimised_tvlqr_nominal_latency,False,target_miss,0.7603053283256213,57.22957979112219,42.22957979112219,0.045145117498432086,nominal,nominal_fail,19.168802099942695
d2_ref_four_fan_branch_W1_four_fan_wingover_lite_030_dm1_0001,slsqp_direct_shooting_reference,failed,Positive directional derivative for linesearch,False,8,8.602080799988471,4658.5971255277755,4658.5971255277755,0.0,0.0,0.0,failed_hard_safety,four_fan_branch,four_fan,W1_four_fan,four_gaussian_var,s015_four_fan_pilot_150043,wingover_lite,30.0,-1,0.54,30.0,-38.25391655815639,68.25391655815639,5.421343400875882,0.24727821857126553,-0.07052573753409774,0.0,False,true_safety_violation,True,d2_ref_four_fan_branch_W1_four_fan_wingover_lite_030_dm1_0001_tvlqr_synthesised,tvlqr_synthesised,trajectory_optimised_tvlqr_nominal_latency,False,target_miss,1.4831734945729949,-19.601975727970093,49.60197572797009,0.09199044482790164,nominal,nominal_fail,10.653155999956653
d2_ref_four_fan_branch_W0_four_fan_branch_bank_yaw_energy_retaining_015_dm1_0002,slsqp_direct_shooting_reference,failed,Positive directional derivative for linesearch,False,5,1.4089792000013404,57.05016537486182,57.05016537486182,0.0,0.0,0.0,failed_hard_safety,four_fan_branch,four_fan,W0_four_fan_branch,no_updraft_dry_air,s015_four_fan_pilot_170637,bank_yaw_energy_retaining,15.0,-1,0.7000000000000001,15.0,7.446844012277926,7.553155987722074,6.4240278115374165,0.40975241073604596,-0.08740103085562456,0.0,False,true_safety_violation,True,d2_ref_four_fan_branch_W0_four_fan_branch_bank_yaw_energy_retaining_015_dm1_0002_tvlqr_synthesised,tvlqr_synthesised,trajectory_optimised_tvlqr_nominal_latency,False,true_safety_violation,0.9499641308379085,4.077350039450954,10.922649960549046,-0.0738557513871676,nominal,nominal_fail,2.9916779000195675
d2_ref_four_fan_branch_W0_four_fan_branch_canyon_steep_bank_015_dp1_0003,slsqp_direct_shooting_reference,failed,Positive directional derivative for linesearch,False,7,4.984157000028063,100.71280488528899,100.71280488528899,0.0,0.0,0.0,failed_hard_safety,four_fan_branch,four_fan,W0_four_fan_branch,no_updraft_dry_air,s015_four_fan_pilot_125037,canyon_steep_bank,15.0,1,0.64,15.0,4.964423041733525,10.035576958266475,6.427908677491548,0.1657294809231722,-0.00476034048444518,0.0,False,true_safety_violation,True,d2_ref_four_fan_branch_W0_four_fan_branch_canyon_steep_bank_015_dp1_0003_tvlqr_synthesised,tvlqr_synthesised,trajectory_optimised_tvlqr_nominal_latency,False,true_safety_violation,0.8034228553151782,5.917511190399578,9.082488809600422,-0.0019106209061643398,nominal,nominal_fail,6.384124300035182
d2_ref_four_fan_branch_W1_four_fan_wingover_lite_030_dm1_0004,slsqp_direct_shooting_reference,failed,Positive directional derivative for linesearch,False,5,2.1883122000144795,484.48015040881836,484.48015040881836,0.0,0.0,0.0,failed_hard_safety,four_fan_branch,four_fan,W1_four_fan,four_gaussian_var,s015_four_fan_pilot_150044,wingover_lite,30.0,-1,0.6,30.0,7.989090195795669,22.01090980420433,6.855448568410822,0.07015527379210629,-0.08471250423497256,0.0,False,true_safety_violation,True,d2_ref_four_fan_branch_W1_four_fan_wingover_lite_030_dm1_0004_tvlqr_synthesised,tvlqr_synthesised,trajectory_optimised_tvlqr_nominal_latency,False,true_safety_violation,1.490141597999904,11.329619084847685,18.670380915152315,-0.054147940282990525,nominal,nominal_fail,4.53005130001111
d2_ref_four_fan_branch_W0_four_fan_branch_bank_yaw_energy_retaining_015_dm1_0005,slsqp_direct_shooting_reference,failed,Positive directional derivative for linesearch,False,5,1.3637226999853738,12.553342158105853,12.553342158105853,0.0,0.0,0.0,failed_hard_safety,four_fan_branch,four_fan,W0_four_fan_branch,no_updraft_dry_air,s015_four_fan_pilot_170638,bank_yaw_energy_retaining,15.0,-1,0.66,15.0,11.4569304045636,3.5430695954363998,6.267449813440841,0.4543017171790622,-0.08293855227593738,0.0,False,true_safety_violation,True,d2_ref_four_fan_branch_W0_four_fan_branch_bank_yaw_energy_retaining_015_dm1_0005_tvlqr_synthesised,tvlqr_synthesised,trajectory_optimised_tvlqr_nominal_latency,False,true_safety_violation,0.8400604683106893,10.81645239269196,4.183547607308039,-0.08404433562136049,nominal,nominal_fail,2.84492429997772
d2_ref_four_fan_branch_W0_four_fan_branch_canyon_steep_bank_015_dp1_0006,slsqp_direct_shooting_reference,failed,Positive directional derivative for linesearch,False,5,1.271000400010962,172.8700946486693,172.8700946486693,0.0,0.0,0.0,failed_hard_safety,four_fan_branch,four_fan,W0_four_fan_branch,no_updraft_dry_air,s015_four_fan_pilot_125038,canyon_steep_bank,15.0,1,0.62,15.0,1.8519927499004893,13.14800725009951,6.673437683184105,0.5306047909507894,-0.10170666722829047,0.0,False,true_safety_violation,True,d2_ref_four_fan_branch_W0_four_fan_branch_canyon_steep_bank_015_dp1_0006_tvlqr_synthesised,tvlqr_synthesised,trajectory_optimised_tvlqr_nominal_latency,False,true_safety_violation,0.7440633446363333,3.0807428783703372,11.919257121629663,-0.10669074532867295,nominal,nominal_fail,2.633811899984721
d2_ref_four_fan_branch_W1_four_fan_wingover_lite_030_dm1_0007,slsqp_direct_shooting_reference,failed,Positive directional derivative for linesearch,False,6,3.390453600033652,3956.2868672141335,3956.2868672141335,0.0,0.0,0.0,failed_hard_safety,four_fan_branch,four_fan,W1_four_fan,four_gaussian_var,s015_four_fan_pilot_150045,wingover_lite,30.0,-1,0.52,30.0,92.8990211944044,62.8990211944044,6.581121256433366,1.3988937781367001,-0.03277804238499993,0.0,False,true_safety_violation,True,d2_ref_four_fan_branch_W1_four_fan_wingover_lite_030_dm1_0007_tvlqr_synthesised,tvlqr_synthesised,trajectory_optimised_tvlqr_nominal_latency,False,true_safety_violation,0.9753979005007526,84.63001333711955,54.63001333711955,-0.041739294781723224,nominal,nominal_fail,5.44419900001958
d2_ref_four_fan_branch_W0_four_fan_branch_bank_yaw_energy_retaining_015_dm1_0008,slsqp_direct_shooting_reference,failed,Inequality constraints incompatible,False,5,5.092220099992119,145.61524623247482,145.61524623247482,0.0,0.0,0.0,failed_hard_safety,four_fan_branch,four_fan,W0_four_fan_branch,no_updraft_dry_air,s015_four_fan_pilot_170639,bank_yaw_energy_retaining,15.0,-1,0.42,15.0,2.9328857537323856,12.067114246267614,6.213800526676466,0.026400431484498332,-0.0008083801836837878,0.0,False,true_safety_violation,True,d2_ref_four_fan_branch_W0_four_fan_branch_bank_yaw_energy_retaining_015_dm1_0008_tvlqr_synthesised,tvlqr_synthesised,trajectory_optimised_tvlqr_nominal_latency,False,true_safety_violation,0.22415896048091283,2.6862074583037057,12.313792541696294,-0.0017291208885552578,nominal,nominal_fail,6.042326599999797
d2_ref_four_fan_branch_W0_four_fan_branch_canyon_steep_bank_015_dp1_0009,slsqp_direct_shooting_reference,failed,Iteration limit reached,False,12,16.227618100005202,258.9441460993507,257.31916838017094,1.6249777191797359,0.0,0.0,failed_hard_safety,four_fan_branch,four_fan,W0_four_fan_branch,no_updraft_dry_air,s015_four_fan_pilot_125039,canyon_steep_bank,15.0,1,0.56,15.0,31.041171041422473,16.041171041422473,2.862626930444238,0.0,-0.0002344849279296568,0.0,False,true_safety_violation,False,d2_ref_four_fan_branch_W0_four_fan_branch_canyon_steep_bank_015_dp1_0009_tvlqr_synthesised,tvlqr_synthesised,trajectory_optimised_tvlqr_nominal_latency,False,true_safety_violation,0.7688787684015863,42.8453408075261,27.8453408075261,-0.04358578873509078,nominal,nominal_fail,17.45370529999491
