cluster_key,representative_rank,trial_descriptor_id,sim_real_match_key,layout_branch_id,fan_layout,test_environment_mode,family,target_heading_deg,direction_sign,start_class,latency_case,success_flag,failure_label,governor_rejection_cause,robustness_label,heading_error_deg,energy_residual_m,lift_dwell_fraction,min_true_margin_m,saturation_fraction,w_wing_mean_m_s,delta_w_lr_m_s,physics_priority_level,candidate_role,branch_decision_scope
"cluster|branch=four_fan_branch|fan=four_fan|env=W0_four_fan_branch|family=bank_yaw_energy_retaining|target=120p0|dir=-1|start=favourable|latency=nominal|radius=r[1.50,1.75)|speed=v[6.50,7.00)|wing_mean=ww_nan|margin=m[-0.25,0.00)",1,trial_descriptor_id_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001262|sample=s008_four_fan_pilot_001262|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_favourable_001262|seed=285442087|replay_seed=20261652|latency=nominal,dense_trial_match_key_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001262|sample=s008_four_fan_pilot_001262|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_favourable_001262|seed=285442087|replay_seed=20261652|latency=nominal,four_fan_branch,four_fan,W0_four_fan_branch,bank_yaw_energy_retaining,120.0,-1,favourable,nominal,False,true_safety_violation,none,not_evaluated,114.74088556675709,-0.2664666925466532,0.0,-0.10395904629738606,0.0,,,target_steering_future_target_priority,failure_representative,branch_local_only_no_cross_layout_decision_transfer
"cluster|branch=four_fan_branch|fan=four_fan|env=W0_four_fan_branch|family=bank_yaw_energy_retaining|target=120p0|dir=-1|start=favourable|latency=nominal|radius=r[1.50,1.75)|speed=v[6.50,7.00)|wing_mean=ww_nan|margin=m[-0.25,0.00)",2,trial_descriptor_id_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001263|sample=s008_four_fan_pilot_001263|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_favourable_001263|seed=1972406266|replay_seed=20262720|latency=nominal,dense_trial_match_key_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001263|sample=s008_four_fan_pilot_001263|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_favourable_001263|seed=1972406266|replay_seed=20262720|latency=nominal,four_fan_branch,four_fan,W0_four_fan_branch,bank_yaw_energy_retaining,120.0,-1,favourable,nominal,False,true_safety_violation,none,not_evaluated,116.59005751696611,-0.2036361539749345,0.0,-0.12210055983917467,0.0,,,target_steering_future_target_priority,failure_representative,branch_local_only_no_cross_layout_decision_transfer
"cluster|branch=four_fan_branch|fan=four_fan|env=W0_four_fan_branch|family=bank_yaw_energy_retaining|target=120p0|dir=-1|start=favourable|latency=nominal|radius=r[1.75,2.00)|speed=v[6.00,6.50)|wing_mean=ww_nan|margin=m[-0.25,0.00)",1,trial_descriptor_id_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001261|sample=s008_four_fan_pilot_001261|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_favourable_001261|seed=941036158|replay_seed=20260564|latency=nominal,dense_trial_match_key_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001261|sample=s008_four_fan_pilot_001261|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_favourable_001261|seed=941036158|replay_seed=20260564|latency=nominal,four_fan_branch,four_fan,W0_four_fan_branch,bank_yaw_energy_retaining,120.0,-1,favourable,nominal,False,true_safety_violation,none,not_evaluated,112.43823373060994,-0.28388167009763077,0.0,-0.037801618573834794,0.0,,,target_steering_future_target_priority,failure_representative,branch_local_only_no_cross_layout_decision_transfer
"cluster|branch=four_fan_branch|fan=four_fan|env=W0_four_fan_branch|family=bank_yaw_energy_retaining|target=120p0|dir=-1|start=lift_sector|latency=nominal|radius=r[0.00,0.25)|speed=v[5.50,6.00)|wing_mean=ww_nan|margin=m[-0.25,0.00)",1,trial_descriptor_id_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001268|sample=s008_four_fan_pilot_001268|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_lift_sector_001268|seed=269051523|replay_seed=20262721|latency=nominal,dense_trial_match_key_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001268|sample=s008_four_fan_pilot_001268|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_lift_sector_001268|seed=269051523|replay_seed=20262721|latency=nominal,four_fan_branch,four_fan,W0_four_fan_branch,bank_yaw_energy_retaining,120.0,-1,lift_sector,nominal,False,true_safety_violation,none,not_evaluated,118.93754371366543,-0.13362385764207696,0.0,-0.036880212780694865,0.0,,,target_steering_future_target_priority,failure_representative,branch_local_only_no_cross_layout_decision_transfer
"cluster|branch=four_fan_branch|fan=four_fan|env=W0_four_fan_branch|family=bank_yaw_energy_retaining|target=120p0|dir=-1|start=lift_sector|latency=nominal|radius=r[0.50,0.75)|speed=v[5.00,5.50)|wing_mean=ww_nan|margin=m[-0.25,0.00)",1,trial_descriptor_id_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001267|sample=s008_four_fan_pilot_001267|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_lift_sector_001267|seed=2103884253|replay_seed=20261653|latency=nominal,dense_trial_match_key_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001267|sample=s008_four_fan_pilot_001267|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_lift_sector_001267|seed=2103884253|replay_seed=20261653|latency=nominal,four_fan_branch,four_fan,W0_four_fan_branch,bank_yaw_energy_retaining,120.0,-1,lift_sector,nominal,False,true_safety_violation,none,not_evaluated,119.05322996230403,-0.06076776019633945,0.0,-0.0890380439549725,0.0,,,target_steering_future_target_priority,failure_representative,branch_local_only_no_cross_layout_decision_transfer
"cluster|branch=four_fan_branch|fan=four_fan|env=W0_four_fan_branch|family=bank_yaw_energy_retaining|target=120p0|dir=-1|start=lift_sector|latency=nominal|radius=r[0.50,0.75)|speed=v[5.50,6.00)|wing_mean=ww_nan|margin=m[0.50,0.75)",1,trial_descriptor_id_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001266|sample=s008_four_fan_pilot_001266|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_lift_sector_001266|seed=1249038602|replay_seed=20260565|latency=nominal,dense_trial_match_key_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001266|sample=s008_four_fan_pilot_001266|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_lift_sector_001266|seed=1249038602|replay_seed=20260565|latency=nominal,four_fan_branch,four_fan,W0_four_fan_branch,bank_yaw_energy_retaining,120.0,-1,lift_sector,nominal,False,target_miss,none,not_evaluated,108.6178104191024,-0.2726616831442641,0.0,0.5492734933797526,0.0,,,target_steering_future_target_priority,failure_representative,branch_local_only_no_cross_layout_decision_transfer
"cluster|branch=four_fan_branch|fan=four_fan|env=W0_four_fan_branch|family=bank_yaw_energy_retaining|target=120p0|dir=-1|start=mid_arena|latency=nominal|radius=r[1.50,1.75)|speed=v[7.00,7.50)|wing_mean=ww_nan|margin=m[-0.25,0.00)",1,trial_descriptor_id_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001264|sample=s008_four_fan_pilot_001264|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_mid_arena_001264|seed=1367401185|replay_seed=20260566|latency=nominal,dense_trial_match_key_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001264|sample=s008_four_fan_pilot_001264|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_mid_arena_001264|seed=1367401185|replay_seed=20260566|latency=nominal,four_fan_branch,four_fan,W0_four_fan_branch,bank_yaw_energy_retaining,120.0,-1,mid_arena,nominal,False,true_safety_violation,none,not_evaluated,112.11915641227566,-0.35030686239000985,0.0,-0.05216106532365394,0.0,,,target_steering_future_target_priority,failure_representative,branch_local_only_no_cross_layout_decision_transfer
"cluster|branch=four_fan_branch|fan=four_fan|env=W0_four_fan_branch|family=bank_yaw_energy_retaining|target=120p0|dir=-1|start=mid_arena|latency=nominal|radius=r[1.75,2.00)|speed=v[6.00,6.50)|wing_mean=ww_nan|margin=m[0.00,0.25)",1,trial_descriptor_id_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001265|sample=s008_four_fan_pilot_001265|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_mid_arena_001265|seed=1141071509|replay_seed=20261654|latency=nominal,dense_trial_match_key_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001265|sample=s008_four_fan_pilot_001265|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_mid_arena_001265|seed=1141071509|replay_seed=20261654|latency=nominal,four_fan_branch,four_fan,W0_four_fan_branch,bank_yaw_energy_retaining,120.0,-1,mid_arena,nominal,False,target_miss,none,not_evaluated,111.38027261446959,-0.3269393698362979,0.0,0.04443211398083918,0.0,,,target_steering_future_target_priority,failure_representative,branch_local_only_no_cross_layout_decision_transfer
"cluster|branch=four_fan_branch|fan=four_fan|env=W0_four_fan_branch|family=bank_yaw_energy_retaining|target=120p0|dir=-1|start=random_stress|latency=nominal|radius=r[4.00,4.25)|speed=v[6.00,6.50)|wing_mean=ww_nan|margin=m[-0.25,0.00)",1,trial_descriptor_id_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001270|sample=s008_four_fan_pilot_001270|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_random_stress_001270|seed=1834208993|replay_seed=20261655|latency=nominal,dense_trial_match_key_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001270|sample=s008_four_fan_pilot_001270|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_random_stress_001270|seed=1834208993|replay_seed=20261655|latency=nominal,four_fan_branch,four_fan,W0_four_fan_branch,bank_yaw_energy_retaining,120.0,-1,random_stress,nominal,False,true_safety_violation,none,not_evaluated,120.57020802222544,-0.09890934732715095,0.0,-0.033028379256648144,0.0,,,target_steering_future_target_priority,failure_representative,branch_local_only_no_cross_layout_decision_transfer
"cluster|branch=four_fan_branch|fan=four_fan|env=W0_four_fan_branch|family=bank_yaw_energy_retaining|target=120p0|dir=-1|start=random_stress|latency=nominal|radius=r[4.75,5.00)|speed=v[5.00,5.50)|wing_mean=ww_nan|margin=m[-0.25,0.00)",1,trial_descriptor_id_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001269|sample=s008_four_fan_pilot_001269|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_random_stress_001269|seed=216076030|replay_seed=20260567|latency=nominal,dense_trial_match_key_v1|branch=four_fan_branch|fan_layout=four_fan|fan_config=four_fan_branch_dry_air|test_env=W0_four_fan_branch|paired_env=W1_four_fan|candidate=s008_four_fan_W0_four_fan_branch_bank_yaw_energy_retaining_120p0_dm1_s008_four_fan_pilot_001269|sample=s008_four_fan_pilot_001269|paired_sample=s008_four_fan_bank_yaw_energy_retaining_120p0_dm1_random_stress_001269|seed=216076030|replay_seed=20260567|latency=nominal,four_fan_branch,four_fan,W0_four_fan_branch,bank_yaw_energy_retaining,120.0,-1,random_stress,nominal,False,true_safety_violation,none,not_evaluated,105.00580229612133,-0.27590382220817355,0.0,-0.02425763397504721,0.0,,,target_steering_future_target_priority,failure_representative,branch_local_only_no_cross_layout_decision_transfer
