frame_number,t_read_host_s,vicon_latency_s,t_capture_host_s,subject_name,segment_name,x_m,y_m,z_m,qx,qy,qz,qw,roll_rad,pitch_rad,yaw_rad,is_occluded,t_elapsed_s,phase_name,phase_type
2139325,0.0381851,0.0138432000003377,0.0243418999996623,Nausicaa,Nausicaa,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.0126538000003377,unlabeled,unlabeled
2139327,0.0497548,0.0140725000001112,0.0356822999998888,Nausicaa,Nausicaa,0.000625021213689733,0.0667117907206053,1.20889109682255,-0.00397011007530462,-0.00527187027451389,0.00390921300249275,0.999970581399023,-0.00789929263856021,-0.0105746674605684,0.00777684938603615,0,-0.00131340000011117,unlabeled,unlabeled
2139329,0.0610509,0.0143236999992951,0.0467272000007049,Nausicaa,Nausicaa,0.000641784721987254,0.0666954589003795,1.20890561162879,-0.00398108316143555,-0.00526804898359636,0.0039152295698981,0.99997053437298,-0.00792120555801849,-0.0105671578856969,0.00778879693853977,0,0.00973150000070494,static_reference,static_reference
2139332,0.0764913,0.014552000000549,0.061939299999451,Nausicaa,Nausicaa,0.000657227870441558,0.0667098137307688,1.20892029879138,-0.00407240522475764,-0.00516303066473231,0.00382415440813094,0.999971066817987,-0.00810560983199847,-0.0103570947420198,0.00760651693678324,0,0.024943599999451,static_reference,static_reference
2139335,0.0907395,0.0143514999999752,0.0763880000000248,Nausicaa,Nausicaa,0.000663154096382314,0.0667385879534355,1.20892641328087,-0.00409503783488463,-0.00515717860609422,0.0038401923566298,0.999970943126159,-0.00815075501740455,-0.0103456935299603,0.00763840691413314,0,0.0393923000000248,static_reference,static_reference
2139338,0.1058725,0.0141836000002513,0.0916888999997487,Nausicaa,Nausicaa,0.000672715093495467,0.0667424964905252,1.20891343156213,-0.00400290281570685,-0.00518714566438603,0.0038818311268945,0.999971000417516,-0.00796581768175448,-0.0104052554248248,0.00772240462747928,0,0.0546931999997487,static_reference,static_reference
2139342,0.1223719,0.0139318000001367,0.108440099999863,Nausicaa,Nausicaa,0.000635823209311159,0.0666986451355762,1.20889792626922,-0.00407422160061974,-0.00515527166189481,0.00385652554801263,0.999970975130348,-0.00810896632194135,-0.0103418530903071,0.0076713052589461,0,0.0714443999998633,static_reference,static_reference
2139345,0.1361661,0.0140076000006957,0.122158499999304,Nausicaa,Nausicaa,0.000644418297574663,0.0666863251902997,1.20890129432562,-0.00410812323786889,-0.00514163464069529,0.0038435332563814,0.999970956662638,-0.00817700986717809,-0.0103147329403247,0.00764507947592081,0,0.0851627999993043,static_reference,static_reference
2139348,0.1523972,0.0135874999996304,0.13880970000037,Nausicaa,Nausicaa,0.00061929693141998,0.0667415677581658,1.20895496385144,-0.00398446769715901,-0.00545772092831347,0.00389099282851685,0.999969598274991,-0.00792677912293393,-0.0109463356799812,0.00773879772121093,0,0.10181400000037,static_reference,static_reference
2139351,0.1678977,0.0137895999996545,0.154108100000346,Nausicaa,Nausicaa,0.000661041034768509,0.0667243129389746,1.20890070606036,-0.00401059077063824,-0.00524418297695598,0.00389858105705132,0.999970606954183,-0.00798058230100178,-0.0105195229099321,0.00775537522815524,0,0.117112400000346,static_reference,static_reference
