phase_name,phase_type,instruction,duration_s,raw_sample_count,valid_sample_count,occluded_sample_count,occluded_fraction,median_dt_s,frame_rate_hz,x_std_mm,y_std_mm,z_std_mm,roll_std_deg,pitch_std_deg,yaw_std_deg,position_high_freq_rms_mm,roll_high_freq_rms_deg,pitch_high_freq_rms_deg,yaw_high_freq_rms_deg,velocity_rms_mps,angular_rate_rms_degps
static_reference,static_reference,place the glider rigidly on a stand and do not touch it,60,3737,3737,0,0,0.0154183100000767,64.8579513575112,0.0169684679221692,0.0220310536212386,0.0261276930640385,0.00874444624507521,0.0103804124346982,0.00524795592995686,0.0212572747573434,0.00833571825308771,0.0099923092561217,0.00511781815255075,0.00195462658764351,0.754129285211459
pickup_transition,transition,pick up the glider and prepare for hand-held motion,10,635,635,0,0,0.0153814024990027,65.0135772771593,14.4227220176022,5.51292656241083,71.615123534295,2.55315446804992,1.39139483257234,1.03843020213505,2.31315640631119,0.58169068162869,0.380262140231294,0.359377214598714,0.104347977135306,19.5566055603169
hand_static_start,hand_static,hold the glider by hand as still as possible,15,921,921,0,0,0.0154049499999758,64.914199656706,995.491916024773,772.758765203578,69.675644134653,12.162938365655,12.3328761584623,85.4847870758387,6.71772395366877,0.641872556277609,0.791682067676743,0.756499459141702,0.315057889422577,21.0508369413664
slow_hand_motion,dynamic_slow,walk or move smoothly with the glider,20,1246,1246,0,0,0.0154259187492514,64.825960531429,1463.65523263458,1057.34474864569,68.4153889824321,11.8399456544935,19.3613581793026,80.3291743074866,11.1554557735661,1.23875572191836,1.56137466809234,1.90868038679125,6.28785007017533,1010.79507788616
fast_run_motion,dynamic_fast,run through the tracking volume,20,1246,1246,0,0,0.015389671251377,64.9786459805321,2062.98843254843,1010.81813967427,150.93880900556,23.2571580006879,23.2974703741587,197.933262477631,24.4358722496063,3.07296637099997,3.0251011950611,4.80431860206331,6.9746402163283,567.795043801478
jump_motion,dynamic_jump,jump or excite the body motion,20,1219,1219,0,0,0.0154398900000388,64.7673008031462,1862.70467208363,1136.47891115318,280.108811691121,36.6049930932825,28.3639742013563,124.677171348061,35.5904040620238,12.3096248417618,3.65818598484891,8.5257640994496,1.3577324214265,487.221470966927
hand_static_end,hand_static,hold the glider by hand as still as possible,15,944,944,0,0,0.0153754837504323,65.0386040681084,595.444605663773,315.551238255454,208.258455901921,20.6404535553958,14.2654996747852,102.557104020895,14.5894248039716,1.14565454120397,1.35381274327101,2.0392667569663,0.676622079699314,76.3886764913264
