primitive_variant_id,controller_id,primitive_id,candidate_index,candidate_weight_label,bundle_status,blocked_reason
primvar_glide_launch_capable_52faeec40e88,lqrta_glide_accda8ef206a,glide,0,glide_w01_q0.5_r0.5_000,ready,
primvar_glide_launch_capable_95842b9301ac,lqrta_glide_822c13ccfca4,glide,1,glide_w01_q0.5_r0.75_001,ready,
primvar_recovery_terminal_or_recovery_562677a48db2,lqrta_recovery_af60eea7223b,recovery,0,recovery_w01_q0.5_r0.5_000,ready,
primvar_recovery_terminal_or_recovery_a57d976902c9,lqrta_recovery_1f8ba73a002a,recovery,1,recovery_w01_q0.5_r0.75_001,ready,
primvar_lift_entry_inflight_only_fafeaa25d0d6,lqrta_lift_entry_f33cb6b9bca4,lift_entry,0,lift_entry_w01_q0.5_r0.5_000,ready,
primvar_lift_entry_inflight_only_3f220a8a1718,lqrta_lift_entry_9a5ca054db71,lift_entry,1,lift_entry_w01_q0.5_r0.75_001,ready,
primvar_lift_dwell_arc_inflight_only_5c80bdd0db54,lqrta_lift_dwell_arc_953ba2aa1d84,lift_dwell_arc,0,lift_dwell_arc_w01_q0.5_r0.5_000,ready,
primvar_lift_dwell_arc_inflight_only_6a1c4b9fee07,lqrta_lift_dwell_arc_a18d7ff7c434,lift_dwell_arc,1,lift_dwell_arc_w01_q0.5_r0.75_001,ready,
primvar_mild_turn_left_inflight_only_4fc4211d446a,lqrta_mild_turn_left_d9152488caa4,mild_turn_left,0,mild_turn_left_w01_q0.5_r0.5_000,ready,
primvar_mild_turn_left_inflight_only_ffc55d8b31d6,lqrta_mild_turn_left_14309feb60d6,mild_turn_left,1,mild_turn_left_w01_q0.5_r0.75_001,ready,
primvar_mild_turn_right_inflight_only_9540b8fc46ed,lqrta_mild_turn_right_e7323a7c2dc5,mild_turn_right,0,mild_turn_right_w01_q0.5_r0.5_000,ready,
primvar_mild_turn_right_inflight_only_c4022b786a5b,lqrta_mild_turn_right_3149bc914feb,mild_turn_right,1,mild_turn_right_w01_q0.5_r0.75_001,ready,
primvar_energy_retaining_bank_inflight_only_99e733c535ed,lqrta_energy_retaining_bank_569851d1090c,energy_retaining_bank,0,energy_retaining_bank_w01_q0.5_r0.5_000,ready,
primvar_energy_retaining_bank_inflight_only_07d256f533e6,lqrta_energy_retaining_bank_b3209f27f766,energy_retaining_bank,1,energy_retaining_bank_w01_q0.5_r0.75_001,ready,
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_dc2005d418ee,lqrta_safe_exit_or_recovery_handoff_07375ce598aa,safe_exit_or_recovery_handoff,0,safe_exit_or_recovery_handoff_w01_q0.5_r0.5_000,ready,
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_ef4123b96c30,lqrta_safe_exit_or_recovery_handoff_634ca74527d9,safe_exit_or_recovery_handoff,1,safe_exit_or_recovery_handoff_w01_q0.5_r0.75_001,ready,
