rerun_rank,source_sweep_run_index,success,objective_weight_w_sink,objective_weight_w_mass,objective_weight_w_trim_effort,objective_weight_w_wing_deflection,objective_weight_w_htail_deflection,objective_weight_w_roll_tau,objective_scale_sink_mps,objective_scale_mass_kg,objective_scale_trim_deg,objective_scale_roll_tau_s,candidate_id,feasible_rate,sink_mean,sink_cvar_20,objective,wing_span_m,wing_chord_m,tail_arm_m,htail_span_m,vtail_height_m,sink_rate_mps,mass_total_kg,objective_term_spread_ratio,rank_feasible_rate,rank_sink_cvar_20,rank_wing_span_m,is_best,J_sink,J_mass,J_trim,J_wing_deflection,J_htail_deflection,J_roll_tau,J_total
1,39,True,1.0,0.2617924037677132,0.5063414494913574,0.19392187871595434,0.08419230020946894,0.6142627044519234,1.0,0.1,10.0,0.45,1,1.0,0.7851439750823476,0.8399118060355157,1.2376510725215293,0.7615699665144111,0.1596249284050053,0.3999999945785818,0.36400202245018176,0.11694494561101468,0.665979504952704,0.11338737739257201,15181.85526112672,-1.0,0.8399118060355157,0.7615699665144111,True,0.665979504952704,0.2968395408451828,4.386680636179892e-05,0.11746180037307566,0.12672133209805664,0.0306050274461482,1.2376510725215293
2,27,True,1.0,0.046988623620787165,0.013259171249421022,2.151606933843013,0.0783091834800308,0.24707337911315316,1.0,0.1,10.0,0.45,1,1.0,0.7852699820610167,0.8399947310758389,2.15269744403636,0.7615699665258054,0.16027143258215248,0.3999999944006422,0.36524378255870754,0.11718152835371116,0.6661396305911196,0.11353427715003936,1018372.1123624037,-1.0,0.8399947310758389,0.7615699665258054,False,0.6661396305911196,0.05334819417061335,1.2800061451195657e-06,1.3035225618422694,0.11740433554038854,0.012281441885824093,2.15269744403636
3,20,True,1.0,0.07969296261459534,68.02461780006593,11.62825144079468,0.38799078052718766,1.467194524883676,1.0,0.1,10.0,0.45,1,1.0,0.7866537205712526,0.8410470394326324,8.461401754677281,0.7615699665291052,0.1679605884703978,0.3999999944871145,0.37380431806794606,0.11995954020973704,0.6677496864376072,0.11509836818878841,1550.93920551908,-1.0,0.8410470394326324,0.7615699665291052,False,0.6677496864376072,0.09172529953070044,0.004551806743249293,7.059575534051449,0.5664943650825875,0.07130506283168661,8.461401754677281
