sample_id,paired_sample_key,fan_branch,W_layer,test_environment_mode,entry_source,launch_gate_id,initial_state_vector,initial_state_admission_status,primitive_id,primitive_family,controller_mode,feedback_mode,latency_case,claim_status,evidence_role,governor_decision_status,primary_rejection_reason,all_rejection_reasons,outcome_class,accepted,failure_label,duration_s,dwell_time_s,energy_initial_m,energy_final_m,energy_residual_m,minimum_margin_m,minimum_speed_m_s,exit_speed_m_s,control_saturation,rollout_integrity_success,entry_check_status,exit_check_status,mission_feedback_path_status,x0_w_m,y0_w_m,z0_w_m,phi0_rad,theta0_rad,psi0_rad,speed0_m_s,wind_mode,updraft_model_id,updraft_model_source,wind_binding_status,x_terminal_w_m,y_terminal_w_m,z_terminal_w_m,phi_terminal_rad,theta_terminal_rad,psi_terminal_rad,u_terminal_m_s,v_terminal_m_s,w_terminal_m_s,p_terminal_rad_s,q_terminal_rad_s,r_terminal_rad_s,w_wing_mean_m_s,delta_w_lr_m_s,spanwise_gradient_m_s_m,spanwise_w_gradient_m_s_per_m,wind_descriptor_status,wind_descriptor_environment_mode,wind_descriptor_model_id,wind_descriptor_model_source,state_feedback_delay_s,command_onset_delay_s,command_transport_delay_s,actuator_tau_s,actuator_t50_s,actuator_t90_s,latency_jitter_s,timing_model_version,latency_pass_label,state_feedback_delay_applied,command_delay_applied,actuator_lag_applied
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W0,W0_single_fan_branch,launch_gate_main,fixed_gate_main_v1,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260521_single_fan_branch_W1_000000__W0__energy_retaining_bank,energy_retaining_bank,feedback_stabilised_primitive,unavailable,nominal,simulation_only,blocked_partial,blocked_before_governor,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,False,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,0.0,0.0,2.68107431544625,2.68107431544625,0.0,0.11151689474000004,4.37511778851,4.37511778851,0.0,False,admitted_main_gate,blocked_no_feedback_rollout,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,none,no_updraft_dry_air,dry_air_no_updraft_w0_baseline,dry_air_w0_baseline,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dry_air_zero_wind,W0_single_fan_branch,no_updraft_dry_air,dry_air_no_updraft_w0_baseline,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,False,False
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W1,W1_single_fan,launch_gate_main,fixed_gate_main_v1,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260521_single_fan_branch_W1_000000__W1__energy_retaining_bank,energy_retaining_bank,feedback_stabilised_primitive,unavailable,nominal,simulation_only,blocked_partial,blocked_before_governor,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,False,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,0.0,0.0,2.68107431544625,2.68107431544625,0.0,0.11151689474000004,4.37511778851,4.37511778851,0.0,False,admitted_main_gate,blocked_no_feedback_rollout,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,panel,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,measured_updraft_bound,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,0.0,0.0,0.0,0.0,0.0,-0.011334434105603143,5.149484619292738e-05,0.00011344225028073756,0.00011344225028073756,wind_model_evaluated,W1_single_fan,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,False,False
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W0,W0_single_fan_branch,launch_gate_main,fixed_gate_main_v1,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260521_single_fan_branch_W1_000000__W0__glide,glide,feedback_stabilised_primitive,unavailable,nominal,simulation_only,blocked_partial,blocked_before_governor,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,False,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,0.0,0.0,2.68107431544625,2.68107431544625,0.0,0.11151689474000004,4.37511778851,4.37511778851,0.0,False,admitted_main_gate,blocked_no_feedback_rollout,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,none,no_updraft_dry_air,dry_air_no_updraft_w0_baseline,dry_air_w0_baseline,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dry_air_zero_wind,W0_single_fan_branch,no_updraft_dry_air,dry_air_no_updraft_w0_baseline,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,False,False
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W1,W1_single_fan,launch_gate_main,fixed_gate_main_v1,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260521_single_fan_branch_W1_000000__W1__glide,glide,feedback_stabilised_primitive,unavailable,nominal,simulation_only,blocked_partial,blocked_before_governor,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,False,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,0.0,0.0,2.68107431544625,2.68107431544625,0.0,0.11151689474000004,4.37511778851,4.37511778851,0.0,False,admitted_main_gate,blocked_no_feedback_rollout,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,panel,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,measured_updraft_bound,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,0.0,0.0,0.0,0.0,0.0,-0.011334434105603143,5.149484619292738e-05,0.00011344225028073756,0.00011344225028073756,wind_model_evaluated,W1_single_fan,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,False,False
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W0,W0_single_fan_branch,launch_gate_main,fixed_gate_main_v1,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260521_single_fan_branch_W1_000000__W0__lift_dwell_arc,lift_dwell_arc,feedback_stabilised_primitive,unavailable,nominal,simulation_only,blocked_partial,blocked_before_governor,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,False,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,0.0,0.0,2.68107431544625,2.68107431544625,0.0,0.11151689474000004,4.37511778851,4.37511778851,0.0,False,admitted_main_gate,blocked_no_feedback_rollout,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,none,no_updraft_dry_air,dry_air_no_updraft_w0_baseline,dry_air_w0_baseline,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dry_air_zero_wind,W0_single_fan_branch,no_updraft_dry_air,dry_air_no_updraft_w0_baseline,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,False,False
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W1,W1_single_fan,launch_gate_main,fixed_gate_main_v1,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260521_single_fan_branch_W1_000000__W1__lift_dwell_arc,lift_dwell_arc,feedback_stabilised_primitive,unavailable,nominal,simulation_only,blocked_partial,blocked_before_governor,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,False,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,0.0,0.0,2.68107431544625,2.68107431544625,0.0,0.11151689474000004,4.37511778851,4.37511778851,0.0,False,admitted_main_gate,blocked_no_feedback_rollout,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,panel,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,measured_updraft_bound,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,0.0,0.0,0.0,0.0,0.0,-0.011334434105603143,5.149484619292738e-05,0.00011344225028073756,0.00011344225028073756,wind_model_evaluated,W1_single_fan,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,False,False
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W0,W0_single_fan_branch,launch_gate_main,fixed_gate_main_v1,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260521_single_fan_branch_W1_000000__W0__lift_entry,lift_entry,feedback_stabilised_primitive,unavailable,nominal,simulation_only,blocked_partial,blocked_before_governor,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,False,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,0.0,0.0,2.68107431544625,2.68107431544625,0.0,0.11151689474000004,4.37511778851,4.37511778851,0.0,False,admitted_main_gate,blocked_no_feedback_rollout,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,none,no_updraft_dry_air,dry_air_no_updraft_w0_baseline,dry_air_w0_baseline,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dry_air_zero_wind,W0_single_fan_branch,no_updraft_dry_air,dry_air_no_updraft_w0_baseline,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,False,False
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W1,W1_single_fan,launch_gate_main,fixed_gate_main_v1,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260521_single_fan_branch_W1_000000__W1__lift_entry,lift_entry,feedback_stabilised_primitive,unavailable,nominal,simulation_only,blocked_partial,blocked_before_governor,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,False,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,0.0,0.0,2.68107431544625,2.68107431544625,0.0,0.11151689474000004,4.37511778851,4.37511778851,0.0,False,admitted_main_gate,blocked_no_feedback_rollout,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,panel,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,measured_updraft_bound,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,0.0,0.0,0.0,0.0,0.0,-0.011334434105603143,5.149484619292738e-05,0.00011344225028073756,0.00011344225028073756,wind_model_evaluated,W1_single_fan,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,False,False
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W0,W0_single_fan_branch,launch_gate_main,fixed_gate_main_v1,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260521_single_fan_branch_W1_000000__W0__mild_coordinated_turn_left,mild_coordinated_turn_left,feedback_stabilised_primitive,unavailable,nominal,simulation_only,blocked_partial,blocked_before_governor,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,False,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,0.0,0.0,2.68107431544625,2.68107431544625,0.0,0.11151689474000004,4.37511778851,4.37511778851,0.0,False,admitted_main_gate,blocked_no_feedback_rollout,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,none,no_updraft_dry_air,dry_air_no_updraft_w0_baseline,dry_air_w0_baseline,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dry_air_zero_wind,W0_single_fan_branch,no_updraft_dry_air,dry_air_no_updraft_w0_baseline,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,False,False
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W1,W1_single_fan,launch_gate_main,fixed_gate_main_v1,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260521_single_fan_branch_W1_000000__W1__mild_coordinated_turn_left,mild_coordinated_turn_left,feedback_stabilised_primitive,unavailable,nominal,simulation_only,blocked_partial,blocked_before_governor,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,False,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,0.0,0.0,2.68107431544625,2.68107431544625,0.0,0.11151689474000004,4.37511778851,4.37511778851,0.0,False,admitted_main_gate,blocked_no_feedback_rollout,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,panel,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,measured_updraft_bound,1.31151689474,1.87706014023,1.70545476074,0.174021135561,-0.576600319941,-0.236644961051,4.37511778851,0.0,0.0,0.0,0.0,0.0,-0.011334434105603143,5.149484619292738e-05,0.00011344225028073756,0.00011344225028073756,wind_model_evaluated,W1_single_fan,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,False,False
