sample_id,paired_sample_key,fan_branch,W_layer,entry_source,launch_gate_id,random_seed,sampling_round,initial_state_vector,reachable_provenance_id,source_sample_id,source_primitive_id,source_W_layer,source_controller_mode,source_feedback_mode,source_latency_case,source_evidence_role,source_outcome_class,source_entry_source,source_rollout_accepted,x_w_m,y_w_m,z_w_m,phi_rad,theta_rad,psi_rad,u_m_s,v_m_s,w_m_s,p_rad_s,q_rad_s,r_rad_s,delta_a_rad,delta_e_rad,delta_r_rad,initial_state_admission_status,inside_fixed_launch_gate,inside_launch_tolerance_shell,phi_deg,theta_deg,psi_deg,speed_m_s,x_w_min_margin_m,x_w_max_margin_m,y_w_min_margin_m,y_w_max_margin_m,z_w_min_margin_m,z_w_max_margin_m,minimum_position_margin_m,phi_min_margin_deg,phi_max_margin_deg,theta_min_margin_deg,theta_max_margin_deg,psi_min_margin_deg,psi_max_margin_deg,minimum_attitude_margin_deg,speed_min_margin_m_s,speed_max_margin_m_s,minimum_speed_margin_m_s,diagnostic_case_index,test_environment_mode,primitive_family,candidate_id,w1_scheduled_independent_of_w0_success
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W0,launch_gate_main,fixed_gate_main_v1,20260521,fixed_gate_round_0,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,,,,,,,,,,,False,1.3115168947366203,1.8770601402332991,1.7054547607384587,0.17402113556092313,-0.5766003199409553,-0.23664496105068666,4.375117788513322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,admitted_main_gate,True,True,9.970676613714861,-33.0367647985097,-13.558757511242097,4.375117788513322,0.1115168947366203,0.08848310526337966,0.0770601402332991,0.32293985976670103,0.2054547607384587,0.19454523926154121,0.0770601402332991,54.97067661371486,35.029323386285135,11.963235201490301,78.0367647985097,16.4412424887579,43.55875751124209,11.963235201490301,1.3751177885133217,3.6248822114866783,1.3751177885133217,,W0_single_fan_branch,energy_retaining_bank,fg_20260521_single_fan_branch_W1_000000__W0__energy_retaining_bank,True
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W1,launch_gate_main,fixed_gate_main_v1,20260521,fixed_gate_round_0,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,,,,,,,,,,,False,1.3115168947366203,1.8770601402332991,1.7054547607384587,0.17402113556092313,-0.5766003199409553,-0.23664496105068666,4.375117788513322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,admitted_main_gate,True,True,9.970676613714861,-33.0367647985097,-13.558757511242097,4.375117788513322,0.1115168947366203,0.08848310526337966,0.0770601402332991,0.32293985976670103,0.2054547607384587,0.19454523926154121,0.0770601402332991,54.97067661371486,35.029323386285135,11.963235201490301,78.0367647985097,16.4412424887579,43.55875751124209,11.963235201490301,1.3751177885133217,3.6248822114866783,1.3751177885133217,,W1_single_fan,energy_retaining_bank,fg_20260521_single_fan_branch_W1_000000__W1__energy_retaining_bank,True
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W0,launch_gate_main,fixed_gate_main_v1,20260521,fixed_gate_round_0,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,,,,,,,,,,,False,1.3115168947366203,1.8770601402332991,1.7054547607384587,0.17402113556092313,-0.5766003199409553,-0.23664496105068666,4.375117788513322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,admitted_main_gate,True,True,9.970676613714861,-33.0367647985097,-13.558757511242097,4.375117788513322,0.1115168947366203,0.08848310526337966,0.0770601402332991,0.32293985976670103,0.2054547607384587,0.19454523926154121,0.0770601402332991,54.97067661371486,35.029323386285135,11.963235201490301,78.0367647985097,16.4412424887579,43.55875751124209,11.963235201490301,1.3751177885133217,3.6248822114866783,1.3751177885133217,,W0_single_fan_branch,glide,fg_20260521_single_fan_branch_W1_000000__W0__glide,True
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W1,launch_gate_main,fixed_gate_main_v1,20260521,fixed_gate_round_0,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,,,,,,,,,,,False,1.3115168947366203,1.8770601402332991,1.7054547607384587,0.17402113556092313,-0.5766003199409553,-0.23664496105068666,4.375117788513322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,admitted_main_gate,True,True,9.970676613714861,-33.0367647985097,-13.558757511242097,4.375117788513322,0.1115168947366203,0.08848310526337966,0.0770601402332991,0.32293985976670103,0.2054547607384587,0.19454523926154121,0.0770601402332991,54.97067661371486,35.029323386285135,11.963235201490301,78.0367647985097,16.4412424887579,43.55875751124209,11.963235201490301,1.3751177885133217,3.6248822114866783,1.3751177885133217,,W1_single_fan,glide,fg_20260521_single_fan_branch_W1_000000__W1__glide,True
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W0,launch_gate_main,fixed_gate_main_v1,20260521,fixed_gate_round_0,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,,,,,,,,,,,False,1.3115168947366203,1.8770601402332991,1.7054547607384587,0.17402113556092313,-0.5766003199409553,-0.23664496105068666,4.375117788513322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,admitted_main_gate,True,True,9.970676613714861,-33.0367647985097,-13.558757511242097,4.375117788513322,0.1115168947366203,0.08848310526337966,0.0770601402332991,0.32293985976670103,0.2054547607384587,0.19454523926154121,0.0770601402332991,54.97067661371486,35.029323386285135,11.963235201490301,78.0367647985097,16.4412424887579,43.55875751124209,11.963235201490301,1.3751177885133217,3.6248822114866783,1.3751177885133217,,W0_single_fan_branch,lift_dwell_arc,fg_20260521_single_fan_branch_W1_000000__W0__lift_dwell_arc,True
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W1,launch_gate_main,fixed_gate_main_v1,20260521,fixed_gate_round_0,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,,,,,,,,,,,False,1.3115168947366203,1.8770601402332991,1.7054547607384587,0.17402113556092313,-0.5766003199409553,-0.23664496105068666,4.375117788513322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,admitted_main_gate,True,True,9.970676613714861,-33.0367647985097,-13.558757511242097,4.375117788513322,0.1115168947366203,0.08848310526337966,0.0770601402332991,0.32293985976670103,0.2054547607384587,0.19454523926154121,0.0770601402332991,54.97067661371486,35.029323386285135,11.963235201490301,78.0367647985097,16.4412424887579,43.55875751124209,11.963235201490301,1.3751177885133217,3.6248822114866783,1.3751177885133217,,W1_single_fan,lift_dwell_arc,fg_20260521_single_fan_branch_W1_000000__W1__lift_dwell_arc,True
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W0,launch_gate_main,fixed_gate_main_v1,20260521,fixed_gate_round_0,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,,,,,,,,,,,False,1.3115168947366203,1.8770601402332991,1.7054547607384587,0.17402113556092313,-0.5766003199409553,-0.23664496105068666,4.375117788513322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,admitted_main_gate,True,True,9.970676613714861,-33.0367647985097,-13.558757511242097,4.375117788513322,0.1115168947366203,0.08848310526337966,0.0770601402332991,0.32293985976670103,0.2054547607384587,0.19454523926154121,0.0770601402332991,54.97067661371486,35.029323386285135,11.963235201490301,78.0367647985097,16.4412424887579,43.55875751124209,11.963235201490301,1.3751177885133217,3.6248822114866783,1.3751177885133217,,W0_single_fan_branch,lift_entry,fg_20260521_single_fan_branch_W1_000000__W0__lift_entry,True
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W1,launch_gate_main,fixed_gate_main_v1,20260521,fixed_gate_round_0,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,,,,,,,,,,,False,1.3115168947366203,1.8770601402332991,1.7054547607384587,0.17402113556092313,-0.5766003199409553,-0.23664496105068666,4.375117788513322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,admitted_main_gate,True,True,9.970676613714861,-33.0367647985097,-13.558757511242097,4.375117788513322,0.1115168947366203,0.08848310526337966,0.0770601402332991,0.32293985976670103,0.2054547607384587,0.19454523926154121,0.0770601402332991,54.97067661371486,35.029323386285135,11.963235201490301,78.0367647985097,16.4412424887579,43.55875751124209,11.963235201490301,1.3751177885133217,3.6248822114866783,1.3751177885133217,,W1_single_fan,lift_entry,fg_20260521_single_fan_branch_W1_000000__W1__lift_entry,True
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W0,launch_gate_main,fixed_gate_main_v1,20260521,fixed_gate_round_0,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,,,,,,,,,,,False,1.3115168947366203,1.8770601402332991,1.7054547607384587,0.17402113556092313,-0.5766003199409553,-0.23664496105068666,4.375117788513322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,admitted_main_gate,True,True,9.970676613714861,-33.0367647985097,-13.558757511242097,4.375117788513322,0.1115168947366203,0.08848310526337966,0.0770601402332991,0.32293985976670103,0.2054547607384587,0.19454523926154121,0.0770601402332991,54.97067661371486,35.029323386285135,11.963235201490301,78.0367647985097,16.4412424887579,43.55875751124209,11.963235201490301,1.3751177885133217,3.6248822114866783,1.3751177885133217,,W0_single_fan_branch,mild_coordinated_turn_left,fg_20260521_single_fan_branch_W1_000000__W0__mild_coordinated_turn_left,True
fg_20260521_single_fan_branch_W1_000000,fg_pair_20260521_single_fan_branch_000000,single_fan_branch,W1,launch_gate_main,fixed_gate_main_v1,20260521,fixed_gate_round_0,1.31151689474;1.87706014023;1.70545476074;0.174021135561;-0.576600319941;-0.236644961051;4.37511778851;0;0;0;0;0;0;0;0,,,,,,,,,,,False,1.3115168947366203,1.8770601402332991,1.7054547607384587,0.17402113556092313,-0.5766003199409553,-0.23664496105068666,4.375117788513322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,admitted_main_gate,True,True,9.970676613714861,-33.0367647985097,-13.558757511242097,4.375117788513322,0.1115168947366203,0.08848310526337966,0.0770601402332991,0.32293985976670103,0.2054547607384587,0.19454523926154121,0.0770601402332991,54.97067661371486,35.029323386285135,11.963235201490301,78.0367647985097,16.4412424887579,43.55875751124209,11.963235201490301,1.3751177885133217,3.6248822114866783,1.3751177885133217,,W1_single_fan,mild_coordinated_turn_left,fg_20260521_single_fan_branch_W1_000000__W1__mild_coordinated_turn_left,True
