event_id,surface_index,surface_name,command_level_norm,scheduled_start_s,scheduled_end_s,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count
1,1,Aileron_L,0,11.3469145,12.5969145,positive_first,positive,outbound,1,9
2,1,Aileron_L,0.25,12.5969145,13.8469145,positive_first,positive,outbound,2,9
3,1,Aileron_L,0.5,13.8469145,15.0969145,positive_first,positive,outbound,3,9
4,1,Aileron_L,0.75,15.0969145,16.3469145,positive_first,positive,outbound,4,9
5,1,Aileron_L,1,16.3469145,17.5969145,positive_first,positive,outbound,5,9
6,1,Aileron_L,0.75,17.5969145,18.8469145,positive_first,positive,return,6,9
7,1,Aileron_L,0.5,18.8469145,20.0969145,positive_first,positive,return,7,9
8,1,Aileron_L,0.25,20.0969145,21.3469145,positive_first,positive,return,8,9
9,1,Aileron_L,0,21.3469145,22.5969145,positive_first,positive,return,9,9
10,1,Aileron_L,-0,22.5969145,23.8469145,positive_first,negative,outbound,1,9
11,1,Aileron_L,-0.25,23.8469145,25.0969145,positive_first,negative,outbound,2,9
12,1,Aileron_L,-0.5,25.0969145,26.3469145,positive_first,negative,outbound,3,9
13,1,Aileron_L,-0.75,26.3469145,27.5969145,positive_first,negative,outbound,4,9
14,1,Aileron_L,-1,27.5969145,28.8469145,positive_first,negative,outbound,5,9
15,1,Aileron_L,-0.75,28.8469145,30.0969145,positive_first,negative,return,6,9
16,1,Aileron_L,-0.5,30.0969145,31.3469145,positive_first,negative,return,7,9
17,1,Aileron_L,-0.25,31.3469145,32.5969145,positive_first,negative,return,8,9
18,1,Aileron_L,-0,32.5969145,33.8469145,positive_first,negative,return,9,9
19,1,Aileron_L,-0,33.8469145,35.0969145,negative_first,negative,outbound,1,9
20,1,Aileron_L,-0.25,35.0969145,36.3469145,negative_first,negative,outbound,2,9
21,1,Aileron_L,-0.5,36.3469145,37.5969145,negative_first,negative,outbound,3,9
22,1,Aileron_L,-0.75,37.5969145,38.8469145,negative_first,negative,outbound,4,9
23,1,Aileron_L,-1,38.8469145,40.0969145,negative_first,negative,outbound,5,9
24,1,Aileron_L,-0.75,40.0969145,41.3469145,negative_first,negative,return,6,9
25,1,Aileron_L,-0.5,41.3469145,42.5969145,negative_first,negative,return,7,9
26,1,Aileron_L,-0.25,42.5969145,43.8469145,negative_first,negative,return,8,9
27,1,Aileron_L,-0,43.8469145,45.0969145,negative_first,negative,return,9,9
28,1,Aileron_L,0,45.0969145,46.3469145,negative_first,positive,outbound,1,9
29,1,Aileron_L,0.25,46.3469145,47.5969145,negative_first,positive,outbound,2,9
30,1,Aileron_L,0.5,47.5969145,48.8469145,negative_first,positive,outbound,3,9
31,1,Aileron_L,0.75,48.8469145,50.0969145,negative_first,positive,outbound,4,9
32,1,Aileron_L,1,50.0969145,51.3469145,negative_first,positive,outbound,5,9
33,1,Aileron_L,0.75,51.3469145,52.5969145,negative_first,positive,return,6,9
34,1,Aileron_L,0.5,52.5969145,53.8469145,negative_first,positive,return,7,9
35,1,Aileron_L,0.25,53.8469145,55.0969145,negative_first,positive,return,8,9
36,1,Aileron_L,0,55.0969145,56.3469145,negative_first,positive,return,9,9
37,2,Aileron_R,0,56.3469145,57.5969145,positive_first,positive,outbound,1,9
38,2,Aileron_R,0.25,57.5969145,58.8469145,positive_first,positive,outbound,2,9
39,2,Aileron_R,0.5,58.8469145,60.0969145,positive_first,positive,outbound,3,9
40,2,Aileron_R,0.75,60.0969145,61.3469145,positive_first,positive,outbound,4,9
41,2,Aileron_R,1,61.3469145,62.5969145,positive_first,positive,outbound,5,9
42,2,Aileron_R,0.75,62.5969145,63.8469145,positive_first,positive,return,6,9
43,2,Aileron_R,0.5,63.8469145,65.0969145,positive_first,positive,return,7,9
44,2,Aileron_R,0.25,65.0969145,66.3469145,positive_first,positive,return,8,9
