chunk_index,status,row_start,row_stop,row_count,partition_path,manifest_path,byte_count,checksum_sha256,duration_s
0,complete,0,800,800,w3_survival_rows/c00000.csv.gz,chunk_manifests/w3_survival_rows/c00000.json,1758823,c56ecadb0b2cdeee8e21e34ca020805e3d7c428755b877ae31eeb1112f68b790,19.50172519683838
1,complete,800,1600,800,w3_survival_rows/c00001.csv.gz,chunk_manifests/w3_survival_rows/c00001.json,1805945,cee5cae406ee5feecd285cdf358a93334ba39c0f808ebd06d95b2d0449f8a1e2,19.762420892715454
2,complete,1600,2400,800,w3_survival_rows/c00002.csv.gz,chunk_manifests/w3_survival_rows/c00002.json,1882234,d81120e4b5032ce62d1ee0e68c0ab2a7c9259025c1a0e20dcf1d43c6620eba70,51.43860840797424
3,complete,2400,3200,800,w3_survival_rows/c00003.csv.gz,chunk_manifests/w3_survival_rows/c00003.json,1936010,76a108f15b2a4c2aa64e3d4e79859ae7f6c54b1b57cc3037ba38a5c9b2810546,51.736319065093994
4,complete,3200,4000,800,w3_survival_rows/c00004.csv.gz,chunk_manifests/w3_survival_rows/c00004.json,1940903,9f25fd66ceb5e80ee51c8a65ba4450ff2fc0d119727f3bda1dbbb893becbd3c1,123.47808909416199
5,complete,4000,4800,800,w3_survival_rows/c00005.csv.gz,chunk_manifests/w3_survival_rows/c00005.json,2073502,91917a42f9c52d8cb1cbf66c57eedc5832a1d8c23b6456faecc55f0196e9eca4,125.83569884300232
6,complete,4800,5600,800,w3_survival_rows/c00006.csv.gz,chunk_manifests/w3_survival_rows/c00006.json,2030148,ed9069d63c235a29c79752cf0f7e52218adb83dfd2f14fe23375173da83c5ba3,57.52539110183716
7,complete,5600,6400,800,w3_survival_rows/c00007.csv.gz,chunk_manifests/w3_survival_rows/c00007.json,2156731,f32c7104142bee8aa99bc69ce94281129ab7f156e1ede6ab3fdb75e74a946506,51.51694965362549
8,complete,6400,7200,800,w3_survival_rows/c00008.csv.gz,chunk_manifests/w3_survival_rows/c00008.json,2229159,05f9c9493e531bc410d6a5ad0b7c9f0423cae4a04b995cb79f2b31f498562fc8,123.65450096130371
9,complete,7200,8000,800,w3_survival_rows/c00009.csv.gz,chunk_manifests/w3_survival_rows/c00009.json,2299332,30e5824426ed366feae2a0bc6822e46e0c8ebab93954465d5fd6187dfe4964f4,128.31991457939148
10,complete,8000,8800,800,w3_survival_rows/c00010.csv.gz,chunk_manifests/w3_survival_rows/c00010.json,2100636,d4fd22fcf34d35df11bdee5814db8ad381d05653af1c73ad72df22a05cb967ec,31.014695167541504
