summary_axis,value,row_count
failure_label,controlled_xy_boundary_terminal,46355
failure_label,model_boundary_only,145964
failure_label,success,64460
failure_label,xy_boundary_terminal,21
outcome_class,accepted,64460
outcome_class,weak,192340
