primitive_id,entry_role,start_state_family,environment_mode,transition_entry_class,transition_exit_class,transition_pair,transition_failure_reason,row_count,transition_chain_compatible_count,hard_failure_count
energy_retaining_bank,transition_object,inflight_boundary_near,dry_air,boundary_near,boundary_near,boundary_near->boundary_near,exit_class_boundary_near_not_chain_compatible_for_entry_class_boundary_near_role_transition_object,396,0,0
energy_retaining_bank,transition_object,inflight_boundary_near,dry_air,boundary_near,inflight_stable,boundary_near->inflight_stable,,138,138,0
energy_retaining_bank,transition_object,inflight_boundary_near,dry_air,boundary_near,recoverable_degraded,boundary_near->recoverable_degraded,exit_class_recoverable_degraded_not_chain_compatible_for_entry_class_boundary_near_role_transition_object,60,0,0
energy_retaining_bank,transition_object,inflight_boundary_near,dry_air,boundary_near,safe_terminal,boundary_near->safe_terminal,,726,726,0
energy_retaining_bank,transition_object,inflight_boundary_near,w3_randomised_four,boundary_near,boundary_near,boundary_near->boundary_near,exit_class_boundary_near_not_chain_compatible_for_entry_class_boundary_near_role_transition_object,1980,0,0
energy_retaining_bank,transition_object,inflight_boundary_near,w3_randomised_four,boundary_near,inflight_stable,boundary_near->inflight_stable,,490,490,0
energy_retaining_bank,transition_object,inflight_boundary_near,w3_randomised_four,boundary_near,recoverable_degraded,boundary_near->recoverable_degraded,exit_class_recoverable_degraded_not_chain_compatible_for_entry_class_boundary_near_role_transition_object,500,0,0
energy_retaining_bank,transition_object,inflight_boundary_near,w3_randomised_four,boundary_near,safe_terminal,boundary_near->safe_terminal,,3630,3630,0
energy_retaining_bank,transition_object,inflight_boundary_near,w3_randomised_single,boundary_near,boundary_near,boundary_near->boundary_near,exit_class_boundary_near_not_chain_compatible_for_entry_class_boundary_near_role_transition_object,792,0,0
energy_retaining_bank,transition_object,inflight_boundary_near,w3_randomised_single,boundary_near,inflight_stable,boundary_near->inflight_stable,,276,276,0
energy_retaining_bank,transition_object,inflight_boundary_near,w3_randomised_single,boundary_near,recoverable_degraded,boundary_near->recoverable_degraded,exit_class_recoverable_degraded_not_chain_compatible_for_entry_class_boundary_near_role_transition_object,120,0,0
