primitive_variant_id,primitive_id,environment_mode,compatible_row_count,positive_continuation_count,transition_chain_compatible_count,episode_terminal_useful_count,hard_failure_count,minimum_wall_margin_min_m,energy_residual_mean_m,lift_dwell_mean_s
primvar_energy_retaining_bank_transition_object_0062ec016f2c,energy_retaining_bank,dry_air,20,20,20,0,0,0.2101778009236481,-0.021611599906516933,0.0
primvar_energy_retaining_bank_transition_object_0062ec016f2c,energy_retaining_bank,w3_randomised_four,100,74,74,0,0,0.2102592863929375,0.0005048712840317604,0.0716
primvar_energy_retaining_bank_transition_object_0062ec016f2c,energy_retaining_bank,w3_randomised_single,40,29,29,0,0,0.2091349111060845,-0.004113975624481377,0.0635
primvar_energy_retaining_bank_transition_object_015e5e25a8b3,energy_retaining_bank,dry_air,20,20,20,0,0,0.2106426032332269,-0.02156748429202596,0.0
primvar_energy_retaining_bank_transition_object_015e5e25a8b3,energy_retaining_bank,w3_randomised_four,100,80,80,0,0,0.2102189283738988,-0.000624036853240654,0.0724
primvar_energy_retaining_bank_transition_object_015e5e25a8b3,energy_retaining_bank,w3_randomised_single,40,26,26,0,0,0.2101115558474449,-0.003698076430211425,0.066
primvar_energy_retaining_bank_transition_object_021700d47d9b,energy_retaining_bank,dry_air,40,34,34,0,0,0.0042965023720533,-0.018190049552568525,0.0
primvar_energy_retaining_bank_transition_object_021700d47d9b,energy_retaining_bank,w3_randomised_four,200,160,160,0,0,0.0042965023720533,-0.003987619958223115,0.0513
primvar_energy_retaining_bank_transition_object_021700d47d9b,energy_retaining_bank,w3_randomised_single,80,64,64,0,0,0.0042965023720533,-0.008446754078522408,0.033
primvar_energy_retaining_bank_transition_object_037211691e6d,energy_retaining_bank,dry_air,20,6,6,0,0,0.4307605551752266,-0.0881772648770444,0.0
primvar_energy_retaining_bank_transition_object_037211691e6d,energy_retaining_bank,w3_randomised_four,100,22,22,0,0,0.4303062379482379,-0.0720731965724612,0.07600000000000001
primvar_energy_retaining_bank_transition_object_037211691e6d,energy_retaining_bank,w3_randomised_single,40,10,10,0,0,0.4307742100782242,-0.08272003857974483,0.0485
primvar_energy_retaining_bank_transition_object_04191f9f7a10,energy_retaining_bank,dry_air,40,34,34,11,0,-0.070194057374513,-0.027983549245424854,0.0
primvar_energy_retaining_bank_transition_object_04191f9f7a10,energy_retaining_bank,w3_randomised_four,200,139,139,55,0,-0.0705921992556408,-0.014035021259648044,0.0587
