time_s,u_norm_requested_delta_a_norm,u_norm_requested_delta_e_norm,u_norm_requested_delta_r_norm,u_norm_applied_delta_a_norm,u_norm_applied_delta_e_norm,u_norm_applied_delta_r_norm,delta_cmd_rad_delta_a_cmd,delta_cmd_rad_delta_e_cmd,delta_cmd_rad_delta_r_cmd
0.0,0.0,-0.12,0.0,0.0,-0.12,0.0,0.0,-0.06283185307179585,0.0
0.02,0.0,-0.1092612433656041,0.0,0.0,-0.1092612433656041,0.0,0.0,-0.05720905324657806,0.0
0.04,0.0,-0.09948349418164804,0.0,0.0,-0.09948349418164804,0.0,0.0,-0.0520894357457514,0.0
0.06,0.0,-0.09058075223868088,0.0,0.0,-0.09058075223868088,0.0,0.0,-0.04742797096494618,0.0
0.08,0.0,-0.08247471345491666,0.0,0.0,-0.08247471345491666,0.0,0.0,-0.04318365898281491,0.0
0.1,0.0,-0.07509408115255094,0.0,0.0,-0.07509408115255094,0.0,0.0,-0.03931916894615496,0.0
0.12,0.0,-0.06837393896771075,0.0,0.0,-0.06837393896771075,0.0,0.0,-0.03580051072632617,0.0
0.14,0.0,-0.06225517987846672,0.0,0.0,-0.06225517987846672,0.0,0.0,-0.03259673595901703,0.0
0.16,0.0,-0.056683986328921764,0.0,0.0,-0.056683986328921764,0.0,0.0,-0.029679665837854145,0.0
0.18,0.0,-0.05161135687680747,0.0,0.0,-0.05161135687680747,0.0,0.0,-0.027023643267663232,0.0
0.2,0.0,-0.046992675201215875,0.0,0.0,-0.046992675201215875,0.0,0.0,-0.024605307197445175,0.0
0.22,0.0,-0.042787317679673635,0.0,0.0,-0.042787317679673635,0.0,0.0,-0.022403387148212564,0.0
0.24,0.0,-0.03895829608300197,0.0,0.0,-0.03895829608300197,0.0,0.0,-0.020398516128455835,0.0
0.26,0.0,-0.03547193224528449,0.0,0.0,-0.03547193224528449,0.0,0.0,-0.01857306029173678,0.0
0.28,0.0,-0.03229756184750206,0.0,0.0,-0.03229756184750206,0.0,0.0,-0.01691096383816241,0.0
0.3,0.0,-0.029407264709463105,0.0,0.0,-0.029407264709463105,0.0,0.0,-0.015397607795569946,0.0
0.32,0.0,-0.02677561921781158,0.0,0.0,-0.02677561921781158,0.0,0.0,-0.014019681438332423,0.0
0.34,0.0,-0.024379478730183805,0.0,0.0,-0.024379478730183805,0.0,0.0,-0.01276506521284901,0.0
0.36,0.0,-0.022197767988876512,0.0,0.0,-0.022197767988876512,0.0,0.0,-0.011622724139990855,0.0
0.38,0.0,-0.02021129775338211,0.0,0.0,-0.02021129775338211,0.0,0.0,-0.010582610756923521,0.0
0.4,0.0,-0.018402596021391417,0.0,0.0,-0.018402596021391417,0.0,0.0,-0.009635576744630671,0.0
0.42,0.0,-0.016755754353767877,0.0,0.0,-0.016755754353767877,0.0,0.0,-0.008773292463858726,0.0
0.44,0.0,-0.01525628795184427,0.0,0.0,-0.01525628795184427,0.0,0.0,-0.007988173691760738,0.0
0.46,0.0,-0.013891008256351586,0.0,0.0,-0.013891008256351586,0.0,0.0,-0.007273314914851551,0.0
0.48,0.0,-0.01264790694742372,0.0,0.0,-0.01264790694742372,0.0,0.0,-0.006622428591552278,0.0
0.5,0.0,-0.011516050325399816,0.0,0.0,-0.011516050325399816,0.0,0.0,-0.006029789850107735,0.0
0.52,0.0,-0.010485483143450446,0.0,0.0,-0.010485483143450446,0.0,0.0,-0.005490186135467256,0.0
0.54,0.0,-0.009547141046187322,0.0,0.0,-0.009547141046187322,0.0,0.0,-0.004998871362247944,0.0
0.56,0.0,-0.008692770844110171,0.0,0.0,-0.008692770844110171,0.0,0.0,-0.004551524170532677,0.0
0.58,0.0,-0.007914857922664584,0.0,0.0,-0.007914857922664584,0.0,0.0,-0.004144209917341672,0.0
0.6,0.0,-0.007206560147436953,0.0,0.0,-0.007206560147436953,0.0,0.0,-0.003773346069473485,0.0
0.62,0.0,-0.006561647684149772,0.0,0.0,-0.006561647684149772,0.0,0.0,-0.003435670693328234,0.0
0.64,0.0,-0.005974448204143673,0.0,0.0,-0.005974448204143673,0.0,0.0,-0.0031282137645650826,0.0
