run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,duration_s,termination_reason,success,failure_class,heading_change_deg,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative
s7_four_annular_gp_control_reference_seed1,s7_four_annular_gp_control_reference,nominal_glide,nominal_glide,1,four_annular_gp_grid,panel,,nominal,0.111,0.101000:0.121000,0.2,,True,none,2.287045434203175,0.06116586700707538,5.734163513853555,14.059039961444812,0.1140176333741135,3.7887690013686157,1.1414853579100095,0.09090909090909091,0.15151515151515152,,True,,0,0,03_Control/05_Results/flight_case_results/updraft_four_fan_annular_gp_glide_seed_001/analysis_data/control_reference_rollout.csv,nominal_glide,3.7887690013686157,True,03_Control/05_Results/flight_case_results/updraft_four_fan_annular_gp_glide_seed_001/analysis_data/control_reference_rollout.csv
