run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,duration_s,termination_reason,success,failure_class,primitive_family,candidate_id,is_full_turn_claim,target_heading_deg,heading_target_deg,heading_change_deg,actual_heading_change_deg,heading_error_deg,forward_travel_m,turn_volume_proxy_m2,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,time_at_full_travel_s,saturation_fraction,tracking_error_rms,exit_recoverable,fixed_start_success,feasibility_label,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative,candidate_table_path
s9_agile_reversal_left_target_120_no_wind_seed3,s9_agile_reversal_left_target_120_no_wind,agile_brake_roll_yaw_recovery_target_120_120_a,agile_brake_roll_yaw_recovery_target_120_120_a,3,none,panel,none,nominal,0.108,0.098000:0.118000,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,0.0,governor_rejected,False,governor,brake_roll_yaw_recovery,120_a,False,120.0,120.0,0.0,0.0,120.0,0.0,0.0,0.0,6.5,3.053834490775539,0.0,0.0,0.25,0.0,0.0,0.0,,False,False,physically_infeasible_candidate,no safe rollout candidate and no recovery fallback,1,1,03_Control/05_Results/03_primitives/07_agile_feasibility_boundary/001/replay_a/logs/120_s003.csv,agile_brake_roll_yaw_recovery_target_120_120_a,0.0,True,03_Control/05_Results/03_primitives/07_agile_feasibility_boundary/001/replay_a/logs/120_s003.csv,metrics/120_s003_governor_candidates.csv
