environment_block_id,library_size_case_id,policy_id,history_length,launch_speed_bin_id,source_validation_run_count,source_validation_run_labels,launch_count,launch_speed_bin_min_m_s,launch_speed_bin_max_m_s,launch_speed_bin_label,start_energy_feasibility_threshold_m_s,start_energy_group_basis,mission_success_count,mission_success_rate,safe_success_count,safe_success_rate,full_safe_success_count,full_safe_success_rate,front_wall_terminal_success_count,front_wall_terminal_success_rate,wrong_wall_exit_count,wrong_wall_exit_rate,expected_low_energy_dry_air_sink_count,expected_low_energy_dry_air_sink_rate,claim_bearing_episode_count,claim_bearing_episode_rate,no_viable_primitive_count,no_viable_primitive_rate,hard_failure_count,hard_failure_rate,floor_or_ceiling_violation_count,floor_or_ceiling_violation_rate,physical_hard_failure_count,physical_hard_failure_rate,physical_floor_or_ceiling_violation_count,physical_floor_or_ceiling_violation_rate,terminal_useful_count,terminal_useful_rate,lift_capture_count,lift_capture_rate,memory_changed_selection_count,memory_changed_selection_rate,exploration_changed_selection_count,exploration_changed_selection_rate,mean_initial_launch_speed_m_s,min_initial_launch_speed_m_s,max_initial_launch_speed_m_s,mean_launch_score,median_launch_score,mean_episode_flight_time_s,mean_lift_dwell_time_s,mean_terminal_specific_energy_m,mean_terminal_specific_energy_reserve_m,mean_terminal_specific_energy_bonus,mean_positive_specific_energy_gain_m,mean_updraft_specific_energy_gain_proxy_m,mean_net_specific_energy_delta_m,mean_gross_specific_energy_loss_m
r11_l0_dry_air_fixed,heavy_cluster,open_loop_zero_command_baseline,0,v0_ge_7_0_m_s,9,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8;E03.9,59,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,43,0.7288135593220338,49,0.8305084745762712,0,0.0,43,0.7288135593220338,6,0.1016949152542373,0,0.0,0,0.0,4,0.06779661016949153,6,0.1016949152542373,6,0.1016949152542373,6,0.1016949152542373,6,0.1016949152542373,49,0.8305084745762712,0,0.0,0,0.0,0,0.0,7.56344901729529,7.025729538848876,8.113857356532092,69.41924290191281,120.0,0.8722033898305084,0.0,3.0209944355735594,2.620994435573559,14.503988664624675,0.0,0.0,-1.466998095637753,1.466998095637753
r11_l1_single_fan_fixed_nominal,heavy_cluster,open_loop_zero_command_baseline,0,v0_ge_7_0_m_s,9,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8;E03.9,59,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,47,0.7966101694915254,55,0.9322033898305084,0,0.0,47,0.7966101694915254,8,0.13559322033898305,0,0.0,0,0.0,0,0.0,4,0.06779661016949153,4,0.06779661016949153,4,0.06779661016949153,4,0.06779661016949153,55,0.9322033898305084,59,1.0,0,0.0,0,0.0,7.563449017295288,7.025729538848876,8.113857356532092,89.29827715663038,128.0664681236234,0.9264406779661015,0.37728813559322033,3.159608676880704,2.759608676880705,15.932203389830509,0.0,0.31109903880765505,-1.3283838543306072,1.3283838543306072
r11_l1_single_fan_fixed_nominal,heavy_cluster,open_loop_zero_command_baseline,0,v0_6_0_to_7_0_m_s,9,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8;E03.9,41,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,31,0.7560975609756098,39,0.9512195121951219,0,0.0,31,0.7560975609756098,8,0.1951219512195122,0,0.0,0,0.0,0,0.0,2,0.04878048780487805,2,0.04878048780487805,2,0.04878048780487805,2,0.04878048780487805,39,0.9512195121951219,40,0.975609756097561,0,0.0,0,0.0,6.4711184118998,6.028526570094748,6.979864483039106,84.57998009801578,131.22031981231785,1.0902439024390242,0.43902439024390244,2.4687638332122273,2.068763833212228,14.38756887532469,8.887477876814634e-06,0.3898520047054985,-1.2304911831598053,1.230500070637682
r11_l0_dry_air_fixed,heavy_cluster,open_loop_zero_command_baseline,0,v0_5_0_to_6_0_m_s,9,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8;E03.9,45,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,7,0.15555555555555556,12,0.26666666666666666,0,0.0,7,0.15555555555555556,5,0.1111111111111111,0,0.0,0,0.0,5,0.1111111111111111,28,0.6222222222222222,28,0.6222222222222222,28,0.6222222222222222,28,0.6222222222222222,12,0.26666666666666666,0,0.0,0,0.0,0,0.0,5.53377759140106,5.074888455000787,5.964701744631371,-54.482766744684554,-100.0,1.1297777777777778,0.0,1.7177109770760268,1.3177109770760271,2.183899921982124,0.0,0.0,-1.3945250082247616,1.3945250082247616
r11_l0_dry_air_fixed,heavy_cluster,open_loop_zero_command_baseline,0,v0_4_0_to_5_0_m_s,9,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8;E03.9,35,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28,0.8,0,0.0,7,0.2,0,0.0,0,0.0,28,0.8,28,0.8,0,0.0,0,0.0,0,0.0,0,0.0,4.571277502104624,4.1060983395932,4.97813780681254,-8.0,0.0,1.0445714285714285,0.0,1.4278101982324425,1.0278101982324426,0.0,0.0,0.0,-1.2376686733258246,1.2376686733258246
r11_l0_dry_air_fixed,heavy_cluster,open_loop_zero_command_baseline,0,v0_6_0_to_7_0_m_s,9,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8;E03.9,41,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,26,0.6341463414634146,32,0.7804878048780488,0,0.0,26,0.6341463414634146,6,0.14634146341463414,0,0.0,0,0.0,3,0.07317073170731707,6,0.14634146341463414,6,0.14634146341463414,6,0.14634146341463414,6,0.14634146341463414,32,0.7804878048780488,0,0.0,0,0.0,0,0.0,6.4711184118998,6.028526570094748,6.979864483039106,50.176791080684225,117.51040393374149,1.0263414634146342,0.0,2.3119248399595334,1.9119248399595332,11.640205714830559,0.0,0.0,-1.3873301764124994,1.3873301764124994
r11_l1_single_fan_fixed_nominal,heavy_cluster,open_loop_zero_command_baseline,0,v0_5_0_to_6_0_m_s,9,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8;E03.9,45,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,19,0.4222222222222222,25,0.5555555555555556,0,0.0,19,0.4222222222222222,6,0.13333333333333333,0,0.0,0,0.0,4,0.08888888888888889,16,0.35555555555555557,16,0.35555555555555557,16,0.35555555555555557,16,0.35555555555555557,25,0.5555555555555556,44,0.9777777777777777,0,0.0,0,0.0,5.533777591401059,5.074888455000787,5.964701744631371,9.090494267524157,-40.0,1.3128888888888892,0.6613333333333333,1.6321050531335208,1.2321050531335214,6.523539629953925,0.00043728554778668443,0.6145154365853376,-1.4801309321672675,1.4805682177150543
r11_l2_four_fan_fixed_nominal,heavy_cluster,open_loop_zero_command_baseline,0,v0_ge_7_0_m_s,9,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8;E03.9,59,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,43,0.7288135593220338,54,0.9152542372881356,0,0.0,43,0.7288135593220338,14,0.23728813559322035,0,0.0,0,0.0,1,0.01694915254237288,4,0.06779661016949153,1,0.01694915254237288,4,0.06779661016949153,1,0.01694915254237288,54,0.9152542372881356,59,1.0,0,0.0,0,0.0,7.56344901729529,7.025729538848876,8.113857356532092,84.88460917391313,136.12176621669255,1.0494915254237287,1.0274576271186442,3.2697092519679463,2.869709251967946,14.576271186440678,0.0,0.7274423488316086,-1.2182832792433658,1.2182832792433658
r11_l1_single_fan_fixed_nominal,heavy_cluster,open_loop_zero_command_baseline,0,v0_4_0_to_5_0_m_s,9,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8;E03.9,35,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32,0.9142857142857143,0,0.0,3,0.08571428571428572,0,0.0,0,0.0,32,0.9142857142857143,32,0.9142857142857143,0,0.0,34,0.9714285714285714,0,0.0,0,0.0,4.571277502104625,4.1060983395932,4.97813780681254,-3.4285714285714284,0.0,1.3731428571428572,0.7897142857142857,1.1342373646542883,0.7342373646542879,0.0,0.0018251251436575459,0.8387982222631826,-1.5312415069039793,1.5330666320476367
r11_l2_four_fan_fixed_nominal,heavy_cluster,open_loop_zero_command_baseline,0,v0_6_0_to_7_0_m_s,9,E03.1;E03.2;E03.3;E03.4;E03.5;E03.6;E03.7;E03.8;E03.9,41,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,32,0.7804878048780488,39,0.9512195121951219,0,0.0,32,0.7804878048780488,9,0.21951219512195122,0,0.0,0,0.0,0,0.0,2,0.04878048780487805,0,0.0,2,0.04878048780487805,0,0.0,39,0.9512195121951219,41,1.0,0,0.0,0,0.0,6.4711184118998,6.028526570094748,6.979864483039106,97.274585160488,138.83772362770654,1.1760975609756097,1.1473170731707316,2.602353740601697,2.202353740601697,15.379023612037733,0.0,0.814545919463207,-1.096901275770336,1.096901275770336
