surface_index,surface_name,valid_event_count,rejected_event_count,median_t10_ms,p95_t10_ms,median_t50_ms,p95_t50_ms,median_t90_ms,p95_t90_ms,min_t50_ms,max_t50_ms,tau_min_s,tau_nom_s,tau_max_s,tau_min_conservative_s,tau_max_conservative_s
0,all,160,0,72.6488213476166,97.4334563143131,105.616013646522,123.788822946162,129.159161539562,179.334067050651,59.4786951888295,149.72355281931,0.0820712739833809,0.105616013646522,0.123788822946162,0.0594786951888295,0.14972355281931
1,Aileron_L,40,0,75.133481251827,95.4301379150237,103.116118267836,115.848377211613,127.873212644662,144.082813792748,82.4942675139511,124.586660339265,0.0839560208521775,0.103116118267836,0.115848377211613,0.0824942675139511,0.124586660339265
2,Aileron_R,40,0,74.6967325044849,112.083571651317,111.366365753833,133.128014149104,131.197612886291,153.858654196197,84.1233527469711,149.72355281931,0.0918099507691199,0.111366365753833,0.133128014149104,0.0841233527469711,0.14972355281931
3,Rudder,40,0,57.5723436991638,84.8730295447098,98.248819333925,121.95146682496,122.58208290563,269.473206369691,59.4786951888295,127.676239598856,0.0617291811108167,0.098248819333925,0.12195146682496,0.0594786951888295,0.127676239598856
4,Elevator,40,0,82.060860592847,98.0033418034765,108.146704519584,123.325575903914,130.111029432634,203.560219368121,90.4447134606983,131.958396617158,0.0911323504559292,0.108146704519584,0.123325575903914,0.0904447134606983,0.131958396617158
