diagnostic_version,environment_block_id,library_size_case_id,policy_id,paired_case_count,neutral_mission_success_rate,controlled_mission_success_rate,mission_success_delta_control_minus_neutral,neutral_safe_geometric_rate,controlled_safe_success_rate,safe_success_delta_control_minus_neutral,neutral_wrong_wall_exit_rate,controlled_wrong_wall_exit_rate,neutral_floor_or_ceiling_rate,controlled_floor_or_ceiling_rate,neutral_mean_score,controlled_mean_launch_score,score_delta_control_minus_neutral,neutral_mean_terminal_specific_energy_m,controlled_mean_terminal_specific_energy_m
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,no_memory_baseline,20,0.4,0.55,0.15000000000000002,0.45,0.6,0.14999999999999997,0.05,0.05,0.55,0.15,0.9192219393692852,41.48337772005297,40.564155780683684,2.3178529941404253,2.3249338855656085
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h10,20,0.4,0.55,0.15000000000000002,0.45,0.6,0.14999999999999997,0.05,0.05,0.55,0.15,0.9192219393692852,41.48337772005297,40.564155780683684,2.3178529941404253,2.324829368276475
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h3,20,0.4,0.55,0.15000000000000002,0.45,0.6,0.14999999999999997,0.05,0.05,0.55,0.15,0.9192219393692838,41.48337772005297,40.564155780683684,2.3178529941404253,2.324829368276475
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h30,20,0.4,0.55,0.15000000000000002,0.45,0.6,0.14999999999999997,0.05,0.05,0.55,0.15,0.9192219393692852,41.48337772005297,40.564155780683684,2.3178529941404253,2.324829368276475
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,no_memory_baseline,20,0.65,0.75,0.09999999999999998,0.75,0.8,0.050000000000000044,0.1,0.05,0.25,0.05,51.9519534818337,85.70531362949498,33.75336014766128,2.3543998436085785,2.4146669616233636
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,20,0.65,0.75,0.09999999999999998,0.75,0.8,0.050000000000000044,0.1,0.05,0.25,0.05,51.9519534818337,85.70525143563582,33.75329795380212,2.3543998436085785,2.4144593929560605
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h3,20,0.65,0.75,0.09999999999999998,0.75,0.8,0.050000000000000044,0.1,0.05,0.25,0.05,51.9519534818337,85.70525143563582,33.75329795380212,2.3543998436085785,2.4144593929560605
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h30,20,0.65,0.75,0.09999999999999998,0.75,0.8,0.050000000000000044,0.1,0.05,0.25,0.05,51.9519534818337,85.70525143563582,33.75329795380212,2.3543998436085785,2.4144593929560605
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l2_four_fan_fixed_nominal,balanced_cluster,no_memory_baseline,20,0.7,0.8,0.10000000000000009,0.9,0.9,0.0,0.2,0.1,0.1,0.0,65.53004001887076,108.29216938394318,42.76212936507241,2.558383061448801,2.6466773302419075
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l2_four_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,20,0.7,0.8,0.10000000000000009,0.9,0.9,0.0,0.2,0.1,0.1,0.0,65.53004001887076,108.31652798217166,42.7864879633009,2.5583830614488012,2.6441775192603916
