chunk_index,status,row_start,row_stop,row_count,partition_path,manifest_path,byte_count,checksum_sha256,duration_s
0,complete,0,800,800,w2_survival_rows/c00000.csv.gz,chunk_manifests/w2_survival_rows/c00000.json,947364,c1c34b409e7f0d53892ad2c3e5a6328d55fafd915a4ced82462d2e2d606c006e,16.950737476348877
1,complete,800,1600,800,w2_survival_rows/c00001.csv.gz,chunk_manifests/w2_survival_rows/c00001.json,951811,815bb1e6d83e5ac0f79f4bdf2218a9834e94ca7976b5712f45d85915e3dcb2a3,17.08640956878662
2,complete,1600,2400,800,w2_survival_rows/c00002.csv.gz,chunk_manifests/w2_survival_rows/c00002.json,944035,eb38a55be24ec2c8f1d57e703e022a7c046e1c793a55360dfa32164e9b63b614,17.13294219970703
3,complete,2400,3200,800,w2_survival_rows/c00003.csv.gz,chunk_manifests/w2_survival_rows/c00003.json,953533,0da20b9f3559246e765ead9f278ab5b5b636895baab5718ae29e49307b702516,17.163479328155518
4,complete,3200,4000,800,w2_survival_rows/c00004.csv.gz,chunk_manifests/w2_survival_rows/c00004.json,950460,76c2e86eaff09c9b4177d6d5918a518674dafdc7f4dbdfadaed754841ac50fe9,16.994232654571533
5,complete,4000,4800,800,w2_survival_rows/c00005.csv.gz,chunk_manifests/w2_survival_rows/c00005.json,1014407,e5de0b51e1a3cd1be398be56a3fa62a196058d685624d97c20b0ee1309dc0a52,17.160485982894897
6,complete,4800,5600,800,w2_survival_rows/c00006.csv.gz,chunk_manifests/w2_survival_rows/c00006.json,1026038,889b14fdd6424d19c2246f25ab755d9bb9a7855a8a13f992a6f3f3a8bad58759,17.151960134506226
7,complete,5600,6400,800,w2_survival_rows/c00007.csv.gz,chunk_manifests/w2_survival_rows/c00007.json,1018705,e5af613da8f68a29136cdd22c93ab1f30ddcf6de26afd92ce75e61e015ed8e41,17.156957864761353
8,complete,6400,7200,800,w2_survival_rows/c00008.csv.gz,chunk_manifests/w2_survival_rows/c00008.json,1023621,ee75a7f862ce9ae5614c30c09dc4b9d8ad4fea33d52d8c2f5aa7488c4d133be4,4.151261568069458
9,complete,7200,8000,800,w2_survival_rows/c00009.csv.gz,chunk_manifests/w2_survival_rows/c00009.json,1016789,6932568f25d758b4b6e4424a6550800f64853dec3ee0c521873272a2b3865fe9,4.170413970947266
10,complete,8000,8800,800,w2_survival_rows/c00010.csv.gz,chunk_manifests/w2_survival_rows/c00010.json,1027561,330a7aaec8ac388f71340e615e858ea1483129240b8c9a64f63682db5167e070,4.134347438812256
11,complete,8800,9600,800,w2_survival_rows/c00011.csv.gz,chunk_manifests/w2_survival_rows/c00011.json,1021934,5edccfb25249eaf7750176ab24362a662a27d4b78e3e85268df3dad14f557035,4.107350826263428
12,complete,9600,10400,800,w2_survival_rows/c00012.csv.gz,chunk_manifests/w2_survival_rows/c00012.json,1003366,8c45dcf45d99171db77213ba5cd7376dc093056a8362fac8421ef59283e93a98,4.108730792999268
