run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,duration_s,termination_reason,success,failure_class,heading_change_deg,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative
s4_full_recovery_no_wind_control_reference_seed1,s4_full_recovery_no_wind_control_reference,recovery,recovery,1,none,panel,none,nominal,0.111,0.101000:0.121000,0.85,,True,none,2.8944927805726595,-0.510129976891323,6.4420137304840015,3.2847463324723205,1.490868777874515,12.000000000000002,0.19259277839864364,0.0,0.0,,True,,0,0,03_Control/05_Results/flight_case_results/primitive_recovery_no_wind_seed_001/analysis_data/control_reference_rollout.csv,recovery,12.000000000000002,True,03_Control/05_Results/flight_case_results/primitive_recovery_no_wind_seed_001/analysis_data/control_reference_rollout.csv
