diagnostic_version,environment_block_id,library_size_case_id,policy_id,paired_case_count,neutral_mission_success_rate,controlled_mission_success_rate,mission_success_delta_control_minus_neutral,neutral_safe_geometric_rate,controlled_safe_success_rate,safe_success_delta_control_minus_neutral,neutral_wrong_wall_exit_rate,controlled_wrong_wall_exit_rate,neutral_floor_or_ceiling_rate,controlled_floor_or_ceiling_rate,neutral_mean_score,controlled_mean_launch_score,score_delta_control_minus_neutral,neutral_mean_terminal_specific_energy_m,controlled_mean_terminal_specific_energy_m
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,no_memory_baseline,20,0.5,0.6,0.09999999999999998,0.65,0.65,0.0,0.15,0.05,0.35,0.0,23.954373257447827,61.07971853171885,37.12534527427102,2.2543489408293054,2.302522948936128
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h10,20,0.5,0.6,0.09999999999999998,0.65,0.65,0.0,0.15,0.05,0.35,0.0,23.954373257447827,61.07971853171885,37.12534527427102,2.2543489408293054,2.302522948936128
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h3,20,0.5,0.6,0.09999999999999998,0.65,0.65,0.0,0.15,0.05,0.35,0.0,23.954373257447827,61.07971853171885,37.12534527427102,2.2543489408293054,2.302522948936128
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h30,20,0.5,0.6,0.09999999999999998,0.65,0.65,0.0,0.15,0.05,0.35,0.0,23.954373257447827,61.079718531718854,37.12534527427103,2.2543489408293054,2.3025229489361285
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,no_memory_baseline,20,0.5,0.7,0.19999999999999996,0.7,0.75,0.050000000000000044,0.2,0.05,0.3,0.0,25.71960686071343,84.38806762286465,58.66846076215123,2.2827260243663585,2.4037250832499284
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,20,0.5,0.7,0.19999999999999996,0.7,0.75,0.050000000000000044,0.2,0.05,0.3,0.0,25.71960686071343,84.38806762286465,58.66846076215123,2.282726024366358,2.4037250832499284
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h3,20,0.5,0.7,0.19999999999999996,0.7,0.75,0.050000000000000044,0.2,0.05,0.3,0.0,25.71960686071343,84.38806762286467,58.66846076215124,2.282726024366359,2.4037250832499284
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h30,20,0.5,0.7,0.19999999999999996,0.7,0.75,0.050000000000000044,0.2,0.05,0.3,0.0,25.71960686071343,84.38806762286467,58.66846076215124,2.282726024366358,2.4037250832499284
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l2_four_fan_fixed_nominal,balanced_cluster,no_memory_baseline,20,0.65,0.85,0.19999999999999996,0.9,0.9,0.0,0.25,0.1,0.1,0.0,55.983564139950104,112.48655240960977,56.50298826965967,2.4452235799722057,2.6084803747684697
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l2_four_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,20,0.65,0.85,0.19999999999999996,0.9,0.9,0.0,0.25,0.1,0.1,0.0,55.983564139950104,112.48508348529722,56.50151934534712,2.4452235799722053,2.609516839251306
