event_id,surface_index,surface_name,command_level_norm,scheduled_start_s,scheduled_end_s,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count
1,1,Aileron_L,0,11.2098998,13.2098998,positive_first,positive,outbound,1,11
2,1,Aileron_L,0.2,13.2098998,15.2098998,positive_first,positive,outbound,2,11
3,1,Aileron_L,0.4,15.2098998,17.2098998,positive_first,positive,outbound,3,11
4,1,Aileron_L,0.6,17.2098998,19.2098998,positive_first,positive,outbound,4,11
5,1,Aileron_L,0.8,19.2098998,21.2098998,positive_first,positive,outbound,5,11
6,1,Aileron_L,1,21.2098998,23.2098998,positive_first,positive,outbound,6,11
7,1,Aileron_L,0.8,23.2098998,25.2098998,positive_first,positive,return,7,11
8,1,Aileron_L,0.6,25.2098998,27.2098998,positive_first,positive,return,8,11
9,1,Aileron_L,0.4,27.2098998,29.2098998,positive_first,positive,return,9,11
10,1,Aileron_L,0.2,29.2098998,31.2098998,positive_first,positive,return,10,11
11,1,Aileron_L,0,31.2098998,33.2098998,positive_first,positive,return,11,11
12,1,Aileron_L,-0,33.2098998,35.2098998,positive_first,negative,outbound,1,11
13,1,Aileron_L,-0.2,35.2098998,37.2098998,positive_first,negative,outbound,2,11
14,1,Aileron_L,-0.4,37.2098998,39.2098998,positive_first,negative,outbound,3,11
15,1,Aileron_L,-0.6,39.2098998,41.2098998,positive_first,negative,outbound,4,11
16,1,Aileron_L,-0.8,41.2098998,43.2098998,positive_first,negative,outbound,5,11
17,1,Aileron_L,-1,43.2098998,45.2098998,positive_first,negative,outbound,6,11
18,1,Aileron_L,-0.8,45.2098998,47.2098998,positive_first,negative,return,7,11
19,1,Aileron_L,-0.6,47.2098998,49.2098998,positive_first,negative,return,8,11
20,1,Aileron_L,-0.4,49.2098998,51.2098998,positive_first,negative,return,9,11
21,1,Aileron_L,-0.2,51.2098998,53.2098998,positive_first,negative,return,10,11
22,1,Aileron_L,-0,53.2098998,55.2098998,positive_first,negative,return,11,11
23,1,Aileron_L,-0,55.2098998,57.2098998,negative_first,negative,outbound,1,11
24,1,Aileron_L,-0.2,57.2098998,59.2098998,negative_first,negative,outbound,2,11
25,1,Aileron_L,-0.4,59.2098998,61.2098998,negative_first,negative,outbound,3,11
26,1,Aileron_L,-0.6,61.2098998,63.2098998,negative_first,negative,outbound,4,11
27,1,Aileron_L,-0.8,63.2098998,65.2098998,negative_first,negative,outbound,5,11
28,1,Aileron_L,-1,65.2098998,67.2098998,negative_first,negative,outbound,6,11
29,1,Aileron_L,-0.8,67.2098998,69.2098998,negative_first,negative,return,7,11
30,1,Aileron_L,-0.6,69.2098998,71.2098998,negative_first,negative,return,8,11
