t_read_host_s,line_text
0.1604946,"HELLO_EVENT,Nano33IoT_Command_Path_V1,1000000,1220829003"
0.929367,"RX_EVENT,0,0,1221591116,32768,32768,32768,32768"
0.929367,"OK_EVENT,SET_NEUTRAL"
0.929367,"COMMIT_EVENT,0,0,1221591116,1221600962,705184,1500,1500,1500,1500,1500,1500,1500,1500"
6.2423461,"RX_EVENT,0,0,1226907912,32768,32768,32768,32768"
6.2563968,"RX_EVENT,1,0,1226920593,32768,32768,32768,32768"
6.2563968,"COMMIT_EVENT,1,0,1226920593,1226920961,705450,1500,1500,1500,1500,1500,1500,1500,1500"
6.284351,"RX_EVENT,2,0,1226934741,32768,32768,32768,32768"
6.284351,"COMMIT_EVENT,2,0,1226934741,1226940961,705451,1500,1500,1500,1500,1500,1500,1500,1500"
6.3125786,"RX_EVENT,3,0,1226963031,32768,32768,32768,32768"
6.3125786,"RX_EVENT,4,0,1226975888,32768,32768,32768,32768"
6.3260649,"COMMIT_EVENT,4,0,1226975888,1226980961,705453,1500,1500,1500,1500,1500,1500,1500,1500"
6.3260649,"RX_EVENT,5,0,1226990942,32768,32768,32768,32768"
6.3384377,"COMMIT_EVENT,5,0,1226990942,1227000962,705454,1500,1500,1500,1500,1500,1500,1500,1500"
6.3513956,"RX_EVENT,6,0,1227016748,32768,32768,32768,32768"
6.3513956,"COMMIT_EVENT,6,0,1227016748,1227020961,705455,1500,1500,1500,1500,1500,1500,1500,1500"
6.3662171,"RX_EVENT,7,0,1227029805,32768,32768,32768,32768"
6.3912119,"COMMIT_EVENT,7,0,1227029805,1227040961,705456,1500,1500,1500,1500,1500,1500,1500,1500"
6.4042102,"RX_EVENT,8,0,1227055970,32768,32768,32768,32768"
6.4042102,"COMMIT_EVENT,8,0,1227055970,1227060961,705457,1500,1500,1500,1500,1500,1500,1500,1500"
6.4042102,"RX_EVENT,9,0,1227069512,32768,32768,32768,32768"
6.4188574,"COMMIT_EVENT,9,0,1227069512,1227080961,705458,1500,1500,1500,1500,1500,1500,1500,1500"
6.4324335,"RX_EVENT,10,0,1227097258,32768,32768,32768,32768"
6.4476302,"COMMIT_EVENT,10,0,1227097258,1227100961,705459,1500,1500,1500,1500,1500,1500,1500,1500"
6.4476302,"RX_EVENT,11,0,1227110734,32768,32768,32768,32768"
6.4596011,"COMMIT_EVENT,11,0,1227110734,1227120961,705460,1500,1500,1500,1500,1500,1500,1500,1500"
6.48307,"RX_EVENT,12,0,1227137929,32768,32768,32768,32768"
6.48307,"COMMIT_EVENT,12,0,1227137929,1227140961,705461,1500,1500,1500,1500,1500,1500,1500,1500"
6.4935188,"RX_EVENT,13,0,1227149653,32768,32768,32768,32768"
6.4935188,"COMMIT_EVENT,13,0,1227149653,1227160961,705462,1500,1500,1500,1500,1500,1500,1500,1500"
6.5064661,"RX_EVENT,14,0,1227171838,32768,32768,32768,32768"
6.5308011,"COMMIT_EVENT,14,0,1227171838,1227180961,705463,1500,1500,1500,1500,1500,1500,1500,1500"
6.5452304,"RX_EVENT,15,0,1227195771,32768,32768,32768,32768"
6.5452304,"COMMIT_EVENT,15,0,1227195771,1227200961,705464,1500,1500,1500,1500,1500,1500,1500,1500"
6.5452304,"RX_EVENT,16,0,1227209117,32768,32768,32768,32768"
6.5578619,"COMMIT_EVENT,16,0,1227209117,1227220961,705465,1500,1500,1500,1500,1500,1500,1500,1500"
6.5702868,"RX_EVENT,17,0,1227236145,32768,32768,32768,32768"
6.5702868,"COMMIT_EVENT,17,0,1227236145,1227240961,705466,1500,1500,1500,1500,1500,1500,1500,1500"
6.5926949,"RX_EVENT,18,0,1227248571,32768,32768,32768,32768"
6.6058508,"COMMIT_EVENT,18,0,1227248571,1227260961,705467,1500,1500,1500,1500,1500,1500,1500,1500"
6.6058508,"RX_EVENT,19,0,1227270961,32768,32768,32768,32768"
6.6169422,"COMMIT_EVENT,19,0,1227270961,1227280961,705468,1500,1500,1500,1500,1500,1500,1500,1500"
6.6302085,"RX_EVENT,20,0,1227295251,32768,32768,32768,32768"
6.6302085,"COMMIT_EVENT,20,0,1227295251,1227300961,705469,1500,1500,1500,1500,1500,1500,1500,1500"
6.6525282,"RX_EVENT,21,0,1227308575,32768,32768,32768,32768"
6.6640773,"COMMIT_EVENT,21,0,1227308575,1227320961,705470,1500,1500,1500,1500,1500,1500,1500,1500"
6.6640773,"RX_EVENT,22,0,1227330842,32768,32768,32768,32768"
6.6760336,"COMMIT_EVENT,22,0,1227330842,1227340961,705471,1500,1500,1500,1500,1500,1500,1500,1500"
6.7000953,"RX_EVENT,23,0,1227354369,32768,32768,32768,32768"
6.7000953,"COMMIT_EVENT,23,0,1227354369,1227360961,705472,1500,1500,1500,1500,1500,1500,1500,1500"
6.7141145,"RX_EVENT,24,0,1227378444,32768,32768,32768,32768"
6.7267124,"COMMIT_EVENT,24,0,1227378444,1227380961,705473,1500,1500,1500,1500,1500,1500,1500,1500"
6.7267124,"RX_EVENT,25,0,1227392436,32768,32768,32768,32768"
6.7381492,"COMMIT_EVENT,25,0,1227392436,1227400961,705474,1500,1500,1500,1500,1500,1500,1500,1500"
6.7612166,"RX_EVENT,26,0,1227416465,32768,32768,32768,32768"
6.7612166,"COMMIT_EVENT,26,0,1227416465,1227420961,705475,1500,1500,1500,1500,1500,1500,1500,1500"
6.7739784,"RX_EVENT,27,0,1227439494,32768,32768,32768,32768"
6.7739784,"COMMIT_EVENT,27,0,1227439494,1227440961,705476,1500,1500,1500,1500,1500,1500,1500,1500"
6.7863404,"RX_EVENT,28,0,1227452295,32768,32768,32768,32768"
6.8067939,"COMMIT_EVENT,28,0,1227452295,1227460962,705477,1500,1500,1500,1500,1500,1500,1500,1500"
6.8067939,"RX_EVENT,29,0,1227473947,32768,32768,32768,32768"
6.8172595,"COMMIT_EVENT,29,0,1227473947,1227480962,705478,1500,1500,1500,1500,1500,1500,1500,1500"
6.8302501,"RX_EVENT,30,0,1227495574,32768,32768,32768,32768"
6.8302501,"COMMIT_EVENT,30,0,1227495574,1227500961,705479,1500,1500,1500,1500,1500,1500,1500,1500"
6.8522472,"RX_EVENT,31,0,1227508630,32768,32768,32768,32768"
6.8644483,"COMMIT_EVENT,31,0,1227508630,1227520961,705480,1500,1500,1500,1500,1500,1500,1500,1500"
6.8644483,"RX_EVENT,32,0,1227530572,32768,32768,32768,32768"
6.8770569,"COMMIT_EVENT,32,0,1227530572,1227540961,705481,1500,1500,1500,1500,1500,1500,1500,1500"
6.9011449,"RX_EVENT,33,0,1227555580,32768,32768,32768,32768"
6.9011449,"COMMIT_EVENT,33,0,1227555580,1227560961,705482,1500,1500,1500,1500,1500,1500,1500,1500"
6.914668,"RX_EVENT,34,0,1227579483,32768,32768,32768,32768"
6.914668,"COMMIT_EVENT,34,0,1227579483,1227580961,705483,1500,1500,1500,1500,1500,1500,1500,1500"
6.9267301,"RX_EVENT,35,0,1227592992,32768,32768,32768,32768"
6.9500416,"COMMIT_EVENT,35,0,1227592992,1227600961,705484,1500,1500,1500,1500,1500,1500,1500,1500"
6.9648165,"RX_EVENT,36,0,1227615778,32768,32768,32768,32768"
6.9648165,"COMMIT_EVENT,36,0,1227615778,1227620961,705485,1500,1500,1500,1500,1500,1500,1500,1500"
6.9648165,"RX_EVENT,37,0,1227628377,32768,32768,32768,32768"
6.9780547,"COMMIT_EVENT,37,0,1227628377,1227640961,705486,1500,1500,1500,1500,1500,1500,1500,1500"
6.9903767,"RX_EVENT,38,0,1227656491,32768,32768,32768,32768"
6.9903767,"COMMIT_EVENT,38,0,1227656491,1227660961,705487,1500,1500,1500,1500,1500,1500,1500,1500"
7.003875,"RX_EVENT,39,0,1227668687,32768,32768,32768,32768"
7.0263176,"COMMIT_EVENT,39,0,1227668687,1227680961,705488,1500,1500,1500,1500,1500,1500,1500,1500"
7.0263176,"RX_EVENT,40,0,1227692678,32768,32768,32768,32768"
7.0376497,"COMMIT_EVENT,40,0,1227692678,1227700961,705489,1500,1500,1500,1500,1500,1500,1500,1500"
7.0509135,"RX_EVENT,41,0,1227716040,32768,32768,32768,32768"
7.0509135,"COMMIT_EVENT,41,0,1227716040,1227720961,705490,1500,1500,1500,1500,1500,1500,1500,1500"
7.0730875,"RX_EVENT,42,0,1227729289,32768,32768,32768,32768"
7.0875711,"COMMIT_EVENT,42,0,1227729289,1227740962,705491,1500,1500,1500,1500,1500,1500,1500,1500"
7.0875711,"RX_EVENT,43,0,1227751422,32768,32768,32768,32768"
7.0995591,"COMMIT_EVENT,43,0,1227751422,1227760961,705492,1500,1500,1500,1500,1500,1500,1500,1500"
7.1129629,"RX_EVENT,44,0,1227777905,32768,32768,32768,32768"
7.1129629,"COMMIT_EVENT,44,0,1227777905,1227780961,705493,1500,1500,1500,1500,1500,1500,1500,1500"
7.1377074,"RX_EVENT,45,0,1227791334,32768,32768,32768,32768"
7.1377074,"COMMIT_EVENT,45,0,1227791334,1227800961,705494,1500,1500,1500,1500,1500,1500,1500,1500"
7.149781,"RX_EVENT,46,0,1227816020,32768,32768,32768,32768"
7.1628982,"COMMIT_EVENT,46,0,1227816020,1227820961,705495,1500,1500,1500,1500,1500,1500,1500,1500"
7.1628982,"RX_EVENT,47,0,1227828093,32768,32768,32768,32768"
7.1746861,"COMMIT_EVENT,47,0,1227828093,1227840961,705496,1500,1500,1500,1500,1500,1500,1500,1500"
7.1967655,"RX_EVENT,48,0,1227853222,32768,32768,32768,32768"
7.1967655,"COMMIT_EVENT,48,0,1227853222,1227860962,705497,1500,1500,1500,1500,1500,1500,1500,1500"
7.2114252,"RX_EVENT,49,0,1227875100,32768,32768,32768,32768"
7.2246615,"COMMIT_EVENT,49,0,1227875100,1227880961,705498,1500,1500,1500,1500,1500,1500,1500,1500"
7.2246615,"RX_EVENT,50,0,1227889839,32768,32768,32768,32768"
7.2473459,"COMMIT_EVENT,50,0,1227889839,1227900961,705499,1500,1500,1500,1500,1500,1500,1500,1500"
7.2575316,"RX_EVENT,51,0,1227914088,32768,32768,32768,32768"
7.2575316,"COMMIT_EVENT,51,0,1227914088,1227920961,705500,1500,1500,1500,1500,1500,1500,1500,1500"
7.2693835,"RX_EVENT,52,0,1227935897,32768,32768,32768,32768"
7.2693835,"COMMIT_EVENT,52,0,1227935897,1227940961,705501,1500,1500,1500,1500,1500,1500,1500,1500"
7.299456,"RX_EVENT,53,0,1227962063,32768,32768,32768,32768"
7.3258504,"RX_EVENT,54,0,1227977957,32768,32768,32768,32768"
7.3258504,"COMMIT_EVENT,54,0,1227977957,1227980961,705503,1500,1500,1500,1500,1500,1500,1500,1500"
7.3258504,"RX_EVENT,55,0,1227990588,32768,32768,32768,32768"
7.3433081,"COMMIT_EVENT,55,0,1227990588,1228000961,705504,1500,1500,1500,1500,1500,1500,1500,1500"
7.3591967,"RX_EVENT,56,0,1228021834,32768,32768,32768,32768"
7.3752765,"RX_EVENT,57,0,1228037652,32768,32768,32768,32768"
7.390661,"COMMIT_EVENT,57,0,1228037652,1228040961,705506,1500,1500,1500,1500,1500,1500,1500,1500"
7.390661,"RX_EVENT,58,0,1228053851,32768,32768,32768,32768"
7.4068873,"COMMIT_EVENT,58,0,1228053851,1228060961,705507,1500,1500,1500,1500,1500,1500,1500,1500"
7.4068873,"RX_EVENT,59,0,1228069118,32768,32768,32768,32768"
