primitive_id,primitive_family,entry_role,primitive_variant_id,controller_id,candidate_index,candidate_weight_label,reference_pitch_bias_rad,reference_bank_bias_rad,reference_speed_bias_m_s,transition_entry_class,row_count,expected_row_count,rows_complete_for_entry_class,per_environment_row_count_json,transition_success_count,transition_success_rate,transition_success_lcb,hard_failure_count,hard_failure_rate,hard_failure_ucb,worst_environment_success_rate,worst_environment_success_lcb,useful_environment_count,updraft_gain_proxy_mean_m,clipped_updraft_gain,lift_dwell_mean_s,clipped_lift_dwell,rollout_duration_mean_s,clipped_rollout_duration,saturation_mean,turn_primitive,turn_intent_success_count,turn_intent_success_rate,turn_intent_success_lcb,turn_intent_score_mean,signed_turn_bank_delta_mean_rad,signed_turn_heading_delta_mean_rad,signed_turn_lateral_displacement_mean_m,transition_exit_class_distribution_json,timing_compliant,success_lcb_threshold,hard_failure_ucb_threshold,useful_environment_count_threshold,r5_transition_training_score,r5_training_eligible,r5_training_blockers,pareto_front,selected_for_r7,selected_rank,r5_training_status,r5_transition_training_version,r5_transition_training_score_formula
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c004_inflight_stable,candidate_transition_energy_retaining_bank_c004_inflight_stable,4,energy_retaining_bank_robust_anchor_surface_conservative_ref_conservative_level_004,0.0,0.0,0.0,inflight_stable,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",117,0.975,0.9493861021113831,0,0.0,0.013469430706092814,0.975,0.9201370958006012,3,0.029515428728958747,0.029515428728958747,0.03833333333333333,0.3833333333333333,0.10000000000000002,1.0,0.51,False,0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":110,""inflight_stable"":7,""recoverable_degraded"":3}",True,0.35,0.45,3,0.722593684113811,True,,True,True,1,selected_for_r7,r5_transition_robust_qr_reference_training_v3_signed_turn,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c008_boundary_near,candidate_transition_energy_retaining_bank_c008_boundary_near,8,energy_retaining_bank_robust_lhs_logqr_refbias_008,0.018333333333333333,0.07666666666666667,0.0,boundary_near,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",18,0.6,0.48321835363889276,6,0.2,0.30787720517163697,0.5,0.3123997839078766,3,0.006574098055032089,0.006574098055032089,0.018000000000000002,0.18000000000000002,0.06333333333333334,0.6333333333333333,0.6466666666666667,False,0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":6,""hard_failure"":6,""safe_terminal"":18}",True,0.2,0.55,2,0.19715043927839668,True,,True,True,4,selected_for_r7,r5_transition_robust_qr_reference_training_v3_signed_turn,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c012_inflight_stable,candidate_transition_energy_retaining_bank_c012_inflight_stable,12,energy_retaining_bank_robust_lhs_logqr_refbias_012,0.03833333333333334,-0.036666666666666674,0.0,inflight_stable,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",118,0.9833333333333333,0.9606017635810207,0,0.0,0.013469430706092814,0.95,0.8855752591662762,3,0.03791588330678728,0.03791588330678728,0.043000000000000003,0.43,0.10000000000000002,1.0,0.7633333333333334,False,0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":105,""inflight_stable"":13,""recoverable_degraded"":2}",True,0.35,0.45,3,0.6996899760530295,True,,True,False,,eligible_not_selected,r5_transition_robust_qr_reference_training_v3_signed_turn,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c021_boundary_near,candidate_transition_energy_retaining_bank_c021_boundary_near,21,energy_retaining_bank_robust_lhs_logqr_refbias_021,-0.015,0.06333333333333334,0.0,boundary_near,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",17,0.5666666666666667,0.4503956377680337,4,0.13333333333333333,0.23197425612906256,0.5,0.3123997839078766,3,0.004768594905946083,0.004768594905946083,0.017333333333333333,0.1733333333333333,0.06333333333333335,0.6333333333333335,0.38,False,0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":9,""hard_failure"":4,""safe_terminal"":17}",True,0.2,0.55,2,0.2318167607327499,True,,True,True,2,selected_for_r7,r5_transition_robust_qr_reference_training_v3_signed_turn,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c023_launch_gate,candidate_transition_energy_retaining_bank_c023_launch_gate,23,energy_retaining_bank_robust_lhs_logqr_refbias_023,-0.021666666666666667,-0.016666666666666677,0.0,launch_gate,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",75,0.625,0.5671048223721588,0,0.0,0.013469430706092814,0.6,0.49880740272592594,3,0.000484679396623421,0.000484679396623421,0.0031666666666666666,0.03166666666666666,0.10000000000000002,1.0,0.7216666666666666,False,0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":45,""inflight_stable"":31,""post_launch_degraded"":44}",True,0.35,0.45,3,0.3864199667090691,True,,True,True,1,selected_for_r7,r5_transition_robust_qr_reference_training_v3_signed_turn,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c023_recoverable_degraded,candidate_transition_energy_retaining_bank_c023_recoverable_degraded,23,energy_retaining_bank_robust_lhs_logqr_refbias_023,-0.021666666666666667,-0.016666666666666677,0.0,recoverable_degraded,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",8,0.26666666666666666,0.17739464648936784,0,0.0,0.05178517244866997,0.2,0.08632349609749265,3,0.02622199687755079,0.02622199687755079,0.035333333333333335,0.35333333333333333,0.10000000000000003,1.0,0.8866666666666666,False,0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":15,""inflight_stable"":8,""recoverable_degraded"":7}",True,0.2,0.55,2,0.07832914411937145,False,success_lcb_below_threshold,True,False,,ineligible,r5_transition_robust_qr_reference_training_v3_signed_turn,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c029_boundary_near,candidate_transition_energy_retaining_bank_c029_boundary_near,29,energy_retaining_bank_robust_lhs_logqr_refbias_029,0.008333333333333331,-0.003333333333333327,0.0,boundary_near,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",16,0.5333333333333333,0.41806539017793554,2,0.06666666666666667,0.1501458541673039,0.5,0.3123997839078766,3,0.006452425259465929,0.006452425259465929,0.019333333333333334,0.19333333333333333,0.06466666666666669,0.6466666666666668,0.38000000000000006,False,0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":12,""hard_failure"":2,""safe_terminal"":16}",True,0.2,0.55,2,0.24451011494683014,True,,True,True,1,selected_for_r7,r5_transition_robust_qr_reference_training_v3_signed_turn,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,candidate_transition_glide_c003_launch_gate,candidate_transition_glide_c003_launch_gate,3,glide_robust_anchor_rate_damped_ref_damped_level_003,0.0,0.0,0.0,launch_gate,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",74,0.6166666666666667,0.5586462015418173,0,0.0,0.013469430706092814,0.6,0.49880740272592594,3,0.00024588193755563603,0.00024588193755563603,0.0006666666666666666,0.006666666666666666,0.10000000000000002,1.0,0.8150000000000001,False,0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":46,""inflight_stable"":31,""post_launch_degraded"":43}",True,0.35,0.45,3,0.37116051217314117,True,,True,True,1,selected_for_r7,r5_transition_robust_qr_reference_training_v3_signed_turn,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,candidate_transition_glide_c008_boundary_near,candidate_transition_glide_c008_boundary_near,8,glide_robust_lhs_logqr_refbias_008,-0.008333333333333338,-0.036666666666666674,0.0,boundary_near,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",18,0.6,0.48321835363889276,6,0.2,0.30787720517163697,0.5,0.3123997839078766,3,0.0031342108949021135,0.0031342108949021135,0.010000000000000002,0.10000000000000002,0.06333333333333334,0.6333333333333333,0.4,False,0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":6,""hard_failure"":6,""safe_terminal"":18}",True,0.2,0.55,2,0.2174731172290503,True,,True,True,3,selected_for_r7,r5_transition_robust_qr_reference_training_v3_signed_turn,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,candidate_transition_glide_c011_inflight_stable,candidate_transition_glide_c011_inflight_stable,11,glide_robust_lhs_logqr_refbias_011,0.03166666666666667,0.07666666666666667,0.0,inflight_stable,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",120,1.0,0.9865305692939073,0,0.0,0.013469430706092814,1.0,0.96065170611743,3,0.03802926148181407,0.03802926148181407,0.04016666666666667,0.40166666666666667,0.10000000000000002,1.0,0.3983333333333333,False,0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":108,""inflight_stable"":12}",True,0.35,0.45,3,0.764060779736184,True,,True,True,1,selected_for_r7,r5_transition_robust_qr_reference_training_v3_signed_turn,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,candidate_transition_glide_c021_boundary_near,candidate_transition_glide_c021_boundary_near,21,glide_robust_lhs_logqr_refbias_021,0.018333333333333333,0.023333333333333345,0.0,boundary_near,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",17,0.5666666666666667,0.4503956377680337,4,0.13333333333333333,0.23197425612906256,0.5,0.3123997839078766,3,0.0030735969468023076,0.0030735969468023076,0.009333333333333334,0.09333333333333334,0.06333333333333335,0.6333333333333335,0.3533333333333334,False,0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":9,""hard_failure"":4,""safe_terminal"":17}",True,0.2,0.55,2,0.23031392760350217,True,,True,True,2,selected_for_r7,r5_transition_robust_qr_reference_training_v3_signed_turn,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,candidate_transition_glide_c023_launch_gate,candidate_transition_glide_c023_launch_gate,23,glide_robust_lhs_logqr_refbias_023,0.025,-0.05666666666666667,0.0,launch_gate,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",75,0.625,0.5671048223721588,0,0.0,0.013469430706092814,0.6,0.49880740272592594,3,0.0003365340303258532,0.0003365340303258532,0.0015,0.015,0.10000000000000002,1.0,0.8666666666666667,False,0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":45,""inflight_stable"":31,""post_launch_degraded"":44}",True,0.35,0.45,3,0.37107181883910595,True,,True,True,2,selected_for_r7,r5_transition_robust_qr_reference_training_v3_signed_turn,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,candidate_transition_glide_c023_recoverable_degraded,candidate_transition_glide_c023_recoverable_degraded,23,glide_robust_lhs_logqr_refbias_023,0.025,-0.05666666666666667,0.0,recoverable_degraded,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",8,0.26666666666666666,0.17739464648936784,0,0.0,0.05178517244866997,0.2,0.08632349609749265,3,0.03108789407228666,0.03108789407228666,0.038000000000000006,0.38000000000000006,0.10000000000000003,1.0,0.9466666666666668,False,0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":15,""inflight_stable"":8,""recoverable_degraded"":7}",True,0.2,0.55,2,0.07414906717217837,False,success_lcb_below_threshold,True,False,,ineligible,r5_transition_robust_qr_reference_training_v3_signed_turn,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,candidate_transition_glide_c029_boundary_near,candidate_transition_glide_c029_boundary_near,29,glide_robust_lhs_logqr_refbias_029,0.0049999999999999975,0.043333333333333335,0.0,boundary_near,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",16,0.5333333333333333,0.41806539017793554,2,0.06666666666666667,0.1501458541673039,0.5,0.3123997839078766,3,0.0034704392788023476,0.0034704392788023476,0.014000000000000002,0.14,0.06466666666666669,0.6466666666666668,0.18666666666666662,False,0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":12,""hard_failure"":2,""safe_terminal"":16}",True,0.2,0.55,2,0.26087858301543043,True,,True,True,1,selected_for_r7,r5_transition_robust_qr_reference_training_v3_signed_turn,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean
