run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,duration_s,termination_reason,success,failure_class,heading_change_deg,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative
s4_annular_four_panel_control_reference_seed1,s4_annular_four_panel_control_reference,nominal_glide,nominal_glide,1,four_annular_gp_grid,panel,01_Thermal/B_results/Four_Fan_Annular_GP/four_annular_gp_grid_predictions.xlsx,nominal,0.108,0.098000:0.118000,0.0,0.073,0.108,0.13,0.151,20.0,one_pole,0.24,,True,none,1.2002832760388862,-0.04006476160783956,6.096065677055353,11.153676310998074,0.01905982280039265,2.445076721210974,0.25,0.055384615384615386,0.07692307692307693,0.11995774411920813,True,,0,0,control_reference_rollout.csv,nominal_glide,2.445076721210974,True,control_reference_rollout.csv
