candidate_id,split,cmq,blend_start_deg,blend_full_deg,count,longitudinal_objective,combined_objective,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg,dx_mean_m,dy_mean_m,altitude_loss_mean_m,sink_mean_m_s,roll_mean_deg,pitch_mean_deg,yaw_mean_deg
cmq8_blend12_24,train,8.0,12.0,24.0,63,13.544152515666438,28.245902797630055,0.3045179183837863,1.485846222409843,0.3485364251042848,0.24930130683999965,26.110059181861665,6.327673371225496,29.5532720305785,0.041509756481041916,-1.4578648199618693,-0.3340285194990533,-0.23564026110857753,-22.09521599545259,-0.4701468822364352,-28.36056635579107
cmq8_blend12_24,heldout,8.0,12.0,24.0,11,11.055055990311692,25.092342716141143,0.3684157051008165,1.5576400983524146,0.22749049346376296,0.20062863215358018,19.891096925542744,5.713183617985224,27.59807944759626,0.1516427015261457,-1.5576400983524146,-0.21377196234889453,-0.18817429927035365,-16.817031859468468,2.5717567397033956,-27.59807944759626
cmq4_blend14_22,train,4.0,14.0,22.0,63,12.717511919586931,28.14705939307309,0.32284157354690607,1.4754529106783985,0.3175486516904482,0.2219274910368936,30.02810438031677,7.89661960062576,30.631070482779393,0.0760506728457747,-1.4468377455233923,-0.2779054272787526,-0.18532643170737018,-26.107971907739774,-5.863603460659121,-29.469754839547647
cmq4_blend14_22,heldout,4.0,14.0,22.0,11,8.688561888025966,23.640274981339246,0.4100754445664634,1.5540164225978896,0.1699392675489514,0.15211268480505355,23.76239879932601,5.249506423545052,28.127177283451314,0.1931377264356639,-1.5540164225978896,-0.1236126707207895,-0.11154915092418478,-23.434254279388814,-4.563636866552591,-28.127177283451314
cmq6_blend14_22,train,6.0,14.0,22.0,63,13.115996481809688,28.122516868359163,0.3143487994546233,1.481106982769491,0.33384053026423793,0.23591521527038442,27.839404656481864,6.738589480650428,29.849923764908826,0.06280928535095481,-1.4529494053529157,-0.3123350006628143,-0.21560888375126055,-23.851106167702095,-1.8345343573402078,-28.76428537063343
cmq6_blend14_22,heldout,6.0,14.0,22.0,11,9.656442146233054,23.838709568149856,0.3893968096844524,1.557083621438148,0.19699716968558312,0.17448748599849442,19.935188556909853,4.691741380115303,27.265417966572976,0.17263235802800406,-1.557083621438148,-0.1749864693536101,-0.15504718454686436,-18.99017581538355,1.2427676942462307,-27.265417966572976
cmq8_blend14_22,train,8.0,14.0,22.0,63,13.839616189927542,28.400090028221822,0.3202238122307991,1.483447373471071,0.348364994489553,0.2493247157168647,25.268803777992748,7.207461287833852,29.664236045268485,0.08171399087475148,-1.4559544734906504,-0.33224185585435845,-0.2341199506524817,-21.25223174153084,0.7939467059462607,-28.427186189238284
cmq8_blend14_22,heldout,8.0,14.0,22.0,11,11.598214831630957,25.553779944192982,0.4247501307459319,1.5534059616160585,0.22458363948741766,0.19795016584588698,19.295450801097456,7.249665735108326,27.68784361702872,0.20820703871528384,-1.5534059616160585,-0.21058101064317,-0.18523791557606628,-16.57041378082026,3.5227029545266855,-27.68784361702872
cmq4_blend14_24,train,4.0,14.0,24.0,63,12.737497658755197,27.992576984693173,0.32274631461870107,1.4723010910122745,0.31222421880434603,0.21753135811421254,28.814301093504017,8.908186787300465,31.046864320765994,0.07625002314651035,-1.4435106395008441,-0.27091237426876935,-0.1793095844222692,-24.923595428074574,-7.381822195657049,-29.807985091786705
cmq4_blend14_24,heldout,4.0,14.0,24.0,11,8.836527027571591,23.921395962716296,0.40514591979938336,1.5519143970123224,0.1659455358182562,0.14883559235432048,24.134582577731678,6.961697042655327,28.87764772883924,0.18830321973992847,-1.5519143970123224,-0.11722486091287322,-0.10585544416086033,-23.787436806706094,-6.699809951802417,-28.87764772883924
cmq6_blend14_24,train,6.0,14.0,24.0,63,13.09677881094157,28.437075225757077,0.3116758305318324,1.4787210583285835,0.32230312033100017,0.22621723848362357,29.386708044100097,8.259542512949738,30.692731356152514,0.056524808575204526,-1.4502402665820049,-0.2981439191985081,-0.2034451673295462,-25.404990221160848,-5.332703857073585,-29.512429240988755
cmq6_blend14_24,heldout,6.0,14.0,24.0,11,9.121637814011853,23.83070479124952,0.38020883360715735,1.5588286130728548,0.18560599658643373,0.16510504946087673,22.356130222584298,4.522539373054281,28.387973072077155,0.15733887540450933,-1.5588286130728548,-0.16136227715085347,-0.1434150673714643,-21.287727278009886,-1.6858734991697717,-28.387973072077155
cmq8_blend14_24,train,8.0,14.0,24.0,63,13.575572227200267,28.679326644275154,0.3078145714872209,1.4836921585285616,0.3405117578768306,0.24199453067501314,27.99541173444084,7.3589280768661,30.41776307711182,0.045053331519045094,-1.455493416068047,-0.3236383766830951,-0.22610525020560185,-23.975181153792164,-3.1317483835538,-29.292293644673258
cmq8_blend14_24,heldout,8.0,14.0,24.0,11,10.426658940557806,24.734276584112365,0.3694092112783949,1.5608227025604222,0.21888711815211137,0.19340952855939866,20.94945533203236,4.54378650372898,28.220193801529806,0.14939070232215232,-1.5608227025604222,-0.2040003476996545,-0.17983354853080236,-17.97917135632832,0.9727600614182382,-28.220193801529806
