primitive_id,entry_role,transition_entry_class,transition_exit_class,transition_chain_compatible,transition_failure_reason,row_count
energy_retaining_bank,transition_object,boundary_near,boundary_near,False,exit_class_boundary_near_not_chain_compatible_for_entry_class_boundary_near_role_transition_object,425
energy_retaining_bank,transition_object,boundary_near,hard_failure,False,exit_class_hard_failure_not_chain_compatible_for_entry_class_boundary_near_role_transition_object,2
energy_retaining_bank,transition_object,boundary_near,inflight_stable,True,,51
energy_retaining_bank,transition_object,boundary_near,recoverable_degraded,False,exit_class_recoverable_degraded_not_chain_compatible_for_entry_class_boundary_near_role_transition_object,14
energy_retaining_bank,transition_object,boundary_near,safe_terminal,True,,788
energy_retaining_bank,transition_object,inflight_stable,boundary_near,True,,2363
energy_retaining_bank,transition_object,inflight_stable,inflight_stable,True,,1636
energy_retaining_bank,transition_object,inflight_stable,recoverable_degraded,False,exit_class_recoverable_degraded_not_chain_compatible_for_entry_class_inflight_stable_role_transition_object,1121
energy_retaining_bank,transition_object,launch_gate,inflight_stable,True,,5017
energy_retaining_bank,transition_object,launch_gate,post_launch_degraded,True,,103
energy_retaining_bank,transition_object,recoverable_degraded,boundary_near,False,exit_class_boundary_near_not_chain_compatible_for_entry_class_recoverable_degraded_role_transition_object,357
energy_retaining_bank,transition_object,recoverable_degraded,inflight_stable,True,,373
energy_retaining_bank,transition_object,recoverable_degraded,recoverable_degraded,False,recoverable_degraded_self_transition_boundary_time_margin_collapsed,13
energy_retaining_bank,transition_object,recoverable_degraded,recoverable_degraded,False,recoverable_degraded_self_transition_floor_margin_collapsed,19
energy_retaining_bank,transition_object,recoverable_degraded,recoverable_degraded,False,recoverable_degraded_self_transition_without_attitude_rate_progress,511
energy_retaining_bank,transition_object,recoverable_degraded,recoverable_degraded,True,,7
glide,transition_object,boundary_near,boundary_near,False,exit_class_boundary_near_not_chain_compatible_for_entry_class_boundary_near_role_transition_object,424
glide,transition_object,boundary_near,inflight_stable,True,,53
glide,transition_object,boundary_near,recoverable_degraded,False,exit_class_recoverable_degraded_not_chain_compatible_for_entry_class_boundary_near_role_transition_object,13
glide,transition_object,boundary_near,safe_terminal,True,,790
glide,transition_object,inflight_stable,boundary_near,True,,2360
glide,transition_object,inflight_stable,inflight_stable,True,,1637
glide,transition_object,inflight_stable,recoverable_degraded,False,exit_class_recoverable_degraded_not_chain_compatible_for_entry_class_inflight_stable_role_transition_object,1123
glide,transition_object,launch_gate,inflight_stable,True,,5041
glide,transition_object,launch_gate,post_launch_degraded,True,,79
glide,transition_object,recoverable_degraded,boundary_near,False,exit_class_boundary_near_not_chain_compatible_for_entry_class_recoverable_degraded_role_transition_object,358
glide,transition_object,recoverable_degraded,inflight_stable,True,,377
glide,transition_object,recoverable_degraded,recoverable_degraded,False,recoverable_degraded_self_transition_boundary_time_margin_collapsed,19
glide,transition_object,recoverable_degraded,recoverable_degraded,False,recoverable_degraded_self_transition_floor_margin_collapsed,13
glide,transition_object,recoverable_degraded,recoverable_degraded,False,recoverable_degraded_self_transition_without_attitude_rate_progress,507
glide,transition_object,recoverable_degraded,recoverable_degraded,True,,6
lift_dwell_arc,transition_object,boundary_near,boundary_near,False,exit_class_boundary_near_not_chain_compatible_for_entry_class_boundary_near_role_transition_object,424
lift_dwell_arc,transition_object,boundary_near,hard_failure,False,exit_class_hard_failure_not_chain_compatible_for_entry_class_boundary_near_role_transition_object,1
lift_dwell_arc,transition_object,boundary_near,inflight_stable,True,,48
lift_dwell_arc,transition_object,boundary_near,recoverable_degraded,False,exit_class_recoverable_degraded_not_chain_compatible_for_entry_class_boundary_near_role_transition_object,18
lift_dwell_arc,transition_object,boundary_near,safe_terminal,True,,789
lift_dwell_arc,transition_object,inflight_stable,boundary_near,True,,2357
lift_dwell_arc,transition_object,inflight_stable,inflight_stable,True,,1647
lift_dwell_arc,transition_object,inflight_stable,recoverable_degraded,False,exit_class_recoverable_degraded_not_chain_compatible_for_entry_class_inflight_stable_role_transition_object,1116
lift_dwell_arc,transition_object,launch_gate,inflight_stable,True,,5028
lift_dwell_arc,transition_object,launch_gate,post_launch_degraded,True,,92
lift_dwell_arc,transition_object,recoverable_degraded,boundary_near,False,exit_class_boundary_near_not_chain_compatible_for_entry_class_recoverable_degraded_role_transition_object,357
lift_dwell_arc,transition_object,recoverable_degraded,inflight_stable,True,,383
lift_dwell_arc,transition_object,recoverable_degraded,recoverable_degraded,False,recoverable_degraded_self_transition_boundary_time_margin_collapsed,15
lift_dwell_arc,transition_object,recoverable_degraded,recoverable_degraded,False,recoverable_degraded_self_transition_floor_margin_collapsed,17
lift_dwell_arc,transition_object,recoverable_degraded,recoverable_degraded,False,recoverable_degraded_self_transition_without_attitude_rate_progress,503
lift_dwell_arc,transition_object,recoverable_degraded,recoverable_degraded,True,,5
lift_entry,transition_object,boundary_near,boundary_near,False,exit_class_boundary_near_not_chain_compatible_for_entry_class_boundary_near_role_transition_object,426
lift_entry,transition_object,boundary_near,inflight_stable,True,,53
lift_entry,transition_object,boundary_near,recoverable_degraded,False,exit_class_recoverable_degraded_not_chain_compatible_for_entry_class_boundary_near_role_transition_object,11
lift_entry,transition_object,boundary_near,safe_terminal,True,,790
lift_entry,transition_object,inflight_stable,boundary_near,True,,2357
lift_entry,transition_object,inflight_stable,inflight_stable,True,,1625
lift_entry,transition_object,inflight_stable,recoverable_degraded,False,exit_class_recoverable_degraded_not_chain_compatible_for_entry_class_inflight_stable_role_transition_object,1138
lift_entry,transition_object,launch_gate,inflight_stable,True,,5044
lift_entry,transition_object,launch_gate,post_launch_degraded,True,,76
lift_entry,transition_object,recoverable_degraded,boundary_near,False,exit_class_boundary_near_not_chain_compatible_for_entry_class_recoverable_degraded_role_transition_object,357
lift_entry,transition_object,recoverable_degraded,inflight_stable,True,,378
lift_entry,transition_object,recoverable_degraded,recoverable_degraded,False,recoverable_degraded_self_transition_boundary_time_margin_collapsed,19
lift_entry,transition_object,recoverable_degraded,recoverable_degraded,False,recoverable_degraded_self_transition_floor_margin_collapsed,13
