event_id,surface_index,surface_name,command_level_norm,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count,settled_deflection_deg,lookup_deflection_deg,lookup_error_deg,linear_fitted_deflection_deg,linear_fit_error_deg,valid,rejection_reason
1,1,Aileron_L,0,positive_first,positive,outbound,1,9,-2.83995597962217,2.22044604925031e-16,-2.83995597962217,0,-2.83995597962217,1,
2,1,Aileron_L,0.25,positive_first,positive,outbound,2,9,-4.5160666372714,-4.44154243336177,-0.0745242039096308,0,-4.5160666372714,1,
3,1,Aileron_L,0.5,positive_first,positive,outbound,3,9,-12.6717948852669,-11.4069048661429,-1.264890019124,0,-12.6717948852669,1,
4,1,Aileron_L,0.75,positive_first,positive,outbound,4,9,-21.9466475831935,-19.9091668669982,-2.03748071619525,0,-21.9466475831935,1,
5,1,Aileron_L,1,positive_first,positive,outbound,5,9,-26.7228491918146,-26.870434138826,0.147584947011371,0,-26.7228491918146,1,
6,1,Aileron_L,0.75,positive_first,positive,return,6,9,-17.871686150803,-19.9091668669982,2.03748071619525,0,-17.871686150803,1,
7,1,Aileron_L,0.5,positive_first,positive,return,7,9,-10.2115393352771,-11.4069048661429,1.19536553086576,0,-10.2115393352771,1,
8,1,Aileron_L,0.25,positive_first,positive,return,8,9,-4.64037468248704,-4.44154243336177,-0.198832249125266,0,-4.64037468248704,1,
9,1,Aileron_L,0,positive_first,positive,return,9,9,0.277329481514771,2.22044604925031e-16,0.277329481514771,0,0.277329481514771,1,
10,1,Aileron_L,-0,positive_first,negative,outbound,1,9,0.199563444446573,2.22044604925031e-16,0.199563444446573,0,0.199563444446573,1,
11,1,Aileron_L,-0.25,positive_first,negative,outbound,2,9,12.6751993298454,10.6073697126493,2.06782961719616,0,12.6751993298454,1,
12,1,Aileron_L,-0.5,positive_first,negative,outbound,3,9,14.0443609117559,14.9599802203871,-0.915619308631225,0,14.0443609117559,1,
13,1,Aileron_L,-0.75,positive_first,negative,outbound,4,9,19.5502103536395,20.4887376805284,-0.93852732688892,0,19.5502103536395,1,
14,1,Aileron_L,-1,positive_first,negative,outbound,5,9,22.3619367849663,24.026026415574,-1.66408963060773,0,22.3619367849663,1,
15,1,Aileron_L,-0.75,positive_first,negative,return,6,9,21.7498914846651,20.4887376805284,1.26115380413664,0,21.7498914846651,1,
16,1,Aileron_L,-0.5,positive_first,negative,return,7,9,15.7094558874026,14.9599802203871,0.749475667015453,0,15.7094558874026,1,
17,1,Aileron_L,-0.25,positive_first,negative,return,8,9,10.6183139118879,10.6073697126493,0.0109441992386188,0,10.6183139118879,1,
18,1,Aileron_L,-0,positive_first,negative,return,9,9,0.00654019182768906,2.22044604925031e-16,0.00654019182768883,0,0.00654019182768906,1,
19,1,Aileron_L,-0,negative_first,negative,outbound,1,9,-0.00654019182768861,2.22044604925031e-16,-0.00654019182768883,0,-0.00654019182768861,1,
20,1,Aileron_L,-0.25,negative_first,negative,outbound,2,9,9.07105163473889,10.6073697126493,-1.53631807791038,0,9.07105163473889,1,
21,1,Aileron_L,-0.5,negative_first,negative,outbound,3,9,14.2684376977567,14.9599802203871,-0.691542522630417,0,14.2684376977567,1,
22,1,Aileron_L,-0.75,negative_first,negative,outbound,4,9,19.452563590543,20.4887376805284,-1.03617408998538,0,19.452563590543,1,
23,1,Aileron_L,-1,negative_first,negative,outbound,5,9,25.6901160461818,24.026026415574,1.66408963060773,0,25.6901160461818,1,
24,1,Aileron_L,-0.75,negative_first,negative,return,6,9,21.4272650074173,20.4887376805284,0.93852732688892,0,21.4272650074173,1,
25,1,Aileron_L,-0.5,negative_first,negative,return,7,9,15.6515227430175,14.9599802203871,0.691542522630417,0,15.6515227430175,1,
26,1,Aileron_L,-0.25,negative_first,negative,return,8,9,10.5964255134107,10.6073697126493,-0.0109441992386206,0,10.5964255134107,1,
27,1,Aileron_L,-0,negative_first,negative,return,9,9,-0.339728430205723,2.22044604925031e-16,-0.339728430205723,0,-0.339728430205723,1,
28,1,Aileron_L,0,negative_first,positive,outbound,1,9,-0.663799800932126,2.22044604925031e-16,-0.663799800932127,0,-0.663799800932126,1,
29,1,Aileron_L,0.25,negative_first,positive,outbound,2,9,-4.36701822945214,-4.44154243336177,0.0745242039096317,0,-4.36701822945214,1,
30,1,Aileron_L,0.5,negative_first,positive,outbound,3,9,-12.2309282970889,-11.4069048661429,-0.824023430946049,0,-12.2309282970889,1,
31,1,Aileron_L,0.75,negative_first,positive,outbound,4,9,-21.9484549400253,-19.9091668669982,-2.0392880730271,0,-21.9484549400253,1,
32,1,Aileron_L,1,negative_first,positive,outbound,5,9,-27.0180190858374,-26.870434138826,-0.147584947011371,0,-27.0180190858374,1,
33,1,Aileron_L,0.75,negative_first,positive,return,6,9,-17.622190815413,-19.9091668669982,2.28697605158519,0,-17.622190815413,1,
34,1,Aileron_L,0.5,negative_first,positive,return,7,9,-10.5828814351968,-11.4069048661429,0.824023430946049,0,-10.5828814351968,1,
35,1,Aileron_L,0.25,negative_first,positive,return,8,9,-4.36640549735532,-4.44154243336177,0.0751369360064542,0,-4.36640549735532,1,
36,1,Aileron_L,0,negative_first,positive,return,9,9,0.173412156530262,2.22044604925031e-16,0.173412156530262,0,0.173412156530262,1,
37,2,Aileron_R,0,positive_first,positive,outbound,1,9,-4.10457967700745,0,-4.10457967700745,0,-4.10457967700745,1,
38,2,Aileron_R,0.25,positive_first,positive,outbound,2,9,11.7134188835634,7.24263955258288,4.47077933098055,0,11.7134188835634,1,
39,2,Aileron_R,0.5,positive_first,positive,outbound,3,9,17.4600440436717,15.0555339283536,2.40451011531807,9.39437419320496,8.06566985046669,1,
40,2,Aileron_R,0.75,positive_first,positive,outbound,4,9,16.1820421013639,19.4635270181363,-3.28148491677235,18.7887483864099,-2.606706285046,1,
41,2,Aileron_R,1,positive_first,positive,outbound,5,9,23.775896345217,23.3016557002909,0.474240644926045,23.775896345217,0,1,
42,2,Aileron_R,0.75,positive_first,positive,return,6,9,23.6624252658196,19.4635270181363,4.19889824768331,18.7887483864099,4.87367687940966,1,
43,2,Aileron_R,0.5,positive_first,positive,return,7,9,12.6510238130355,15.0555339283536,-2.40451011531807,9.39437419320496,3.25664961983055,1,
44,2,Aileron_R,0.25,positive_first,positive,return,8,9,5.10358137307669,7.24263955258288,-2.1390581795062,0,5.10358137307669,1,
45,2,Aileron_R,0,positive_first,positive,return,9,9,-3.06381397202092,0,-3.06381397202092,0,-3.06381397202092,1,
46,2,Aileron_R,-0,positive_first,negative,outbound,1,9,-3.4294036031876,0,-3.4294036031876,0,-3.4294036031876,1,
47,2,Aileron_R,-0.25,positive_first,negative,outbound,2,9,-7.29663993706902,-4.84218545435286,-2.45445448271617,0,-7.29663993706902,1,
48,2,Aileron_R,-0.5,positive_first,negative,outbound,3,9,-10.081727150067,-8.85019734305124,-1.23152980701581,0,-10.081727150067,1,
49,2,Aileron_R,-0.75,positive_first,negative,outbound,4,9,-18.8102293967197,-16.7186583600707,-2.09157103664908,-9.48625923866622,-9.32397015805353,1,
50,2,Aileron_R,-1,positive_first,negative,outbound,5,9,-26.2569640768112,-25.7611529077571,-0.495811169054097,-18.9725184773324,-7.28444559947878,1,
51,2,Aileron_R,-0.75,positive_first,negative,return,6,9,-16.6348834915471,-16.7186583600707,0.0837748685236086,-9.48625923866622,-7.14862425288084,1,
52,2,Aileron_R,-0.5,positive_first,negative,return,7,9,-7.42420356507441,-8.85019734305124,1.42599377797684,0,-7.42420356507441,1,
53,2,Aileron_R,-0.25,positive_first,negative,return,8,9,-2.29921305079134,-4.84218545435286,2.54297240356152,0,-2.29921305079134,1,
54,2,Aileron_R,-0,positive_first,negative,return,9,9,2.92377390744258,0,2.92377390744258,0,2.92377390744258,1,
55,2,Aileron_R,-0,negative_first,negative,outbound,1,9,3.31795214083377,0,3.31795214083377,0,3.31795214083377,1,
56,2,Aileron_R,-0.25,negative_first,negative,outbound,2,9,-7.17597229873784,-4.84218545435286,-2.33378684438498,0,-7.17597229873784,1,
57,2,Aileron_R,-0.5,negative_first,negative,outbound,3,9,-10.6318814922879,-8.85019734305124,-1.78168414923667,0,-10.6318814922879,1,
58,2,Aileron_R,-0.75,negative_first,negative,outbound,4,9,-16.8024332285943,-16.7186583600707,-0.0837748685236086,-9.48625923866622,-7.31617398992806,1,
59,2,Aileron_R,-1,negative_first,negative,outbound,5,9,-25.265341738703,-25.7611529077571,0.495811169054097,-18.9725184773324,-6.29282326137059,1,
60,2,Aileron_R,-0.75,negative_first,negative,return,6,9,-15.768213967336,-16.7186583600707,0.950444392734648,-9.48625923866622,-6.2819547286698,1,
61,2,Aileron_R,-0.5,negative_first,negative,return,7,9,-7.61866753603544,-8.85019734305124,1.23152980701581,0,-7.61866753603544,1,
62,2,Aileron_R,-0.25,negative_first,negative,return,8,9,-2.50839860996788,-4.84218545435286,2.33378684438498,0,-2.50839860996788,1,
63,2,Aileron_R,-0,negative_first,negative,return,9,9,3.34070769134964,0,3.34070769134964,0,3.34070769134964,1,
64,2,Aileron_R,0,negative_first,positive,outbound,1,9,2.99382107764764,0,2.99382107764764,0,2.99382107764764,1,
65,2,Aileron_R,0.25,negative_first,positive,outbound,2,9,9.15282031617081,7.24263955258288,1.91018076358792,0,9.15282031617081,1,
66,2,Aileron_R,0.5,negative_first,positive,outbound,3,9,17.7414897047951,15.0555339283536,2.68595577644148,9.39437419320496,8.3471155115901,1,
67,2,Aileron_R,0.75,negative_first,positive,outbound,4,9,15.9251719036291,19.4635270181363,-3.53835511450721,18.7887483864099,-2.86357648278086,1,
68,2,Aileron_R,1,negative_first,positive,outbound,5,9,22.8274150553649,23.3016557002909,-0.474240644926045,23.775896345217,-0.94848128985209,1,
69,2,Aileron_R,0.75,negative_first,positive,return,6,9,22.7450119349086,19.4635270181363,3.28148491677235,18.7887483864099,3.9562635484987,1,
70,2,Aileron_R,0.5,negative_first,positive,return,7,9,12.2944251670983,15.0555339283536,-2.76110876125531,9.39437419320496,2.90005097389331,1,
71,2,Aileron_R,0.25,negative_first,positive,return,8,9,5.33245878899496,7.24263955258288,-1.91018076358792,0,5.33245878899496,1,
72,2,Aileron_R,0,negative_first,positive,return,9,9,-2.92377390744258,0,-2.92377390744258,0,-2.92377390744258,1,
73,3,Rudder,0,positive_first,positive,outbound,1,9,13.5682729460432,0,13.5682729460432,0,13.5682729460432,1,
74,3,Rudder,0.25,positive_first,positive,outbound,2,9,-1.51932700295825,0.485986246551278,-2.00531324950953,0,-1.51932700295825,0,unstable_final_window
75,3,Rudder,0.5,positive_first,positive,outbound,3,9,-318.567883613465,20.8274570038118,-339.395340617277,0,-318.567883613465,0,unstable_final_window
76,3,Rudder,0.75,positive_first,positive,outbound,4,9,18.4255748316556,26.0856604948762,-7.6600856632206,0,18.4255748316556,0,unstable_final_window
77,3,Rudder,1,positive_first,positive,outbound,5,9,20.3762825309495,31.3438639859406,-10.9675814549911,0,20.3762825309495,0,unstable_final_window
78,3,Rudder,0.75,positive_first,positive,return,6,9,19.8220424330871,26.0856604948762,-6.26361806178912,0,19.8220424330871,0,unstable_final_window
79,3,Rudder,0.5,positive_first,positive,return,7,9,20.8274570038118,20.8274570038118,0,0,20.8274570038118,1,
80,3,Rudder,0.25,positive_first,positive,return,8,9,0.485986246551278,0.485986246551278,0,0,0.485986246551278,1,
81,3,Rudder,0,positive_first,positive,return,9,9,0.744575050257339,0,0.744575050257339,0,0.744575050257339,1,
82,3,Rudder,-0,positive_first,negative,outbound,1,9,0,0,0,0,0,1,
83,3,Rudder,-0.25,positive_first,negative,outbound,2,9,-11.038883954224,-11.5396853192949,0.500801365070927,0,-11.038883954224,1,
84,3,Rudder,-0.5,positive_first,negative,outbound,3,9,-3.0431504566306,-2.7488103090208,-0.294340147609802,0,-3.0431504566306,1,
85,3,Rudder,-0.75,positive_first,negative,outbound,4,9,-142.967987006655,-142.967987006655,0,0,-142.967987006655,1,
86,3,Rudder,-1,positive_first,negative,outbound,5,9,-13.2788682925569,-142.967987006655,129.689118714098,0,-13.2788682925569,0,unstable_final_window
87,3,Rudder,-0.75,positive_first,negative,return,6,9,-163.087606584484,-142.967987006655,-20.1196195778294,0,-163.087606584484,0,unstable_final_window
