library_size_case_id,launch_count,safe_success_rate,full_safe_success_rate,hard_failure_rate,physical_hard_failure_rate,expected_low_energy_dry_air_sink_rate,no_viable_primitive_rate,mission_success_rate,front_wall_terminal_success_rate,wrong_wall_exit_rate,mean_launch_score
balanced_cluster,200,0.58,0.0,0.14,0.34,0.2,0.08,0.54,0.54,0.08,48.4121552221971
heavy_cluster,200,0.54,0.0,0.24,0.38,0.14,0.08,0.5,0.5,0.1,33.55253704769965
light_cluster,200,0.58,0.0,0.16,0.36,0.2,0.06,0.54,0.54,0.08,47.18727315445371
no_cluster_no_merge,200,0.58,0.0,0.16,0.36,0.2,0.06,0.54,0.54,0.08,47.185123883844355
super_light_cluster,200,0.58,0.0,0.14,0.34,0.2,0.08,0.54,0.54,0.08,48.407421783168665
