environment_block_id,library_size_case_id,policy_id,history_length,start_energy_group_id,start_energy_group_label,start_energy_group_basis,start_energy_feasibility_threshold_m_s,launch_count,mission_success_count,mission_success_rate,safe_success_count,safe_success_rate,full_safe_success_count,full_safe_success_rate,front_wall_terminal_success_count,front_wall_terminal_success_rate,wrong_wall_exit_count,wrong_wall_exit_rate,expected_low_energy_dry_air_sink_count,expected_low_energy_dry_air_sink_rate,claim_bearing_episode_count,claim_bearing_episode_rate,no_viable_primitive_count,no_viable_primitive_rate,hard_failure_count,hard_failure_rate,floor_or_ceiling_violation_count,floor_or_ceiling_violation_rate,physical_hard_failure_count,physical_hard_failure_rate,physical_floor_or_ceiling_violation_count,physical_floor_or_ceiling_violation_rate,terminal_useful_count,terminal_useful_rate,lift_capture_count,lift_capture_rate,memory_changed_selection_count,memory_changed_selection_rate,baseline_vs_policy_selection_changed_count,baseline_vs_policy_selection_changed_rate,exploration_changed_selection_count,exploration_changed_selection_rate,mean_initial_launch_speed_m_s,min_initial_launch_speed_m_s,max_initial_launch_speed_m_s,mean_launch_score,median_launch_score,mean_episode_flight_time_s,mean_lift_dwell_time_s,mean_terminal_specific_energy_m,mean_terminal_specific_energy_reserve_m,mean_terminal_specific_energy_bonus,mean_positive_specific_energy_gain_m,mean_updraft_specific_energy_gain_proxy_m,mean_net_specific_energy_delta_m,mean_gross_specific_energy_loss_m
r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,spatial_flow_belief_memory_h10,10,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,24.0,0.6153846153846154,26.0,0.6666666666666666,0.0,0.0,24.0,0.6153846153846154,5.0,0.1282051282051282,0.0,0.0,39.0,1.0,1.0,0.02564102564102564,12.0,0.3076923076923077,9.0,0.23076923076923078,12.0,0.3076923076923077,9.0,0.23076923076923078,26.0,0.6666666666666666,25.0,0.6410256410256411,0.0,0.0,0.0,0.0,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,42.03485272840698,120.0,0.9517948717948718,0.28615384615384615,2.470179176560279,2.0701791765602793,11.698672301632635,2.6637745596320513e-05,0.20233571714901705,-1.380046131151914,1.3800727688975105
r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,spatial_flow_belief_memory_h10,10,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,7.0,0.6363636363636364,4.0,0.36363636363636365,3.0,0.2727272727272727,0.0,0.0,0.0,0.0,7.0,0.6363636363636364,7.0,0.6363636363636364,1.0,0.09090909090909091,4.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,3.478872361555481,0.0,1.0672727272727274,0.31636363636363635,1.3680282617324322,0.9680282617324323,0.9061450888282079,0.014930862660714273,0.4170453003117887,-1.213454525511806,1.2283853881725202
r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,spatial_flow_belief_memory_h3,3,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,24.0,0.6153846153846154,26.0,0.6666666666666666,0.0,0.0,24.0,0.6153846153846154,5.0,0.1282051282051282,0.0,0.0,39.0,1.0,1.0,0.02564102564102564,12.0,0.3076923076923077,9.0,0.23076923076923078,12.0,0.3076923076923077,9.0,0.23076923076923078,26.0,0.6666666666666666,25.0,0.6410256410256411,0.0,0.0,0.0,0.0,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,42.03485272840698,120.0,0.9517948717948718,0.28615384615384615,2.470179176560279,2.0701791765602793,11.698672301632635,2.6637745596320513e-05,0.20233571714901705,-1.380046131151914,1.3800727688975105
r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,spatial_flow_belief_memory_h3,3,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,7.0,0.6363636363636364,4.0,0.36363636363636365,3.0,0.2727272727272727,0.0,0.0,0.0,0.0,7.0,0.6363636363636364,7.0,0.6363636363636364,1.0,0.09090909090909091,4.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,3.478872361555481,0.0,1.0672727272727274,0.31636363636363635,1.3680282617324322,0.9680282617324323,0.9061450888282079,0.014930862660714273,0.4170453003117887,-1.213454525511806,1.2283853881725202
r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,spatial_flow_belief_memory_h30,30,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,24.0,0.6153846153846154,26.0,0.6666666666666666,0.0,0.0,24.0,0.6153846153846154,5.0,0.1282051282051282,0.0,0.0,39.0,1.0,1.0,0.02564102564102564,12.0,0.3076923076923077,9.0,0.23076923076923078,12.0,0.3076923076923077,9.0,0.23076923076923078,26.0,0.6666666666666666,25.0,0.6410256410256411,0.0,0.0,0.0,0.0,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,42.03485272840698,120.0,0.9517948717948718,0.28615384615384615,2.470179176560279,2.0701791765602793,11.698672301632635,2.6637745596320513e-05,0.20233571714901705,-1.380046131151914,1.3800727688975105
r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,spatial_flow_belief_memory_h30,30,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,7.0,0.6363636363636364,4.0,0.36363636363636365,3.0,0.2727272727272727,0.0,0.0,0.0,0.0,7.0,0.6363636363636364,7.0,0.6363636363636364,1.0,0.09090909090909091,4.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,3.478872361555481,0.0,1.0672727272727274,0.31636363636363635,1.3680282617324322,0.9680282617324323,0.9061450888282079,0.014930862660714273,0.4170453003117887,-1.213454525511806,1.2283853881725202
r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,no_memory_baseline,0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,26.0,0.6666666666666666,28.0,0.717948717948718,0.0,0.0,26.0,0.6666666666666666,4.0,0.10256410256410256,0.0,0.0,39.0,1.0,3.0,0.07692307692307693,8.0,0.20512820512820512,6.0,0.15384615384615385,8.0,0.20512820512820512,6.0,0.15384615384615385,28.0,0.717948717948718,24.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,56.43099669425268,120.0,0.9784615384615384,0.29025641025641025,2.4924885931015632,2.0924885931015633,12.749245017089018,0.0001164280463679795,0.20539642039819944,-1.35773671461063,1.357853142656998
r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,no_memory_baseline,0,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,10.0,0.9090909090909091,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,10.0,0.9090909090909091,1.0,0.09090909090909091,4.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,14.420592843519087,0.0,1.04,0.2981818181818182,1.4499057599275327,1.0499057599275328,0.9933201162463619,0.02073818698803018,0.3718747722402203,-1.1315770273167056,1.152315214304736
r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,spatial_flow_belief_memory_h10,10,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,26.0,0.6666666666666666,28.0,0.717948717948718,0.0,0.0,26.0,0.6666666666666666,4.0,0.10256410256410256,0.0,0.0,39.0,1.0,3.0,0.07692307692307693,8.0,0.20512820512820512,6.0,0.15384615384615385,8.0,0.20512820512820512,6.0,0.15384615384615385,28.0,0.717948717948718,24.0,0.6153846153846154,1.0,0.02564102564102564,1.0,0.02564102564102564,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,56.4309967843213,120.0,0.9784615384615384,0.29025641025641025,2.4923340362720614,2.0923340362720615,12.749245017089018,0.0001164280463679795,0.20539642490163038,-1.3578912714401317,1.3580076994864998
r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,spatial_flow_belief_memory_h10,10,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,10.0,0.9090909090909091,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,10.0,0.9090909090909091,1.0,0.09090909090909091,4.0,0.36363636363636365,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,14.412512914103518,0.0,1.04,0.2981818181818182,1.4490977669859755,1.0490977669859756,0.9852401868307901,0.020792409793033036,0.3718313719971025,-1.1323850202582628,1.153177430051296
r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,spatial_flow_belief_memory_h3,3,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,26.0,0.6666666666666666,28.0,0.717948717948718,0.0,0.0,26.0,0.6666666666666666,4.0,0.10256410256410256,0.0,0.0,39.0,1.0,3.0,0.07692307692307693,8.0,0.20512820512820512,6.0,0.15384615384615385,8.0,0.20512820512820512,6.0,0.15384615384615385,28.0,0.717948717948718,24.0,0.6153846153846154,1.0,0.02564102564102564,1.0,0.02564102564102564,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,56.4309967843213,120.0,0.9784615384615384,0.29025641025641025,2.4923340362720614,2.0923340362720615,12.749245017089018,0.0001164280463679795,0.20539642490163038,-1.3578912714401317,1.3580076994864998
r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,spatial_flow_belief_memory_h3,3,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,10.0,0.9090909090909091,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,10.0,0.9090909090909091,1.0,0.09090909090909091,4.0,0.36363636363636365,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,14.412512914103518,0.0,1.04,0.2981818181818182,1.4490977669859755,1.0490977669859756,0.9852401868307901,0.020792409793033036,0.3718313719971025,-1.1323850202582628,1.153177430051296
r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,spatial_flow_belief_memory_h30,30,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,26.0,0.6666666666666666,28.0,0.717948717948718,0.0,0.0,26.0,0.6666666666666666,4.0,0.10256410256410256,0.0,0.0,39.0,1.0,3.0,0.07692307692307693,8.0,0.20512820512820512,6.0,0.15384615384615385,8.0,0.20512820512820512,6.0,0.15384615384615385,28.0,0.717948717948718,24.0,0.6153846153846154,2.0,0.05128205128205128,2.0,0.05128205128205128,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,56.43047597932566,120.0,0.9784615384615384,0.29025641025641025,2.492359761000449,2.092359761000449,12.749245017089018,0.0001164280463679795,0.20537038465184812,-1.3578655467117444,1.3579819747581123
r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,spatial_flow_belief_memory_h30,30,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,10.0,0.9090909090909091,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,10.0,0.9090909090909091,1.0,0.09090909090909091,4.0,0.36363636363636365,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,14.412512914103518,0.0,1.04,0.2981818181818182,1.4490977669859755,1.0490977669859756,0.9852401868307901,0.020792409793033036,0.3718313719971025,-1.1323850202582628,1.153177430051296
r10_l7_full_domain_randomisation_arena_wide_training,no_cluster_no_merge,no_memory_baseline,0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,26.0,0.6666666666666666,28.0,0.717948717948718,0.0,0.0,26.0,0.6666666666666666,4.0,0.10256410256410256,0.0,0.0,39.0,1.0,3.0,0.07692307692307693,8.0,0.20512820512820512,6.0,0.15384615384615385,8.0,0.20512820512820512,6.0,0.15384615384615385,28.0,0.717948717948718,25.0,0.6410256410256411,0.0,0.0,0.0,0.0,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,56.428472302108744,120.0,0.9774358974358973,0.29333333333333333,2.498787541149269,2.098787541149269,12.750022619222925,5.766074763998205e-05,0.20708820003408107,-1.3514377665629242,1.3514954273105642
r10_l7_full_domain_randomisation_arena_wide_training,no_cluster_no_merge,no_memory_baseline,0,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,10.0,0.9090909090909091,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,10.0,0.9090909090909091,1.0,0.09090909090909091,4.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,14.438070755367999,0.0,1.04,0.2981818181818182,1.450370101665397,1.0503701016653968,1.0107980280952718,0.020783491515446752,0.3720381882634208,-1.1311126855788414,1.1518961770942882
r10_l7_full_domain_randomisation_arena_wide_training,no_cluster_no_merge,spatial_flow_belief_memory_h10,10,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,26.0,0.6666666666666666,28.0,0.717948717948718,0.0,0.0,26.0,0.6666666666666666,4.0,0.10256410256410256,0.0,0.0,39.0,1.0,3.0,0.07692307692307693,8.0,0.20512820512820512,6.0,0.15384615384615385,8.0,0.20512820512820512,6.0,0.15384615384615385,28.0,0.717948717948718,25.0,0.6410256410256411,4.0,0.10256410256410256,4.0,0.10256410256410256,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,56.42025019964114,120.0,0.9779487179487177,0.29384615384615387,2.496995765407385,2.096995765407385,12.74136005850532,5.766074763998205e-05,0.20783418501205497,-1.3532295423048084,1.3532872030524483
r10_l7_full_domain_randomisation_arena_wide_training,no_cluster_no_merge,spatial_flow_belief_memory_h10,10,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,10.0,0.9090909090909091,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,10.0,0.9090909090909091,1.0,0.09090909090909091,4.0,0.36363636363636365,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,14.434745961042402,0.0,1.04,0.2981818181818182,1.4500376222328373,1.0500376222328371,1.0074732337696752,0.020832552590347764,0.37199207996439065,-1.131445165011401,1.152277717601749
r10_l7_full_domain_randomisation_arena_wide_training,no_cluster_no_merge,spatial_flow_belief_memory_h3,3,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,26.0,0.6666666666666666,28.0,0.717948717948718,0.0,0.0,26.0,0.6666666666666666,4.0,0.10256410256410256,0.0,0.0,39.0,1.0,3.0,0.07692307692307693,8.0,0.20512820512820512,6.0,0.15384615384615385,8.0,0.20512820512820512,6.0,0.15384615384615385,28.0,0.717948717948718,25.0,0.6410256410256411,4.0,0.10256410256410256,4.0,0.10256410256410256,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,56.42025019964114,120.0,0.9779487179487177,0.29384615384615387,2.496995765407385,2.096995765407385,12.74136005850532,5.766074763998205e-05,0.20783418501205497,-1.3532295423048084,1.3532872030524483
r10_l7_full_domain_randomisation_arena_wide_training,no_cluster_no_merge,spatial_flow_belief_memory_h3,3,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,10.0,0.9090909090909091,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,10.0,0.9090909090909091,1.0,0.09090909090909091,4.0,0.36363636363636365,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,14.434745961042402,0.0,1.04,0.2981818181818182,1.4500376222328373,1.0500376222328371,1.0074732337696752,0.020832552590347764,0.37199207996439065,-1.131445165011401,1.152277717601749
