environment_block_id,library_size_case_id,policy_id,history_length,start_energy_group_id,start_energy_group_label,start_energy_group_basis,start_energy_feasibility_threshold_m_s,launch_count,mission_success_count,mission_success_rate,safe_success_count,safe_success_rate,full_safe_success_count,full_safe_success_rate,front_wall_terminal_success_count,front_wall_terminal_success_rate,wrong_wall_exit_count,wrong_wall_exit_rate,expected_low_energy_dry_air_sink_count,expected_low_energy_dry_air_sink_rate,claim_bearing_episode_count,claim_bearing_episode_rate,no_viable_primitive_count,no_viable_primitive_rate,hard_failure_count,hard_failure_rate,floor_or_ceiling_violation_count,floor_or_ceiling_violation_rate,physical_hard_failure_count,physical_hard_failure_rate,physical_floor_or_ceiling_violation_count,physical_floor_or_ceiling_violation_rate,terminal_useful_count,terminal_useful_rate,lift_capture_count,lift_capture_rate,memory_changed_selection_count,memory_changed_selection_rate,baseline_vs_policy_selection_changed_count,baseline_vs_policy_selection_changed_rate,exploration_changed_selection_count,exploration_changed_selection_rate,mean_initial_launch_speed_m_s,min_initial_launch_speed_m_s,max_initial_launch_speed_m_s,mean_launch_score,median_launch_score,mean_episode_flight_time_s,mean_lift_dwell_time_s,mean_terminal_specific_energy_m,mean_terminal_specific_energy_reserve_m,mean_terminal_specific_energy_bonus,mean_positive_specific_energy_gain_m,mean_updraft_specific_energy_gain_proxy_m,mean_net_specific_energy_delta_m,mean_gross_specific_energy_loss_m
r10_l7_full_domain_randomisation_arena_wide_training,no_cluster_no_merge,spatial_flow_belief_memory_h30,30,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,26.0,0.6666666666666666,28.0,0.717948717948718,0.0,0.0,26.0,0.6666666666666666,4.0,0.10256410256410256,0.0,0.0,39.0,1.0,3.0,0.07692307692307693,8.0,0.20512820512820512,6.0,0.15384615384615385,8.0,0.20512820512820512,6.0,0.15384615384615385,28.0,0.717948717948718,25.0,0.6410256410256411,5.0,0.1282051282051282,5.0,0.1282051282051282,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,56.41972939464549,120.0,0.9779487179487177,0.29384615384615387,2.4970214901357726,2.0970214901357727,12.74136005850532,5.766074763998205e-05,0.20780814476227272,-1.353203817576421,1.3532614783240609
r10_l7_full_domain_randomisation_arena_wide_training,no_cluster_no_merge,spatial_flow_belief_memory_h30,30,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,10.0,0.9090909090909091,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,10.0,0.9090909090909091,1.0,0.09090909090909091,4.0,0.36363636363636365,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,14.434745961042402,0.0,1.04,0.2981818181818182,1.4500376222328373,1.0500376222328371,1.0074732337696752,0.020832552590347764,0.37199207996439065,-1.131445165011401,1.152277717601749
r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,no_memory_baseline,0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,26.0,0.6666666666666666,28.0,0.717948717948718,0.0,0.0,26.0,0.6666666666666666,4.0,0.10256410256410256,0.0,0.0,39.0,1.0,4.0,0.10256410256410256,7.0,0.1794871794871795,5.0,0.1282051282051282,7.0,0.1794871794871795,5.0,0.1282051282051282,28.0,0.717948717948718,25.0,0.6410256410256411,0.0,0.0,0.0,0.0,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,57.99706914836251,120.0,0.9764102564102564,0.2917948717948718,2.5010734758254145,2.1010734758254146,12.772647157642522,0.0001164280463679795,0.20453901631683977,-1.349151831886779,1.349268259933147
r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,no_memory_baseline,0,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,10.0,0.9090909090909091,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,10.0,0.9090909090909091,1.0,0.09090909090909091,4.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,14.430087643970309,0.0,1.04,0.2981818181818182,1.449666889608974,1.0496668896089738,1.0028149166975822,0.020949647387895065,0.37111925926881995,-1.1318158976352644,1.1527655450231595
r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,spatial_flow_belief_memory_h10,10,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,26.0,0.6666666666666666,28.0,0.717948717948718,0.0,0.0,26.0,0.6666666666666666,4.0,0.10256410256410256,0.0,0.0,39.0,1.0,4.0,0.10256410256410256,7.0,0.1794871794871795,5.0,0.1282051282051282,7.0,0.1794871794871795,5.0,0.1282051282051282,28.0,0.717948717948718,25.0,0.6410256410256411,2.0,0.05128205128205128,2.0,0.05128205128205128,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,57.98884713596352,120.0,0.9764102564102564,0.2917948717948718,2.500052662924152,2.1000526629241523,12.763984596924919,0.0001164280463679795,0.20456104373277048,-1.350172644788041,1.3502890728344092
r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,spatial_flow_belief_memory_h10,10,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,10.0,0.9090909090909091,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,10.0,0.9090909090909091,1.0,0.09090909090909091,4.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,14.430087643970309,0.0,1.04,0.2981818181818182,1.449666889608974,1.0496668896089738,1.0028149166975822,0.020949647387895065,0.37111925926881995,-1.1318158976352644,1.1527655450231595
r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,spatial_flow_belief_memory_h3,3,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,26.0,0.6666666666666666,28.0,0.717948717948718,0.0,0.0,26.0,0.6666666666666666,4.0,0.10256410256410256,0.0,0.0,39.0,1.0,4.0,0.10256410256410256,7.0,0.1794871794871795,5.0,0.1282051282051282,7.0,0.1794871794871795,5.0,0.1282051282051282,28.0,0.717948717948718,25.0,0.6410256410256411,2.0,0.05128205128205128,2.0,0.05128205128205128,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,57.98884713596352,120.0,0.9764102564102564,0.2917948717948718,2.500052662924152,2.1000526629241523,12.763984596924919,0.0001164280463679795,0.20456104373277048,-1.350172644788041,1.3502890728344092
r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,spatial_flow_belief_memory_h3,3,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,10.0,0.9090909090909091,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,10.0,0.9090909090909091,1.0,0.09090909090909091,4.0,0.36363636363636365,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,14.430087643970309,0.0,1.04,0.2981818181818182,1.449373479330541,1.049373479330541,1.0028149166975822,0.020949647387895065,0.371119258927871,-1.1321093079136975,1.1530589553015924
r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,spatial_flow_belief_memory_h30,30,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,26.0,0.6666666666666666,28.0,0.717948717948718,0.0,0.0,26.0,0.6666666666666666,4.0,0.10256410256410256,0.0,0.0,39.0,1.0,4.0,0.10256410256410256,7.0,0.1794871794871795,5.0,0.1282051282051282,7.0,0.1794871794871795,5.0,0.1282051282051282,28.0,0.717948717948718,25.0,0.6410256410256411,3.0,0.07692307692307693,3.0,0.07692307692307693,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,57.98832633096788,120.0,0.9764102564102564,0.2917948717948718,2.5000783876525396,2.1000783876525397,12.763984596924919,0.0001164280463679795,0.20453500348298823,-1.3501469200596536,1.3502633481060216
r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,spatial_flow_belief_memory_h30,30,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,10.0,0.9090909090909091,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,10.0,0.9090909090909091,1.0,0.09090909090909091,4.0,0.36363636363636365,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,14.430087643970309,0.0,1.04,0.2981818181818182,1.449373479330541,1.049373479330541,1.0028149166975822,0.020949647387895065,0.371119258927871,-1.1321093079136975,1.1530589553015924
