comparison_type,environment_block_id,library_size_case_id,outer_case_index,common_final_launch_key,policy_id,baseline_policy_id,history_length,launch_score,baseline_launch_score,delta_launch_score,accumulated_selected_score,baseline_accumulated_selected_score,delta_accumulated_selected_score,executed_selected_decision_count,baseline_executed_selected_decision_count,mission_success_delta,safe_success_delta,hard_failure_delta,no_viable_primitive_delta,claim_status
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,20,r10_changed_final_0020,spatial_flow_belief_memory_h10,no_memory_baseline,10,0.0,0.0,0.0,11.155088153627256,10.638993777701724,0.5160943759255314,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,22,r10_changed_final_0022,spatial_flow_belief_memory_h10,no_memory_baseline,10,120.02013441487726,120.02013090220115,3.512676116201874e-06,11.444748929271212,10.982860411523152,0.4618885177480596,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,19,r10_changed_final_0019,spatial_flow_belief_memory_h10,no_memory_baseline,10,158.5376420551387,158.62652127870996,-0.08887922357126854,13.281240687556496,12.487979101400922,0.7932615861555732,15,15,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,30,r10_changed_final_0030,spatial_flow_belief_memory_h10,no_memory_baseline,10,120.0,120.0,0.0,11.55907003441183,11.12641663715196,0.4326533972598696,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,17,r10_changed_final_0017,spatial_flow_belief_memory_h10,no_memory_baseline,10,-100.0,-100.0,0.0,9.968170815191645,9.597336395382229,0.370834419809416,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,13,r10_changed_final_0013,spatial_flow_belief_memory_h10,no_memory_baseline,10,129.99311612216303,129.99311612216303,0.0,13.639769957490094,13.13628011117576,0.5034898463143342,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,25,r10_changed_final_0025,spatial_flow_belief_memory_h10,no_memory_baseline,10,115.70142256811032,115.70142256811032,0.0,13.939333937183568,13.42988022359099,0.5094537135925776,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,21,r10_changed_final_0021,spatial_flow_belief_memory_h10,no_memory_baseline,10,120.02586319489345,120.02586319489345,0.0,14.23156949545563,13.840175021785914,0.3913944736697168,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,29,r10_changed_final_0029,spatial_flow_belief_memory_h10,no_memory_baseline,10,-100.0,-100.0,0.0,8.160008768357581,7.7971414545545725,0.36286731380300896,7,7,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,32,r10_changed_final_0032,spatial_flow_belief_memory_h10,no_memory_baseline,10,130.78067395672667,130.78067395672667,0.0,14.293170808642868,13.827026337849722,0.4661444707931466,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,40,r10_changed_final_0040,spatial_flow_belief_memory_h10,no_memory_baseline,10,0.0,0.0,0.0,3.486467426036412,3.0808230310615223,0.4056443949748898,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,33,r10_changed_final_0033,spatial_flow_belief_memory_h10,no_memory_baseline,10,120.08320669287961,120.08320669287961,0.0,10.5967452919735,10.221778109426978,0.3749671825465217,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,36,r10_changed_final_0036,spatial_flow_belief_memory_h10,no_memory_baseline,10,127.09676363867727,127.09676363867727,0.0,10.819145373929825,10.383458446723296,0.4356869272065289,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,24,r10_changed_final_0024,spatial_flow_belief_memory_h10,no_memory_baseline,10,-40.0,-40.0,0.0,0.0,0.0,0.0,18,18,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,45,r10_changed_final_0045,spatial_flow_belief_memory_h10,no_memory_baseline,10,120.0,120.0,0.0,11.840977787263904,11.37260995190791,0.4683678353559948,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,41,r10_changed_final_0041,spatial_flow_belief_memory_h10,no_memory_baseline,10,-100.0,-100.0,0.0,9.654342112975515,9.09720538374687,0.5571367292286453,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,37,r10_changed_final_0037,spatial_flow_belief_memory_h10,no_memory_baseline,10,0.0,0.0,0.0,11.23812122783519,10.684519255288183,0.5536019725470069,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,34,r10_changed_final_0034,spatial_flow_belief_memory_h10,no_memory_baseline,10,130.42910260703468,130.42910260703468,0.0,11.5230756993858,11.080176416349726,0.4428992830360734,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,46,r10_changed_final_0046,spatial_flow_belief_memory_h10,no_memory_baseline,10,0.0,0.0,0.0,2.959217031602847,2.546100407193933,0.4131166244089144,7,7,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,42,r10_changed_final_0042,spatial_flow_belief_memory_h10,no_memory_baseline,10,135.39530940754292,135.39530940754292,0.0,13.774199443286992,13.253456249176095,0.5207431941108975,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,47,r10_changed_final_0047,spatial_flow_belief_memory_h10,no_memory_baseline,10,0.0,0.0,0.0,4.901248172536551,4.529939233727063,0.3713089388094879,7,7,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,39,r10_changed_final_0039,spatial_flow_belief_memory_h10,no_memory_baseline,10,-100.0,-100.0,0.0,9.939329275621285,9.373541379558642,0.565787896062643,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,43,r10_changed_final_0043,spatial_flow_belief_memory_h10,no_memory_baseline,10,139.81059059751533,139.81059059751533,0.0,12.380987170439916,11.997943653115872,0.38304351732404385,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,38,r10_changed_final_0038,spatial_flow_belief_memory_h10,no_memory_baseline,10,0.0,0.0,0.0,6.168808628448381,5.46485409614027,0.7039545323081109,12,12,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,48,r10_changed_final_0048,spatial_flow_belief_memory_h10,no_memory_baseline,10,127.21841827066574,127.21841827066574,0.0,12.128347804043958,11.65563509401461,0.47271271002934867,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,44,r10_changed_final_0044,spatial_flow_belief_memory_h10,no_memory_baseline,10,125.66435325391743,125.66435325391743,0.0,13.39934254220692,12.796436588664626,0.6029059535422938,13,13,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,49,r10_changed_final_0049,spatial_flow_belief_memory_h10,no_memory_baseline,10,-100.0,-100.0,0.0,9.473210675474997,9.00872130397346,0.46448937150153746,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,0,r10_changed_final_0000,spatial_flow_belief_memory_h30,no_memory_baseline,30,0.0,0.0,0.0,6.79178170562675,6.254688520013964,0.5370931856127861,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,5,r10_changed_final_0005,spatial_flow_belief_memory_h30,no_memory_baseline,30,120.0,120.0,0.0,12.284061435082725,11.861277254944358,0.4227841801383665,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,10,r10_changed_final_0010,spatial_flow_belief_memory_h30,no_memory_baseline,30,-40.0,-40.0,0.0,0.0,0.0,0.0,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,1,r10_changed_final_0001,spatial_flow_belief_memory_h30,no_memory_baseline,30,116.90693324818359,116.90693324818359,0.0,13.491421344479397,12.95459168784105,0.5368296566383464,12,12,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,11,r10_changed_final_0011,spatial_flow_belief_memory_h30,no_memory_baseline,30,113.24198801404307,113.24198801404307,0.0,16.580697151031632,16.00016554836186,0.5805316026697724,12,12,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,6,r10_changed_final_0006,spatial_flow_belief_memory_h30,no_memory_baseline,30,123.57915506174014,123.57915506174014,0.0,11.575016442571515,11.157019986378915,0.4179964561926006,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,2,r10_changed_final_0002,spatial_flow_belief_memory_h30,no_memory_baseline,30,-50.0,-50.0,0.0,9.349124813681033,9.080443310247837,0.2686815034331964,6,6,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,15,r10_changed_final_0015,spatial_flow_belief_memory_h30,no_memory_baseline,30,117.53515669530208,117.53515669530208,0.0,13.762329785847331,13.376236180838465,0.3860936050088668,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,12,r10_changed_final_0012,spatial_flow_belief_memory_h30,no_memory_baseline,30,-50.0,-50.0,0.0,8.015554266582408,7.551975726343663,0.46357854023874445,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,7,r10_changed_final_0007,spatial_flow_belief_memory_h30,no_memory_baseline,30,0.0,0.0,0.0,3.940108039207102,3.372128462791751,0.5679795764153508,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,3,r10_changed_final_0003,spatial_flow_belief_memory_h30,no_memory_baseline,30,121.99039500430337,122.01070639913351,-0.02031139483014499,12.343554285344702,12.704420758675212,-0.3608664733305105,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,4,r10_changed_final_0004,spatial_flow_belief_memory_h30,no_memory_baseline,30,-100.0,-100.0,0.0,5.943102576805191,5.417897282719935,0.5252052940852554,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,16,r10_changed_final_0016,spatial_flow_belief_memory_h30,no_memory_baseline,30,120.00295043944593,120.00295043944593,0.0,10.481529848654404,10.05076776163083,0.43076208702357377,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,9,r10_changed_final_0009,spatial_flow_belief_memory_h30,no_memory_baseline,30,-100.0,-100.0,0.0,10.37653532746215,10.011792023456003,0.3647433040061472,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,8,r10_changed_final_0008,spatial_flow_belief_memory_h30,no_memory_baseline,30,132.5763903012616,132.5763903012616,0.0,11.605546466072912,11.168168513564098,0.4373779525088146,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,17,r10_changed_final_0017,spatial_flow_belief_memory_h30,no_memory_baseline,30,-100.0,-100.0,0.0,9.96843662557344,9.597336395382229,0.3711002301912121,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,20,r10_changed_final_0020,spatial_flow_belief_memory_h30,no_memory_baseline,30,0.0,0.0,0.0,11.158143281263301,10.638993777701724,0.519149503561577,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,25,r10_changed_final_0025,spatial_flow_belief_memory_h30,no_memory_baseline,30,115.70142256811032,115.70142256811032,0.0,13.926138174723613,13.42988022359099,0.4962579511326233,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,14,r10_changed_final_0014,spatial_flow_belief_memory_h30,no_memory_baseline,30,-100.0,-100.0,0.0,12.587257598223038,11.945992993313842,0.6412646049091961,13,13,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,18,r10_changed_final_0018,spatial_flow_belief_memory_h30,no_memory_baseline,30,0.0,0.0,0.0,9.83355328818419,9.307354206068084,0.526199082116106,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,21,r10_changed_final_0021,spatial_flow_belief_memory_h30,no_memory_baseline,30,120.02586319489345,120.02586319489345,0.0,14.231224649716744,13.840175021785914,0.39104962793082976,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,30,r10_changed_final_0030,spatial_flow_belief_memory_h30,no_memory_baseline,30,120.0,120.0,0.0,11.556556548737285,11.12641663715196,0.43013991158532505,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,13,r10_changed_final_0013,spatial_flow_belief_memory_h30,no_memory_baseline,30,129.99311612216303,129.99311612216303,0.0,13.638760808727083,13.13628011117576,0.5024806975513236,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,26,r10_changed_final_0026,spatial_flow_belief_memory_h30,no_memory_baseline,30,131.60451528106682,131.60451528106682,0.0,13.167311344049233,12.824415505890562,0.34289583815867175,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,22,r10_changed_final_0022,spatial_flow_belief_memory_h30,no_memory_baseline,30,120.02013441487726,120.02013090220115,3.512676116201874e-06,11.444759933368674,10.982860411523152,0.4618995218455222,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,23,r10_changed_final_0023,spatial_flow_belief_memory_h30,no_memory_baseline,30,-40.0,-40.0,0.0,0.0,0.0,0.0,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,27,r10_changed_final_0027,spatial_flow_belief_memory_h30,no_memory_baseline,30,120.04154656002753,120.04154656002753,0.0,13.297811345070105,12.716583272559022,0.5812280725110828,12,12,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,31,r10_changed_final_0031,spatial_flow_belief_memory_h30,no_memory_baseline,30,120.00263038529981,120.00263038529981,0.0,14.869500021189253,14.458700609001044,0.4107994121882097,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,19,r10_changed_final_0019,spatial_flow_belief_memory_h30,no_memory_baseline,30,158.5376420551387,158.62652127870996,-0.08887922357126854,13.28261256092846,12.487979101400922,0.7946334595275371,15,15,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,28,r10_changed_final_0028,spatial_flow_belief_memory_h30,no_memory_baseline,30,121.08794747802281,121.08794747802281,0.0,11.86522722405276,11.432245958881493,0.4329812651712661,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,35,r10_changed_final_0035,spatial_flow_belief_memory_h30,no_memory_baseline,30,0.0,0.0,0.0,7.8129092084597485,7.249943775037843,0.5629654334219056,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,29,r10_changed_final_0029,spatial_flow_belief_memory_h30,no_memory_baseline,30,-100.0,-100.0,0.0,8.16474699789158,7.7971414545545725,0.36760554333700757,7,7,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,32,r10_changed_final_0032,spatial_flow_belief_memory_h30,no_memory_baseline,30,130.78067395672667,130.78067395672667,0.0,14.304386891527049,13.827026337849722,0.4773605536773271,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,36,r10_changed_final_0036,spatial_flow_belief_memory_h30,no_memory_baseline,30,127.09676363867727,127.09676363867727,0.0,10.81912414331604,10.383458446723296,0.43566569659274457,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,40,r10_changed_final_0040,spatial_flow_belief_memory_h30,no_memory_baseline,30,0.0,0.0,0.0,3.4997444400070883,3.0808230310615223,0.41892140894556595,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,24,r10_changed_final_0024,spatial_flow_belief_memory_h30,no_memory_baseline,30,-40.0,-40.0,0.0,0.0,0.0,0.0,18,18,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,33,r10_changed_final_0033,spatial_flow_belief_memory_h30,no_memory_baseline,30,120.08320669287961,120.08320669287961,0.0,10.596886983764517,10.221778109426978,0.37510887433753837,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,41,r10_changed_final_0041,spatial_flow_belief_memory_h30,no_memory_baseline,30,-100.0,-100.0,0.0,9.65396087660441,9.09720538374687,0.5567554928575404,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,37,r10_changed_final_0037,spatial_flow_belief_memory_h30,no_memory_baseline,30,0.0,0.0,0.0,11.238076344575616,10.684519255288183,0.5535570892874322,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,45,r10_changed_final_0045,spatial_flow_belief_memory_h30,no_memory_baseline,30,120.0,120.0,0.0,11.841012572100912,11.37260995190791,0.46840262019300205,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,34,r10_changed_final_0034,spatial_flow_belief_memory_h30,no_memory_baseline,30,130.42910260703468,130.42910260703468,0.0,11.519302441286637,11.080176416349726,0.4391260249369111,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,5,r10_changed_final_0005,spatial_flow_belief_memory_h3,no_memory_baseline,3,120.0,120.0,0.0,12.291329449612356,11.865727826940944,0.42560162267141166,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,1,r10_changed_final_0001,spatial_flow_belief_memory_h3,no_memory_baseline,3,117.77669809871529,118.09736009495197,-0.3206619962366801,13.584227530329743,13.019256710484866,0.5649708198448771,12,12,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,0,r10_changed_final_0000,spatial_flow_belief_memory_h3,no_memory_baseline,3,0.0,0.0,0.0,6.806784573129722,6.286330817491464,0.5204537556382576,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,2,r10_changed_final_0002,spatial_flow_belief_memory_h3,no_memory_baseline,3,-50.0,-50.0,0.0,9.66808227172929,9.400855408623736,0.2672268631055541,6,6,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,3,r10_changed_final_0003,spatial_flow_belief_memory_h3,no_memory_baseline,3,122.01070639913351,122.01070639913351,0.0,13.150423133914943,12.704420758675212,0.44600237523973085,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,6,r10_changed_final_0006,spatial_flow_belief_memory_h3,no_memory_baseline,3,123.56518252364657,123.56518252364657,0.0,11.594121772175294,11.172322857807389,0.42179891436790484,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,4,r10_changed_final_0004,spatial_flow_belief_memory_h3,no_memory_baseline,3,-40.0,-40.0,0.0,0.0,0.0,0.0,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,10,r10_changed_final_0010,spatial_flow_belief_memory_h3,no_memory_baseline,3,-40.0,-40.0,0.0,0.0,0.0,0.0,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,39,r10_changed_final_0039,spatial_flow_belief_memory_h30,no_memory_baseline,30,-100.0,-100.0,0.0,9.939406483678836,9.373541379558642,0.5658651041201939,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,46,r10_changed_final_0046,spatial_flow_belief_memory_h30,no_memory_baseline,30,0.0,0.0,0.0,2.966455775551029,2.546100407193933,0.4203553683570962,7,7,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,7,r10_changed_final_0007,spatial_flow_belief_memory_h3,no_memory_baseline,3,0.0,0.0,0.0,3.9658514116881523,3.4117264958752394,0.5541249158129129,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,11,r10_changed_final_0011,spatial_flow_belief_memory_h3,no_memory_baseline,3,113.22355294166204,113.22355294166204,0.0,16.692185773843214,16.144840956152162,0.5473448176910516,12,12,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,8,r10_changed_final_0008,spatial_flow_belief_memory_h3,no_memory_baseline,3,132.56062835715045,132.56062835715045,0.0,11.61479693427258,11.176404859249105,0.438392075023474,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,9,r10_changed_final_0009,spatial_flow_belief_memory_h3,no_memory_baseline,3,-100.0,-100.0,0.0,10.379344630301844,10.016762247189243,0.36258238311260094,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,15,r10_changed_final_0015,spatial_flow_belief_memory_h3,no_memory_baseline,3,117.53515669530208,117.53515669530208,0.0,13.763164112351129,13.376236180838465,0.38692793151266436,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,12,r10_changed_final_0012,spatial_flow_belief_memory_h3,no_memory_baseline,3,-50.0,-50.0,0.0,9.369845393724999,8.917271060324516,0.4525743334004826,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,super_light_cluster,16,r10_changed_final_0016,spatial_flow_belief_memory_h3,no_memory_baseline,3,120.002950718318,120.002950718318,0.0,10.485343919409708,10.054901484618552,0.4304424347911553,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,light_cluster,42,r10_changed_final_0042,spatial_flow_belief_memory_h30,no_memory_baseline,30,135.39530940754292,135.39530940754292,0.0,13.775317011245601,13.253456249176095,0.5218607620695064,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
