comparison_type,environment_block_id,library_size_case_id,outer_case_index,common_final_launch_key,policy_id,baseline_policy_id,history_length,launch_score,baseline_launch_score,delta_launch_score,accumulated_selected_score,baseline_accumulated_selected_score,delta_accumulated_selected_score,executed_selected_decision_count,baseline_executed_selected_decision_count,mission_success_delta,safe_success_delta,hard_failure_delta,no_viable_primitive_delta,claim_status
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,1,r10_changed_final_0001,spatial_flow_belief_memory_h3,no_memory_baseline,3,115.6390445766492,115.6390445766492,0.0,13.537479180250479,13.004200588331503,0.5332785919189753,12,12,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,0,r10_changed_final_0000,spatial_flow_belief_memory_h3,no_memory_baseline,3,-40.0,-40.0,0.0,0.0,0.0,0.0,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,5,r10_changed_final_0005,spatial_flow_belief_memory_h3,no_memory_baseline,3,120.0,120.0,0.0,13.051108236592626,12.626958338728366,0.4241498978642593,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,17,r10_changed_final_0017,spatial_flow_belief_memory_h3,no_memory_baseline,3,-40.0,-40.0,0.0,0.0,0.0,0.0,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,7,r10_changed_final_0007,spatial_flow_belief_memory_h3,no_memory_baseline,3,-40.0,-40.0,0.0,0.0,0.0,0.0,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,14,r10_changed_final_0014,spatial_flow_belief_memory_h3,no_memory_baseline,3,-100.0,-100.0,0.0,12.538778880746138,11.927186626488627,0.611592254257511,13,13,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,22,r10_changed_final_0022,spatial_flow_belief_memory_h3,no_memory_baseline,3,119.78412681491707,119.78412681491707,0.0,10.76973803243644,10.282501118292988,0.4872369141434518,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,15,r10_changed_final_0015,spatial_flow_belief_memory_h3,no_memory_baseline,3,-100.0,-100.0,0.0,10.115553418337784,9.791825320002665,0.32372809833511873,7,7,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,16,r10_changed_final_0016,spatial_flow_belief_memory_h3,no_memory_baseline,3,120.0028683163461,120.0028683163461,0.0,9.733874151840965,9.270967205710262,0.46290694613070293,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,25,r10_changed_final_0025,spatial_flow_belief_memory_h3,no_memory_baseline,3,-100.0,-100.0,0.0,8.376407866029924,7.935818483937914,0.4405893820920097,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,2,r10_changed_final_0002,spatial_flow_belief_memory_h3,no_memory_baseline,3,-50.0,-50.0,0.0,8.289434651962706,8.020959667584806,0.2684749843778995,6,6,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,21,r10_changed_final_0021,spatial_flow_belief_memory_h3,no_memory_baseline,3,120.02587743834299,120.02587743834299,0.0,14.237424531654042,13.839707320801327,0.39771721085271494,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,18,r10_changed_final_0018,spatial_flow_belief_memory_h3,no_memory_baseline,3,0.0,0.0,0.0,9.966970929695782,9.43184966254757,0.5351212671482113,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,3,r10_changed_final_0003,spatial_flow_belief_memory_h3,no_memory_baseline,3,122.62957916236873,122.62957916236873,0.0,13.121909899345683,12.683141759452427,0.4387681398932557,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,12,r10_changed_final_0012,spatial_flow_belief_memory_h3,no_memory_baseline,3,-50.0,-50.0,0.0,9.197659555046979,8.726638225123448,0.47102132992353063,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,4,r10_changed_final_0004,spatial_flow_belief_memory_h3,no_memory_baseline,3,-100.0,-100.0,0.0,6.057471798301017,5.583528108091949,0.4739436902090679,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,11,r10_changed_final_0011,spatial_flow_belief_memory_h3,no_memory_baseline,3,113.65762526415388,113.65762526415388,0.0,17.908332266979784,17.35015747442658,0.5581747925532028,12,12,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,8,r10_changed_final_0008,spatial_flow_belief_memory_h3,no_memory_baseline,3,133.5429800993917,133.5429800993917,0.0,11.549479979964806,11.121013155397703,0.42846682456710283,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,9,r10_changed_final_0009,spatial_flow_belief_memory_h3,no_memory_baseline,3,-100.0,-100.0,0.0,10.350910083774824,9.990309035055065,0.36060104871975973,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,23,r10_changed_final_0023,spatial_flow_belief_memory_h3,no_memory_baseline,3,-100.0,-100.0,0.0,12.190858104007395,11.771707484399588,0.419150619607807,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,30,r10_changed_final_0030,spatial_flow_belief_memory_h3,no_memory_baseline,3,120.0,120.0,0.0,10.818093520887288,10.396676929140826,0.4214165917464623,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,10,r10_changed_final_0010,spatial_flow_belief_memory_h3,no_memory_baseline,3,-100.0,-100.0,0.0,9.23702514900649,8.821873972002749,0.41515117700374127,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,6,r10_changed_final_0006,spatial_flow_belief_memory_h3,no_memory_baseline,3,120.24011791917894,120.24011791917894,0.0,11.510025198270084,11.091905042826737,0.41812015544334713,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,20,r10_changed_final_0020,spatial_flow_belief_memory_h3,no_memory_baseline,3,0.0,0.0,0.0,11.684477850329737,11.207638106117198,0.4768397442125387,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,13,r10_changed_final_0013,spatial_flow_belief_memory_h3,no_memory_baseline,3,127.75768293959914,127.75768293959914,0.0,13.640748143306775,13.133077172854208,0.5076709704525673,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,19,r10_changed_final_0019,spatial_flow_belief_memory_h3,no_memory_baseline,3,158.2675959771103,158.2675959771103,0.0,14.154453448387562,13.30967471097684,0.8447787374107225,17,17,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,31,r10_changed_final_0031,spatial_flow_belief_memory_h3,no_memory_baseline,3,120.0022677400586,120.0022677400586,0.0,12.367503044805533,11.921298044314767,0.4462050004907656,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,35,r10_changed_final_0035,spatial_flow_belief_memory_h3,no_memory_baseline,3,0.0,0.0,0.0,8.219234375907005,7.633344308661062,0.5858900672459431,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,24,r10_changed_final_0024,spatial_flow_belief_memory_h3,no_memory_baseline,3,-100.0,-100.0,0.0,15.057330235686308,14.390800721133752,0.6665295145525558,14,14,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,28,r10_changed_final_0028,spatial_flow_belief_memory_h3,no_memory_baseline,3,121.55442872087035,121.55442872087035,0.0,11.834611846785469,11.410624139860944,0.4239877069245246,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,27,r10_changed_final_0027,spatial_flow_belief_memory_h3,no_memory_baseline,3,119.305741361507,119.305741361507,0.0,11.913035451289126,11.392607337490928,0.5204281137981983,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,29,r10_changed_final_0029,spatial_flow_belief_memory_h3,no_memory_baseline,3,-100.0,-100.0,0.0,6.377525366148789,6.050024727289868,0.327500638858921,6,6,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,36,r10_changed_final_0036,spatial_flow_belief_memory_h3,no_memory_baseline,3,126.70954104073274,126.70954104073274,0.0,10.752947161730118,10.347317124508947,0.4056300372211705,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,40,r10_changed_final_0040,spatial_flow_belief_memory_h3,no_memory_baseline,3,0.0,0.0,0.0,3.646567615680665,3.235596301982862,0.4109713136978028,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,45,r10_changed_final_0045,spatial_flow_belief_memory_h3,no_memory_baseline,3,120.0,120.0,0.0,11.810589998538655,11.3048814295423,0.5057085689963543,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,26,r10_changed_final_0026,spatial_flow_belief_memory_h3,no_memory_baseline,3,131.59696541674197,131.59696541674197,0.0,13.164978744583424,12.822063901369877,0.34291484321354737,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,37,r10_changed_final_0037,spatial_flow_belief_memory_h3,no_memory_baseline,3,-40.0,-40.0,0.0,0.0,0.0,0.0,13,13,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,41,r10_changed_final_0041,spatial_flow_belief_memory_h3,no_memory_baseline,3,-100.0,-100.0,0.0,8.500230265419889,7.965884811192893,0.5343454542269956,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,33,r10_changed_final_0033,spatial_flow_belief_memory_h3,no_memory_baseline,3,120.1390050205499,120.1390050205499,0.0,9.225378845000211,8.821313237611088,0.4040656073891231,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,46,r10_changed_final_0046,spatial_flow_belief_memory_h3,no_memory_baseline,3,0.0,0.0,0.0,3.064840185296368,2.6527548496910938,0.41208533560527405,7,7,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,34,r10_changed_final_0034,spatial_flow_belief_memory_h3,no_memory_baseline,3,129.00155485524755,129.00155485524755,0.0,11.457063173023025,11.044170880616587,0.412892292406438,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,47,r10_changed_final_0047,spatial_flow_belief_memory_h3,no_memory_baseline,3,0.0,0.0,0.0,4.729082860539377,4.30011893293736,0.42896392760201696,7,7,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,42,r10_changed_final_0042,spatial_flow_belief_memory_h3,no_memory_baseline,3,134.69576924576472,134.69576924576472,0.0,13.101127385493507,12.566239771124817,0.5348876143686905,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,43,r10_changed_final_0043,spatial_flow_belief_memory_h3,no_memory_baseline,3,138.91169797246587,138.91169797246587,0.0,10.961575265786484,10.532779553305025,0.42879571248145965,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,38,r10_changed_final_0038,spatial_flow_belief_memory_h3,no_memory_baseline,3,0.0,0.0,0.0,5.295683227931019,4.550065037996457,0.7456181899345626,13,13,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,32,r10_changed_final_0032,spatial_flow_belief_memory_h3,no_memory_baseline,3,130.89988196609775,130.89988196609775,0.0,12.158112212881075,11.661543692504726,0.4965685203763499,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,0,r10_changed_final_0000,spatial_flow_belief_memory_h10,no_memory_baseline,10,-40.0,-40.0,0.0,0.0,0.0,0.0,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,48,r10_changed_final_0048,spatial_flow_belief_memory_h3,no_memory_baseline,3,127.20697795039861,127.20697795039861,0.0,11.404611331283217,10.94422201505196,0.46038931623125734,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,44,r10_changed_final_0044,spatial_flow_belief_memory_h3,no_memory_baseline,3,126.05552258648945,126.05552258648945,0.0,11.885010374740018,11.301295289197377,0.5837150855426412,12,12,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,5,r10_changed_final_0005,spatial_flow_belief_memory_h10,no_memory_baseline,10,120.0,120.0,0.0,13.052515145965952,12.626958338728366,0.4255568072375855,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,39,r10_changed_final_0039,spatial_flow_belief_memory_h3,no_memory_baseline,3,-100.0,-100.0,0.0,9.970467814722367,9.399531000364124,0.5709368143582427,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,10,r10_changed_final_0010,spatial_flow_belief_memory_h10,no_memory_baseline,10,-100.0,-100.0,0.0,9.23639722653552,8.821873972002749,0.41452325453277084,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,1,r10_changed_final_0001,spatial_flow_belief_memory_h10,no_memory_baseline,10,115.6390445766492,115.6390445766492,0.0,13.541036853101891,13.004200588331503,0.5368362647703879,12,12,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,49,r10_changed_final_0049,spatial_flow_belief_memory_h3,no_memory_baseline,3,-100.0,-100.0,0.0,14.577180440459998,14.095131163535726,0.4820492769242719,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,15,r10_changed_final_0015,spatial_flow_belief_memory_h10,no_memory_baseline,10,-100.0,-100.0,0.0,10.117248688657455,9.791825320002665,0.32542336865478916,7,7,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,6,r10_changed_final_0006,spatial_flow_belief_memory_h10,no_memory_baseline,10,120.24011791917894,120.24011791917894,0.0,11.510877224891496,11.091905042826737,0.41897218206475983,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,2,r10_changed_final_0002,spatial_flow_belief_memory_h10,no_memory_baseline,10,-50.0,-50.0,0.0,8.289193878176617,8.020959667584806,0.2682342105918103,6,6,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,11,r10_changed_final_0011,spatial_flow_belief_memory_h10,no_memory_baseline,10,113.65762526415388,113.65762526415388,0.0,17.905977275789148,17.35015747442658,0.555819801362567,12,12,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,16,r10_changed_final_0016,spatial_flow_belief_memory_h10,no_memory_baseline,10,120.0028683163461,120.0028683163461,0.0,9.733821065187954,9.270967205710262,0.46285385947769164,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,7,r10_changed_final_0007,spatial_flow_belief_memory_h10,no_memory_baseline,10,-40.0,-40.0,0.0,0.0,0.0,0.0,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,3,r10_changed_final_0003,spatial_flow_belief_memory_h10,no_memory_baseline,10,122.62957916236873,122.62957916236873,0.0,13.12172636528399,12.683141759452427,0.4385846058315632,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,20,r10_changed_final_0020,spatial_flow_belief_memory_h10,no_memory_baseline,10,0.0,0.0,0.0,11.684411046910729,11.207638106117198,0.4767729407935306,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,12,r10_changed_final_0012,spatial_flow_belief_memory_h10,no_memory_baseline,10,-50.0,-50.0,0.0,9.197728150323142,8.726638225123448,0.47108992519969384,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,4,r10_changed_final_0004,spatial_flow_belief_memory_h10,no_memory_baseline,10,-100.0,-100.0,0.0,6.059770250293427,5.583528108091949,0.4762421422014782,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,8,r10_changed_final_0008,spatial_flow_belief_memory_h10,no_memory_baseline,10,133.5429800993917,133.5429800993917,0.0,11.549478933806634,11.121013155397703,0.4284657784089312,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,17,r10_changed_final_0017,spatial_flow_belief_memory_h10,no_memory_baseline,10,-40.0,-40.0,0.0,0.0,0.0,0.0,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,25,r10_changed_final_0025,spatial_flow_belief_memory_h10,no_memory_baseline,10,-100.0,-100.0,0.0,8.381772092331486,7.935818483937914,0.44595360839357223,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,9,r10_changed_final_0009,spatial_flow_belief_memory_h10,no_memory_baseline,10,-100.0,-100.0,0.0,10.352200733859735,9.990309035055065,0.361891698804671,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,21,r10_changed_final_0021,spatial_flow_belief_memory_h10,no_memory_baseline,10,120.02587743834299,120.02587743834299,0.0,14.238414283604705,13.839707320801327,0.39870696280337725,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,13,r10_changed_final_0013,spatial_flow_belief_memory_h10,no_memory_baseline,10,127.75768293959914,127.75768293959914,0.0,13.649380595094602,13.133077172854208,0.5163034222403944,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,30,r10_changed_final_0030,spatial_flow_belief_memory_h10,no_memory_baseline,10,120.0,120.0,0.0,10.818060359984809,10.396676929140826,0.4213834308439832,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,18,r10_changed_final_0018,spatial_flow_belief_memory_h10,no_memory_baseline,10,0.0,0.0,0.0,9.96417428724081,9.43184966254757,0.5323246246932403,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,26,r10_changed_final_0026,spatial_flow_belief_memory_h10,no_memory_baseline,10,131.59696541674197,131.59696541674197,0.0,13.164753667369487,12.822063901369877,0.34268976599961043,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,22,r10_changed_final_0022,spatial_flow_belief_memory_h10,no_memory_baseline,10,119.78412681491707,119.78412681491707,0.0,10.770322524036244,10.282501118292988,0.48782140574325616,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,23,r10_changed_final_0023,spatial_flow_belief_memory_h10,no_memory_baseline,10,-100.0,-100.0,0.0,12.189587948755063,11.771707484399588,0.4178804643554752,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,14,r10_changed_final_0014,spatial_flow_belief_memory_h10,no_memory_baseline,10,-100.0,-100.0,0.0,12.538442241475204,11.927186626488627,0.6112556149865771,13,13,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,31,r10_changed_final_0031,spatial_flow_belief_memory_h10,no_memory_baseline,10,120.0022677400586,120.0022677400586,0.0,12.367526504692904,11.921298044314767,0.446228460378137,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,35,r10_changed_final_0035,spatial_flow_belief_memory_h10,no_memory_baseline,10,0.0,0.0,0.0,8.219235187816007,7.633344308661062,0.5858908791549453,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,27,r10_changed_final_0027,spatial_flow_belief_memory_h10,no_memory_baseline,10,119.305741361507,119.305741361507,0.0,11.922035252119615,11.392607337490928,0.5294279146286875,11,11,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,28,r10_changed_final_0028,spatial_flow_belief_memory_h10,no_memory_baseline,10,121.55442872087035,121.55442872087035,0.0,11.832292202246663,11.410624139860944,0.4216680623857183,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,40,r10_changed_final_0040,spatial_flow_belief_memory_h10,no_memory_baseline,10,0.0,0.0,0.0,3.6573637259531164,3.235596301982862,0.42176742397025446,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,19,r10_changed_final_0019,spatial_flow_belief_memory_h10,no_memory_baseline,10,158.2675959771103,158.2675959771103,0.0,14.172563094650126,13.30967471097684,0.8628883836732868,17,17,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,36,r10_changed_final_0036,spatial_flow_belief_memory_h10,no_memory_baseline,10,126.70954104073274,126.70954104073274,0.0,10.752947139094786,10.347317124508947,0.4056300145858387,9,9,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,32,r10_changed_final_0032,spatial_flow_belief_memory_h10,no_memory_baseline,10,130.89988196609775,130.89988196609775,0.0,12.158550856582174,11.661543692504726,0.4970071640774485,10,10,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,33,r10_changed_final_0033,spatial_flow_belief_memory_h10,no_memory_baseline,10,120.1390050205499,120.1390050205499,0.0,9.2252336108076,8.821313237611088,0.4039203731965113,8,8,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
policy_vs_no_memory_baseline,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,29,r10_changed_final_0029,spatial_flow_belief_memory_h10,no_memory_baseline,10,-100.0,-100.0,0.0,6.374735615210822,6.050024727289868,0.32471088792095415,6,6,0,0,0,0,posthoc_score_delta_audit_not_runtime_control
