library_size_case_id,primitive_id,transition_entry_class,start_state_family,candidate_rows,viable_rows
balanced_cluster,energy_retaining_bank,launch_gate,launch_gate,253,253
balanced_cluster,glide,launch_gate,launch_gate,214,214
balanced_cluster,lift_dwell_arc,launch_gate,launch_gate,266,266
balanced_cluster,lift_entry,launch_gate,launch_gate,302,302
balanced_cluster,mild_turn_left,launch_gate,launch_gate,274,274
balanced_cluster,mild_turn_right,launch_gate,launch_gate,275,275
balanced_cluster,recovery,launch_gate,launch_gate,285,285
balanced_cluster,safe_exit_or_recovery_handoff,launch_gate,launch_gate,213,213
heavy_cluster,energy_retaining_bank,launch_gate,launch_gate,132,132
heavy_cluster,glide,launch_gate,launch_gate,136,136
heavy_cluster,lift_dwell_arc,launch_gate,launch_gate,140,140
heavy_cluster,lift_entry,launch_gate,launch_gate,144,144
heavy_cluster,mild_turn_left,launch_gate,launch_gate,160,160
heavy_cluster,mild_turn_right,launch_gate,launch_gate,116,116
heavy_cluster,recovery,launch_gate,launch_gate,172,172
heavy_cluster,safe_exit_or_recovery_handoff,launch_gate,launch_gate,144,144
light_cluster,energy_retaining_bank,launch_gate,launch_gate,246,246
light_cluster,glide,launch_gate,launch_gate,226,226
light_cluster,lift_dwell_arc,launch_gate,launch_gate,292,292
light_cluster,lift_entry,launch_gate,launch_gate,259,259
light_cluster,mild_turn_left,launch_gate,launch_gate,295,295
light_cluster,mild_turn_right,launch_gate,launch_gate,294,294
light_cluster,recovery,launch_gate,launch_gate,292,292
light_cluster,safe_exit_or_recovery_handoff,launch_gate,launch_gate,241,241
no_cluster_no_merge,energy_retaining_bank,launch_gate,launch_gate,244,244
no_cluster_no_merge,glide,launch_gate,launch_gate,299,299
no_cluster_no_merge,lift_dwell_arc,launch_gate,launch_gate,379,379
no_cluster_no_merge,lift_entry,launch_gate,launch_gate,254,254
no_cluster_no_merge,mild_turn_left,launch_gate,launch_gate,343,343
no_cluster_no_merge,mild_turn_right,launch_gate,launch_gate,421,421
no_cluster_no_merge,recovery,launch_gate,launch_gate,331,331
no_cluster_no_merge,safe_exit_or_recovery_handoff,launch_gate,launch_gate,266,266
super_light_cluster,energy_retaining_bank,launch_gate,launch_gate,263,263
super_light_cluster,glide,launch_gate,launch_gate,306,306
super_light_cluster,lift_dwell_arc,launch_gate,launch_gate,290,290
super_light_cluster,lift_entry,launch_gate,launch_gate,255,255
super_light_cluster,mild_turn_left,launch_gate,launch_gate,295,295
super_light_cluster,mild_turn_right,launch_gate,launch_gate,300,300
super_light_cluster,recovery,launch_gate,launch_gate,253,253
super_light_cluster,safe_exit_or_recovery_handoff,launch_gate,launch_gate,240,240
