episode_id,environment_block_id,library_size_case_id,outer_case_index,common_final_launch_key,policy_id,history_length,mission_success,front_wall_terminal_success,safe_success,full_safe_success,wrong_wall_exit,no_viable_primitive,hard_failure,floor_or_ceiling_violation,launch_score,selector_decision_count,executed_selected_decision_count,blocked_selector_decision_count,accumulated_selected_score,accumulated_base_library_score_component,accumulated_mission_score_component,accumulated_exploration_score_component,accumulated_memory_score_component,accumulated_calibrated_regime_mismatch_score_component,posthoc_score_source
r10_heavy_cluster_no_memory_baseline_final_0005,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,5,r10_changed_final_0005,no_memory_baseline,0,True,True,True,False,False,False,False,False,120.0,9,9.0,0.0,12.626958338728366,12.626958338728366,6.652011642919566,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0024,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,24,r10_changed_final_0024,no_memory_baseline,0,False,False,False,False,True,False,True,False,-100.0,14,14.0,0.0,14.390800721133752,14.390800721133752,9.60873125099302,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0011,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,11,r10_changed_final_0011,no_memory_baseline,0,True,True,True,False,False,False,False,False,113.65762526415388,12,12.0,0.0,17.35015747442658,17.35015747442658,8.945697749973125,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0001,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,1,r10_changed_final_0001,no_memory_baseline,0,True,True,True,False,False,False,False,False,115.6390445766492,12,12.0,0.0,13.004200588331503,13.004200588331503,8.058344011520957,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0013,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,13,r10_changed_final_0013,no_memory_baseline,0,True,True,True,False,False,False,False,False,127.75768293959914,11,11.0,0.0,13.133077172854208,13.133077172854208,7.85625472575713,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0017,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,17,r10_changed_final_0017,no_memory_baseline,0,False,False,False,False,False,True,False,False,-40.0,8,8.0,0.0,-inf,7.933177540062595,4.495826349854492,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0010,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,10,r10_changed_final_0010,no_memory_baseline,0,False,False,False,False,False,False,True,True,-100.0,8,8.0,0.0,8.821873972002749,8.821873972002749,4.59294798867427,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0006,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,6,r10_changed_final_0006,no_memory_baseline,0,True,True,True,False,False,False,False,False,120.24011791917894,9,9.0,0.0,11.091905042826737,11.091905042826737,6.550880749043955,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0004,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,4,r10_changed_final_0004,no_memory_baseline,0,False,False,False,False,False,False,True,True,-100.0,10,10.0,0.0,5.583528108091949,5.583528108091949,3.8519088779258848,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0020,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,20,r10_changed_final_0020,no_memory_baseline,0,False,False,False,False,False,False,False,False,0.0,10,10.0,0.0,11.207638106117198,11.207638106117198,5.872089380323544,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0008,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,8,r10_changed_final_0008,no_memory_baseline,0,True,True,True,False,False,False,False,False,133.5429800993917,9,9.0,0.0,11.121013155397703,11.121013155397703,6.500585051833438,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0003,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,3,r10_changed_final_0003,no_memory_baseline,0,True,True,True,False,False,False,False,False,122.62957916236873,9,9.0,0.0,12.683141759452427,12.683141759452427,6.643690151941197,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0016,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,16,r10_changed_final_0016,no_memory_baseline,0,True,True,True,False,False,False,False,False,120.0028683163461,9,9.0,0.0,9.270967205710262,9.270967205710262,5.750301595215277,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0027,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,27,r10_changed_final_0027,no_memory_baseline,0,True,True,True,False,False,False,False,False,119.305741361507,11,11.0,0.0,11.392607337490928,11.392607337490928,7.907676834733056,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0012,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,12,r10_changed_final_0012,no_memory_baseline,0,False,False,True,False,True,False,False,False,-50.0,9,9.0,0.0,8.726638225123448,8.726638225123448,4.011940489313577,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0026,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,26,r10_changed_final_0026,no_memory_baseline,0,True,True,True,False,False,False,False,False,131.59696541674197,8,8.0,0.0,12.822063901369877,12.822063901369877,7.121681189252716,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0002,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,2,r10_changed_final_0002,no_memory_baseline,0,False,False,True,False,True,False,False,False,-50.0,6,6.0,0.0,8.020959667584806,8.020959667584806,3.538095943001576,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0009,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,9,r10_changed_final_0009,no_memory_baseline,0,False,False,False,False,True,False,True,False,-100.0,8,8.0,0.0,9.990309035055065,9.990309035055065,6.3303267032835,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0015,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,15,r10_changed_final_0015,no_memory_baseline,0,False,False,False,False,False,False,True,True,-100.0,7,7.0,0.0,9.791825320002665,9.791825320002665,5.136323515483396,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0007,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,7,r10_changed_final_0007,no_memory_baseline,0,False,False,False,False,False,True,False,False,-40.0,11,11.0,0.0,-inf,3.5522150736795255,1.8521056492219756,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0025,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,25,r10_changed_final_0025,no_memory_baseline,0,False,False,False,False,False,False,True,True,-100.0,9,9.0,0.0,7.935818483937914,7.935818483937914,4.758135612919401,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0019,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,19,r10_changed_final_0019,no_memory_baseline,0,True,True,True,False,False,False,False,False,158.2675959771103,17,17.0,0.0,13.30967471097684,13.30967471097684,8.622782646464886,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0021,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,21,r10_changed_final_0021,no_memory_baseline,0,True,True,True,False,False,False,False,False,120.02587743834299,9,9.0,0.0,13.839707320801327,13.839707320801327,7.414208259251395,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0023,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,23,r10_changed_final_0023,no_memory_baseline,0,False,False,False,False,False,False,True,True,-100.0,9,9.0,0.0,11.771707484399588,11.771707484399588,5.623708319506785,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0000,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,0,r10_changed_final_0000,no_memory_baseline,0,False,False,False,False,False,True,False,False,-40.0,11,11.0,0.0,-inf,6.137780696990941,4.072703833744262,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0014,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,14,r10_changed_final_0014,no_memory_baseline,0,False,False,False,False,True,False,True,False,-100.0,13,13.0,0.0,11.927186626488627,11.927186626488627,7.322744747603032,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0018,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,18,r10_changed_final_0018,no_memory_baseline,0,False,False,False,False,False,False,False,False,0.0,11,11.0,0.0,9.43184966254757,9.43184966254757,5.999366446545068,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0029,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,29,r10_changed_final_0029,no_memory_baseline,0,False,False,False,False,False,False,True,True,-100.0,6,6.0,0.0,6.050024727289868,6.050024727289868,3.334871685967034,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0022,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,22,r10_changed_final_0022,no_memory_baseline,0,True,True,True,False,False,False,False,False,119.78412681491707,10,10.0,0.0,10.282501118292988,10.282501118292988,6.766841551720741,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0039,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,39,r10_changed_final_0039,no_memory_baseline,0,False,False,False,False,False,False,True,True,-100.0,11,11.0,0.0,9.399531000364124,9.399531000364124,5.967099141564636,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0049,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,49,r10_changed_final_0049,no_memory_baseline,0,False,False,False,False,False,False,True,True,-100.0,10,10.0,0.0,14.095131163535726,14.095131163535726,6.637486535711261,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0037,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,37,r10_changed_final_0037,no_memory_baseline,0,False,False,False,False,False,True,False,False,-40.0,13,13.0,0.0,-inf,16.458903574556835,8.013788226080266,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0040,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,40,r10_changed_final_0040,no_memory_baseline,0,False,False,False,False,False,False,False,False,0.0,8,8.0,0.0,3.235596301982862,3.235596301982862,1.2371265392172761,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0041,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,41,r10_changed_final_0041,no_memory_baseline,0,False,False,False,False,False,False,True,True,-100.0,10,10.0,0.0,7.965884811192893,7.965884811192893,4.8288214737900015,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0001,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,1,r10_changed_final_0001,spatial_flow_belief_memory_h3,3,True,True,True,False,False,False,False,False,115.6390445766492,12,12.0,0.0,13.537479180250479,13.004200588331503,8.058344011520957,0.0487273484157102,0.5332785919189742,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0031,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,31,r10_changed_final_0031,no_memory_baseline,0,True,True,True,False,False,False,False,False,120.0022677400586,9,9.0,0.0,11.921298044314767,11.921298044314767,6.605185245057243,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0042,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,42,r10_changed_final_0042,no_memory_baseline,0,True,True,True,False,False,False,False,False,134.69576924576472,11,11.0,0.0,12.566239771124817,12.566239771124817,7.996839706753887,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0028,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,28,r10_changed_final_0028,no_memory_baseline,0,True,True,True,False,False,False,False,False,121.55442872087035,9,9.0,0.0,11.410624139860944,11.410624139860944,6.550338174462216,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0036,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,36,r10_changed_final_0036,no_memory_baseline,0,True,True,True,False,False,False,False,False,126.70954104073274,9,9.0,0.0,10.347317124508947,10.347317124508947,6.594102644616235,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0000,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,0,r10_changed_final_0000,spatial_flow_belief_memory_h3,3,False,False,False,False,False,True,False,False,-40.0,11,11.0,0.0,-inf,6.137780696990941,4.072703833744262,0.0391874152876534,0.5624899389424077,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0043,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,43,r10_changed_final_0043,no_memory_baseline,0,True,True,True,False,False,False,False,False,138.91169797246587,9,9.0,0.0,10.532779553305025,10.532779553305025,6.535732185714499,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0035,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,35,r10_changed_final_0035,no_memory_baseline,0,False,False,False,False,False,False,False,False,0.0,11,11.0,0.0,7.633344308661062,7.633344308661062,4.336834103997402,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0044,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,44,r10_changed_final_0044,no_memory_baseline,0,True,True,True,False,False,False,False,False,126.05552258648945,12,12.0,0.0,11.301295289197377,11.301295289197377,7.934125940381506,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0030,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,30,r10_changed_final_0030,no_memory_baseline,0,True,True,True,False,False,False,False,False,120.0,9,9.0,0.0,10.396676929140826,10.396676929140826,5.826298329555324,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0034,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,34,r10_changed_final_0034,no_memory_baseline,0,True,True,True,False,False,False,False,False,129.00155485524755,9,9.0,0.0,11.044170880616587,11.044170880616587,6.614696035364323,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0045,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,45,r10_changed_final_0045,no_memory_baseline,0,True,True,True,False,False,False,False,False,120.0,10,10.0,0.0,11.3048814295423,11.3048814295423,6.835330490994809,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0005,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,5,r10_changed_final_0005,spatial_flow_belief_memory_h3,3,True,True,True,False,False,False,False,False,120.0,9,9.0,0.0,13.051108236592626,12.626958338728366,6.652011642919566,0.0390564775466121,0.4241498978642579,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0033,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,33,r10_changed_final_0033,no_memory_baseline,0,True,True,True,False,False,False,False,False,120.1390050205499,8,8.0,0.0,8.821313237611088,8.821313237611088,5.537459593146524,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0038,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,38,r10_changed_final_0038,no_memory_baseline,0,False,False,False,False,False,False,False,False,0.0,13,13.0,0.0,4.550065037996457,4.550065037996457,2.251916863412529,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0046,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,46,r10_changed_final_0046,no_memory_baseline,0,False,False,False,False,False,False,False,False,0.0,7,7.0,0.0,2.6527548496910938,2.6527548496910938,1.3543015114190888,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0032,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,32,r10_changed_final_0032,no_memory_baseline,0,True,True,True,False,False,False,False,False,130.89988196609775,10,10.0,0.0,11.661543692504726,11.661543692504726,6.819284341493967,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0047,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,47,r10_changed_final_0047,no_memory_baseline,0,False,False,False,False,False,False,False,False,0.0,7,7.0,0.0,4.30011893293736,4.30011893293736,1.681656259319788,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0017,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,17,r10_changed_final_0017,spatial_flow_belief_memory_h3,3,False,False,False,False,False,True,False,False,-40.0,8,8.0,0.0,-inf,7.933177540062595,4.495826349854492,0.0314532312139436,0.3732767916202586,0.0,selector_decision_log_selected_executed_rows
