launch_role,episode_interpretation_label,row_count
final_heldout,claim_bearing_hard_failure,168
final_heldout,claim_bearing_rollout,572
final_heldout,expected_low_energy_dry_air_sink_not_governor_failure,188
final_heldout,no_viable_primitive,72
history,claim_bearing_hard_failure,2223
history,claim_bearing_rollout,5513
history,expected_low_energy_dry_air_sink_not_governor_failure,1936
history,no_viable_primitive,1078
