r_m,w_mps,n,alpha,sigma_mps
0.0,0.7175,4,0.28867513459481287,0.6090103015431914
0.3,5.803375,16,0.5773502691896257,0.5905653202397534
0.6,0.8004374999999999,16,0.5773502691896257,0.5799901443307123
0.8999999999999999,0.5135416666666667,48,1.0,0.5384929998280037
1.2,0.39894999999999997,40,0.9128709291752769,0.22950833998735645
1.5,0.32937500000000003,16,0.5773502691896257,0.2241086796710099
1.7999999999999998,0.202,15,0.5590169943749475,0.37989981133347644
2.1,0.1717857142857143,14,0.5400617248673217,0.29801250759953224
2.4,0.0,0,0.0,0.29801250759953224
2.6999999999999997,0.0,0,0.0,0.5596641908575226
3.0,0.18114999999999998,20,0.6454972243679028,0.5596641908575226
3.3,0.06966666666666667,6,0.3535533905932738,0.5506885344170868
