r_m,w_mps,n,alpha,sigma_mps
0.0,1.4977500000000001,4,0.28867513459481287,0.3195625209334347
0.3,2.0218749999999996,16,0.5773502691896257,0.31013303404132675
0.6,2.8245625,16,0.5773502691896257,0.3012850221430246
0.8999999999999999,0.7054791666666667,48,1.0,0.27611162321630217
1.2,0.5419025,40,0.9128709291752769,0.12011833167810686
1.5,0.35875,16,0.5773502691896257,0.10525548723557153
1.7999999999999998,0.22179999999999994,15,0.5590169943749475,0.17499523828070782
2.1,0.17650000000000005,14,0.5400617248673217,0.13069264889060125
2.4,0.0,0,0.0,0.13069264889060125
2.6999999999999997,0.0,0,0.0,0.21980617379024442
3.0,0.22385000000000002,20,0.6454972243679028,0.21980617379024442
3.3,0.07666666666666667,6,0.3535533905932738,0.15707709156621433
