time_s,u_norm_requested_delta_a_norm,u_norm_requested_delta_e_norm,u_norm_requested_delta_r_norm,u_norm_applied_delta_a_norm,u_norm_applied_delta_e_norm,u_norm_applied_delta_r_norm,delta_cmd_rad_delta_a_cmd,delta_cmd_rad_delta_e_cmd,delta_cmd_rad_delta_r_cmd
0.0,-0.10200000000000001,-0.1510442307525019,-0.036,-0.10200000000000001,-0.1510442307525019,-0.036,-0.04628613176288962,-0.07908657428319692,-0.02199114857512855
0.02,-0.12760074119794718,-0.12736699696601855,-0.0370822964967942,-0.12760074119794718,-0.12736699696601855,-0.0370822964967942,-0.057903379609123146,-0.06668920366303956,-0.02265228588244362
0.04,-0.12559527733077502,-0.10024187006287176,-0.03725934987886859,-0.12559527733077502,-0.10024187006287176,-0.03725934987886859,-0.0569933289738129,-0.052486520428603425,-0.022760441638858257
0.06,-0.11284157896184363,-0.07643159171433254,-0.03737003207298649,-0.11284157896184363,-0.07643159171433254,-0.03737003207298649,-0.05120588423686674,-0.040019487838653604,-0.022828053543732362
0.08,-0.09837633795180273,-0.059020863325129666,-0.03774241671920868,-0.09837633795180273,-0.059020863325129666,-0.03774241671920868,-0.044641766086153924,-0.030903251771792435,-0.02305553037934817
0.1,-0.0860480833194196,-0.04844910655840309,-0.03842023686565276,-0.0860480833194196,-0.04844910655840309,-0.03842023686565276,-0.039047381592811375,-0.02536789287281137,-0.023469587144561144
0.12,-0.07679715568643113,-0.043597094888376875,-0.039340995012835306,-0.07679715568643113,-0.043597094888376875,-0.039340995012835306,-0.03484944379526764,-0.022827385503196986,-0.024032046289462573
0.14,-0.07023856835032055,-0.042722908831431636,-0.040422603964575254,-0.07023856835032055,-0.042722908831431636,-0.040422603964575254,-0.031873251269604566,-0.022369662754135357,-0.024692763599404303
0.16,-0.06558906946964455,-0.044097568939011386,-0.04159173802458274,-0.06558906946964455,-0.044097568939011386,-0.04159173802458274,-0.029763375604679298,-0.023089433103327936,-0.025406946955456186
0.18,-0.062113725856927565,-0.04634130154988076,-0.04278803873872768,-0.062113725856927565,-0.04634130154988076,-0.04278803873872768,-0.02818631469899758,-0.024264248751149114,-0.02613772547615879
0.2,-0.05927942029584535,-0.048533151871102576,-0.04396202208620725,-0.05927942029584535,-0.048533151871102576,-0.04396202208620725,-0.02690014763373736,-0.0254118988956356,-0.026854871093357408
0.22,-0.05676056895355015,-0.050179153698142784,-0.0450727744114654,-0.05676056895355015,-0.050179153698142784,-0.0450727744114654,-0.025757129152162786,-0.026273743436906413,-0.027533391077105222
0.24,-0.054388856302981424,-0.051111763148520284,-0.046086527593203676,-0.054388856302981424,-0.051111763148520284,-0.046086527593203676,-0.024680880090908505,-0.026762056603235475,-0.028152657655941767
0.26,-0.052095091745337135,-0.051372451305375336,-0.046975889920077354,-0.052095091745337135,-0.051372451305375336,-0.046975889920077354,-0.02364000275220096,-0.026898552602977754,-0.0286959381855918
0.28,-0.049862840983599346,-0.05110826174787646,-0.04771941220725198,-0.049862840983599346,-0.05110826174787646,-0.04771941220725198,-0.022627039488616586,-0.026760223274145487,-0.029150130104652262
0.3,-0.047698055495506875,-0.0504959044438749,-0.04830127550768989,-0.047698055495506875,-0.0504959044438749,-0.04830127550768989,-0.021644690995084828,-0.0264395937395416,-0.02950557016827295
0.32,-0.04561221564916903,-0.04969517941579678,-0.04871097107333616,-0.04561221564916903,-0.04969517941579678,-0.04871097107333616,-0.020698166897399742,-0.026020335095248977,-0.02975583894757013
0.34,-0.04361468100843604,-0.04882699597501548,-0.048942904357082415,-0.04361468100843604,-0.04882699597501548,-0.048942904357082415,-0.01979171443091049,-0.025565755308661172,-0.029897518928191834
0.36,-0.04171036031989962,-0.04796876336756428,-0.04899590519658635,-0.04171036031989962,-0.04796876336756428,-0.04899590519658635,-0.018927561114161537,-0.02511638576622119,-0.029929895298640097
0.38,-0.03989994370461699,-0.04716000915072723,-0.048872662635493835,-0.03989994370461699,-0.04716000915072723,-0.048872662635493835,-0.018106020114154707,-0.02469292304852535,-0.029854610702202185
0.4,-0.0381810442819194,-0.04641247521693666,-0.04857912076187677,-0.0381810442819194,-0.04641247521693666,-0.04857912076187677,-0.017326008298800436,-0.024301515196074423,-0.02967529617565401
0.42,-0.036549413806122366,-0.04572075959983021,-0.04812387359879035,-0.036549413806122366,-0.04572075959983021,-0.04812387359879035,-0.0165855978753584,-0.023939333745895266,-0.02939720150893625
0.44,-0.03499990384764684,-0.04507127839701826,-0.04751758900422944,-0.03499990384764684,-0.04507127839701826,-0.04751758900422944,-0.015882452560594597,-0.023599266183328818,-0.029026843325664013
0.46,-0.03352711063212974,-0.044448654145321856,-0.046772480378248285,-0.03352711063212974,-0.044448654145321856,-0.046772480378248285,-0.015214120199487596,-0.023273260887482775,-0.028571682367370635
0.48,-0.03212575416108504,-0.04383952239752743,-0.045901835063815705,-0.03212575416108504,-0.04383952239752743,-0.045901835063815705,-0.014578204804727272,-0.022954320250159563,-0.028039835409983793
0.5,-0.03079087097187056,-0.04323422931400628,-0.04491960141397552,-0.03079087097187056,-0.04323422931400628,-0.04491960141397552,-0.013972454028413078,-0.02263738953274977,-0.02743982301750806
0.52,-0.029517891412679013,-0.042627066655037925,-0.04384003257469719,-0.029517891412679013,-0.042627066655037925,-0.04384003257469719,-0.013394794228332636,-0.022319479907924933,-0.026780351941351147
0.54,-0.028302652683603293,-0.042015665593672355,-0.04267738330204184,-0.028302652683603293,-0.042015665593672355,-0.04267738330204184,-0.012843336385809447,-0.02199935106079442,-0.02607012991646979
0.56,-0.02714138016579456,-0.04140004280310086,-0.04144565567483513,-0.02714138016579456,-0.04140004280310086,-0.04144565567483513,-0.012316367633143586,-0.021677011721420777,-0.025317710326081086
0.58,-0.026030655688004223,-0.040781631978291474,-0.040158389665431934,-0.026030655688004223,-0.040781631978291474,-0.040158389665431934,-0.01181233685342525,-0.02135321257073385,-0.024531364268622794
0.6,-0.024967382478873625,-0.04016248552552296,-0.03882849476154973,-0.024967382478873625,-0.04016248552552296,-0.03882849476154973,-0.011329838776388296,-0.021029028246148225,-0.023718977701384467
0.62,-0.023948751397084092,-0.03954471635707751,-0.03746811900058247,-0.023948751397084092,-0.03954471635707751,-0.03746811900058247,-0.010867598654138442,-0.020705565065947805,-0.022887971438122396
0.64,-0.022972210273333533,-0.03893017421325077,-0.036088551846485864,-0.022972210273333533,-0.03893017421325077,-0.036088551846485864,-0.010424458348983553,-0.020383791551886573,-0.022045241819925013
0.66,-0.022035436816666195,-0.03832031060871455,-0.03470015734450852,-0.022035436816666195,-0.03832031060871455,-0.03470015734450852,-0.009999364038716083,-0.02006446771526944,-0.021197119881761806
0.68,-0.021136314890903948,-0.03771617274124948,-0.033312333986202744,-0.021136314890903948,-0.03771617274124948,-0.033312333986202744,-0.00959135545119908,-0.01974814186757216,-0.020349346835413583
0.7000000000000001,-0.020272913699739447,-0.03711846998670145,-0.031933497751396714,-0.020272913699739447,-0.03711846998670145,-0.031933497751396714,-0.009199556418861079,-0.019435185437119085,-0.019507063710402738
0.72,-0.019443469350315715,-0.03652766864552247,-0.030571084889458644,-0.019443469350315715,-0.03652766864552247,-0.030571084889458644,-0.008823166512513912,-0.019125842578255937,-0.0186748130529709
0.74,-0.01864636830274072,-0.03594408528080202,-0.02923157116371649,-0.01864636830274072,-0.03594408528080202,-0.02923157116371649,-0.008461453530980642,-0.018820279043028774,-0.01785655068182591
0.76,-0.01788013230481636,-0.03536796245948564,-0.02792050450099344,-0.01788013230481636,-0.03536796245948564,-0.02792050450099344,-0.008113746664692443,-0.018518621839193283,-0.017055665632608116
0.78,-0.017143404522789892,-0.03479952108489783,-0.026642548246595413,-0.017143404522789892,-0.03479952108489783,-0.026642548246595413,-0.007779430202023242,-0.01822098663145969,-0.016275006580858623
0.8,-0.01643493668596086,-0.0342389903043916,-0.02540153250600324,-0.01643493668596086,-0.0342389903043916,-0.02540153250600324,-0.007457937695697381,-0.017927493401101467,-0.015516913204874298
