time_s,u_norm_requested_delta_a_norm,u_norm_requested_delta_e_norm,u_norm_requested_delta_r_norm,u_norm_applied_delta_a_norm,u_norm_applied_delta_e_norm,u_norm_applied_delta_r_norm,delta_cmd_rad_delta_a_cmd,delta_cmd_rad_delta_e_cmd,delta_cmd_rad_delta_r_cmd
0.0,0.0,-0.22477233330827676,0.0,0.0,-0.22477233330827676,0.0,0.0,-0.11769051850858644,0.0
0.02,3.878010481553587e-18,-0.2073236402703766,-7.729207251043839e-19,3.878010481553587e-18,-0.2073236402703766,-7.729207251043839e-19,1.4890491292591404e-18,-0.10855440419815136,-4.721504028490722e-19
0.04,-8.77843993161992e-18,-0.1785605957158082,-8.718129936151067e-19,-8.77843993161992e-18,-0.1785605957158082,-8.718129936151067e-19,-3.983529679878151e-18,-0.09349410928690002,-5.325602520088169e-19
0.06,-1.5073017445058704e-17,-0.14683083669572014,-7.459267698627346e-19,-1.5073017445058704e-17,-0.14683083669572014,-7.459267698627346e-19,-6.839918348297264e-18,-0.07688044631395283,-4.556607339504755e-19
0.08,6.666805118216108e-18,-0.11816527441700297,-7.2224052887369365e-19,6.666805118216108e-18,-0.11816527441700297,-7.2224052887369365e-19,2.5598693978369792e-18,-0.061871193002979746,-4.411916327066894e-19
0.1,3.0663258772173985e-18,-0.09606831987164814,-4.440154946485549e-19,3.0663258772173985e-18,-0.09606831987164814,-4.440154946485549e-19,1.1773846149240337e-18,-0.050301254658580694,-2.712336309020991e-19
0.12,3.3258950383755226e-18,-0.08142600090719883,-9.37554610310146e-19,3.3258950383755226e-18,-0.08142600090719883,-9.37554610310146e-19,1.2770520178987126e-18,-0.04263455437687528,-5.727195203507548e-19
0.14,4.009318539158264e-18,-0.07334396854454206,-9.965389270586715e-19,4.009318539158264e-18,-0.07334396854454206,-9.965389270586715e-19,1.5394678039303401e-18,-0.03840281212744237,-6.0875098905129e-19
0.16,-5.1242449593893116e-18,-0.07013176294902679,-5.71928851337693e-19,-5.1242449593893116e-18,-0.07013176294902679,-5.71928851337693e-19,-2.325308601721732e-18,-0.03672090521066057,-3.4937145400471712e-19
0.18,-6.34577450733675e-18,-0.06999177067227233,-3.352657478274351e-19,-6.34577450733675e-18,-0.06999177067227233,-3.352657478274351e-19,-2.879621127295831e-18,-0.03664760542595871,-2.0480219090624188e-19
0.2,-5.505350097664147e-18,-0.07139309367185737,-3.706124479525823e-19,-5.505350097664147e-18,-0.07139309367185737,-3.706124479525823e-19,-2.4982486276599996e-18,-0.03738133643275918,-2.263942612977038e-19
0.22,-2.4842215783014785e-18,-0.07321837861294977,-1.776178779031408e-19,-2.4842215783014785e-18,-0.07321837861294977,-1.776178779031408e-19,-1.127303993151724e-18,-0.03833705339303318,-1.085005872935281e-19
0.24,-4.844826354516493e-18,-0.07476941250521138,-2.522647288244184e-19,-4.844826354516493e-18,-0.07476941250521138,-2.522647288244184e-19,-2.1985124609163783e-18,-0.039149172839932814,-1.540997536622861e-19
0.26,1.0931534420644193e-18,-0.07569778713171904,-1.5608205707499015e-19,1.0931534420644193e-18,-0.07569778713171904,-1.5608205707499015e-19,4.1974078945773034e-19,-0.039635268657668754,-9.534510297355008e-20
0.28,-2.4178836558874645e-18,-0.07590741911743518,1.7591794229299362e-19,-2.4178836558874645e-18,-0.07590741911743518,1.7591794229299362e-19,-1.0972007988602395e-18,-0.03974503170871596,8.596972457769142e-20
0.3,-2.373358156075351e-18,-0.07545853602291407,3.616747169963144e-19,-2.373358156075351e-18,-0.07545853602291407,3.616747169963144e-19,-1.0769957679669847e-18,-0.03950999707003793,1.767476097185227e-19
0.32,-3.655516238894161e-19,-0.0744887861962574,-9.914453067355139e-20,-3.655516238894161e-19,-0.0744887861962574,-9.914453067355139e-20,-1.6588206499493905e-19,-0.039002237248163846,-6.056394734592941e-20
0.34,-6.081133083844835e-18,-0.07315695851504826,-1.4385017390770952e-20,-6.081133083844835e-18,-0.07315695851504826,-1.4385017390770952e-20,-2.759530658691268e-18,-0.03830489390497482,-8.78730707489589e-21
