run_id,seed,primitive_name,primitive_family,scenario_name,wind_mode,latency_case,success,finite_state_success,rollout_success,primitive_success,closed_loop_replay_success,failure_label,duration_s,initial_speed_m_s,terminal_speed_m_s,height_change_m,min_true_wall_margin_m,min_floor_margin_m,min_ceiling_margin_m,max_alpha_deg,max_beta_deg,max_bank_deg,max_pitch_deg,max_rate_rad_s,saturation_fraction,notes,target_heading_deg,actual_heading_change_deg,forward_travel_m,turn_volume_proxy_m2,exit_recoverable,source_trajectory_success,gain_construction_success,saturation_time_s
s001,1,recovery_w0_nominal,recovery,recovery_w0_sideslip_yaw_rate,none,none,True,True,True,True,True,success,0.64,6.299999999999999,6.435190131835644,-0.44627825165614676,0.10000000000000009,1.153721748343853,1.5,4.345779453892032,8.021409131831525,5.729577951308233,2.0935891135102263,0.715143876964915,0.0,recovery_w0_local_feedback_handoff_to_glide_proxy,,,,,False,False,False,0.0
