state_order,state_size,command_order,command_size,command_names,command_units,command_interface_to_state_derivative,normalised_command_names,surface_state_names,normalised_command_min,normalised_command_max,normalised_to_radian_bridge,radian_to_normalised_bridge,raw_normalised_commands_enter_state_derivative,command_levels,aggregate_limits,positive_aileron,positive_elevator,positive_rudder
"x_w,y_w,z_w,phi,theta,psi,u,v,w,p,q,r,delta_a,delta_e,delta_r",15,"delta_a_cmd,delta_e_cmd,delta_r_cmd",3,"delta_a_cmd,delta_e_cmd,delta_r_cmd",rad,delta_cmd_rad,"delta_a_norm,delta_e_norm,delta_r_norm","delta_a,delta_e,delta_r",-1.0,1.0,normalised_command_to_surface_rad,surface_rad_to_normalised_command,False,"-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1","{'delta_a': {'positive_rad': 0.3839724354387525, 'negative_rad': -0.4537856055185257, 'positive_deg': 22.0, 'negative_deg': -26.0}, 'delta_e': {'positive_rad': 0.3839724354387525, 'negative_rad': -0.5235987755982988, 'positive_deg': 22.0, 'negative_deg': -30.0}, 'delta_r': {'positive_rad': 0.4886921905584123, 'negative_rad': -0.6108652381980153, 'positive_deg': 28.0, 'negative_deg': -35.0}}","positive roll moment, right wing down","positive pitch moment, nose up","positive yaw moment, nose right"
