t_read_host_s,line_text
0.1783308,"HELLO_EVENT,Nano33IoT_Command_Path_V1,1000000,2635712858"
0.93505,"RX_EVENT,0,0,2636467539,32768,32768,32768,32768"
0.93505,"OK_EVENT,SET_NEUTRAL"
0.9504572,"COMMIT_EVENT,0,0,2636467539,2636482262,131672,1500,1500,1500,1500,1500,1500,1500,1500"
6.2481514,"RX_EVENT,0,0,2641783159,32768,32768,32768,32768"
6.2637599,"RX_EVENT,1,0,2641796634,32768,32768,32768,32768"
6.2637599,"COMMIT_EVENT,1,0,2641796634,2641802262,131938,1500,1500,1500,1500,1500,1500,1500,1500"
6.2775009,"RX_EVENT,2,0,2641812317,32768,32768,32768,32768"
6.2775009,"COMMIT_EVENT,2,0,2641812317,2641822262,131939,1500,1500,1500,1500,1500,1500,1500,1500"
6.2988844,"RX_EVENT,3,0,2641825946,32768,32768,32768,32768"
6.3091406,"COMMIT_EVENT,3,0,2641825946,2641842262,131940,1500,1500,1500,1500,1500,1500,1500,1500"
6.3091406,"RX_EVENT,4,0,2641847286,32768,32768,32768,32768"
6.3268155,"COMMIT_EVENT,4,0,2641847286,2641862262,131941,1500,1500,1500,1500,1500,1500,1500,1500"
6.3268155,"RX_EVENT,5,0,2641865614,32768,32768,32768,32768"
6.3438385,"COMMIT_EVENT,5,0,2641865614,2641882263,131942,1500,1500,1500,1500,1500,1500,1500,1500"
6.3438385,"RX_EVENT,6,0,2641883816,32768,32768,32768,32768"
6.3722315,"COMMIT_EVENT,6,0,2641883816,2641902262,131943,1500,1500,1500,1500,1500,1500,1500,1500"
6.3722315,"RX_EVENT,7,0,2641908717,32768,32768,32768,32768"
6.3928569,"COMMIT_EVENT,7,0,2641908717,2641922262,131944,1500,1500,1500,1500,1500,1500,1500,1500"
6.3928569,"RX_EVENT,8,0,2641930189,32768,32768,32768,32768"
6.4031195,"COMMIT_EVENT,8,0,2641930189,2641942262,131945,1500,1500,1500,1500,1500,1500,1500,1500"
6.4226764,"RX_EVENT,9,0,2641951478,32768,32768,32768,32768"
6.4337158,"COMMIT_EVENT,9,0,2641951478,2641962262,131946,1500,1500,1500,1500,1500,1500,1500,1500"
6.4337158,"RX_EVENT,10,0,2641971055,32768,32768,32768,32768"
6.4527189,"COMMIT_EVENT,10,0,2641971055,2641982262,131947,1500,1500,1500,1500,1500,1500,1500,1500"
6.4527189,"RX_EVENT,11,0,2641990805,32768,32768,32768,32768"
6.4700591,"COMMIT_EVENT,11,0,2641990805,2642002262,131948,1500,1500,1500,1500,1500,1500,1500,1500"
6.4786064,"RX_EVENT,12,0,2642008887,32768,32768,32768,32768"
6.4786064,"COMMIT_EVENT,12,0,2642008887,2642022262,131949,1500,1500,1500,1500,1500,1500,1500,1500"
6.5021707,"RX_EVENT,13,0,2642027037,32768,32768,32768,32768"
6.5142355,"COMMIT_EVENT,13,0,2642027037,2642042263,131950,1500,1500,1500,1500,1500,1500,1500,1500"
6.5142355,"RX_EVENT,14,0,2642050616,32768,32768,32768,32768"
6.5247657,"COMMIT_EVENT,14,0,2642050616,2642062262,131951,1500,1500,1500,1500,1500,1500,1500,1500"
6.5477747,"RX_EVENT,15,0,2642073225,32768,32768,32768,32768"
6.5477747,"COMMIT_EVENT,15,0,2642073225,2642082262,131952,1500,1500,1500,1500,1500,1500,1500,1500"
6.5477747,"RX_EVENT,16,0,2642084270,32768,32768,32768,32768"
6.5705541,"COMMIT_EVENT,16,0,2642084270,2642102262,131953,1500,1500,1500,1500,1500,1500,1500,1500"
6.5705541,"RX_EVENT,17,0,2642107068,32768,32768,32768,32768"
6.5932274,"COMMIT_EVENT,17,0,2642107068,2642122262,131954,1500,1500,1500,1500,1500,1500,1500,1500"
6.5932274,"RX_EVENT,18,0,2642129468,32768,32768,32768,32768"
6.6041198,"COMMIT_EVENT,18,0,2642129468,2642142262,131955,1500,1500,1500,1500,1500,1500,1500,1500"
6.6297345,"RX_EVENT,19,0,2642152623,32768,32768,32768,32768"
6.6297345,"COMMIT_EVENT,19,0,2642152623,2642162262,131956,1500,1500,1500,1500,1500,1500,1500,1500"
6.6418999,"RX_EVENT,20,0,2642163804,32768,32768,32768,32768"
6.6535151,"COMMIT_EVENT,20,0,2642163804,2642182262,131957,1500,1500,1500,1500,1500,1500,1500,1500"
6.6535151,"RX_EVENT,21,0,2642190418,32768,32768,32768,32768"
6.6738008,"COMMIT_EVENT,21,0,2642190418,2642202262,131958,1500,1500,1500,1500,1500,1500,1500,1500"
6.6835603,"RX_EVENT,22,0,2642211664,32768,32768,32768,32768"
6.6835603,"COMMIT_EVENT,22,0,2642211664,2642222262,131959,1500,1500,1500,1500,1500,1500,1500,1500"
6.7021587,"RX_EVENT,23,0,2642231938,32768,32768,32768,32768"
6.7121707,"COMMIT_EVENT,23,0,2642231938,2642242262,131960,1500,1500,1500,1500,1500,1500,1500,1500"
6.7121707,"RX_EVENT,24,0,2642250562,32768,32768,32768,32768"
6.7305669,"COMMIT_EVENT,24,0,2642250562,2642262263,131961,1500,1500,1500,1500,1500,1500,1500,1500"
6.7305669,"RX_EVENT,25,0,2642268612,32768,32768,32768,32768"
6.7485601,"COMMIT_EVENT,25,0,2642268612,2642282262,131962,1500,1500,1500,1500,1500,1500,1500,1500"
6.7485601,"RX_EVENT,26,0,2642287267,32768,32768,32768,32768"
6.7581562,"COMMIT_EVENT,26,0,2642287267,2642302262,131963,1500,1500,1500,1500,1500,1500,1500,1500"
6.7789645,"RX_EVENT,27,0,2642306664,32768,32768,32768,32768"
6.7897928,"COMMIT_EVENT,27,0,2642306664,2642322262,131964,1500,1500,1500,1500,1500,1500,1500,1500"
6.7897928,"RX_EVENT,28,0,2642327421,32768,32768,32768,32768"
6.8104871,"COMMIT_EVENT,28,0,2642327421,2642342262,131965,1500,1500,1500,1500,1500,1500,1500,1500"
6.8104871,"RX_EVENT,29,0,2642347622,32768,32768,32768,32768"
6.8226803,"COMMIT_EVENT,29,0,2642347622,2642362262,131966,1500,1500,1500,1500,1500,1500,1500,1500"
6.8442187,"RX_EVENT,30,0,2642371166,32768,32768,32768,32768"
6.856126,"COMMIT_EVENT,30,0,2642371166,2642382263,131967,1500,1500,1500,1500,1500,1500,1500,1500"
6.856126,"RX_EVENT,31,0,2642392688,32768,32768,32768,32768"
6.8673622,"COMMIT_EVENT,31,0,2642392688,2642402262,131968,1500,1500,1500,1500,1500,1500,1500,1500"
6.8673622,"RX_EVENT,32,0,2642404594,32768,32768,32768,32768"
6.8881182,"COMMIT_EVENT,32,0,2642404594,2642422263,131969,1500,1500,1500,1500,1500,1500,1500,1500"
6.8881182,"RX_EVENT,33,0,2642424917,32768,32768,32768,32768"
6.9183568,"COMMIT_EVENT,33,0,2642424917,2642442262,131970,1500,1500,1500,1500,1500,1500,1500,1500"
6.9183568,"RX_EVENT,34,0,2642446914,32768,32768,32768,32768"
6.9280647,"COMMIT_EVENT,34,0,2642446914,2642462262,131971,1500,1500,1500,1500,1500,1500,1500,1500"
6.9280647,"RX_EVENT,35,0,2642466789,32768,32768,32768,32768"
6.9500296,"COMMIT_EVENT,35,0,2642466789,2642482262,131972,1500,1500,1500,1500,1500,1500,1500,1500"
6.9500296,"RX_EVENT,36,0,2642485784,32768,32768,32768,32768"
6.9604759,"COMMIT_EVENT,36,0,2642485784,2642502262,131973,1500,1500,1500,1500,1500,1500,1500,1500"
6.980525,"RX_EVENT,37,0,2642508966,32768,32768,32768,32768"
6.9914954,"COMMIT_EVENT,37,0,2642508966,2642522262,131974,1500,1500,1500,1500,1500,1500,1500,1500"
6.9914954,"RX_EVENT,38,0,2642528974,32768,32768,32768,32768"
7.0130903,"COMMIT_EVENT,38,0,2642528974,2642542262,131975,1500,1500,1500,1500,1500,1500,1500,1500"
7.0130903,"RX_EVENT,39,0,2642549588,32768,32768,32768,32768"
7.0231363,"COMMIT_EVENT,39,0,2642549588,2642562262,131976,1500,1500,1500,1500,1500,1500,1500,1500"
7.044137,"RX_EVENT,40,0,2642571575,32768,32768,32768,32768"
7.055337,"COMMIT_EVENT,40,0,2642571575,2642582262,131977,1500,1500,1500,1500,1500,1500,1500,1500"
