episode_id,episode_index,paired_episode_index,replicate_id,common_random_key,launch_state_seed,environment_seed,policy_id,memory_lambda,uses_memory_features,updates_belief,W_layer,environment_mode,paired_schedule_version,claim_status,governor_config_id,calibration_subrun_dir
v49_r001_context_plus_memory_lambda_0_95_p00096_rep00,581,96,0,v410_run001_seed00511_r00_e00096,514563,1025953,context_plus_memory_lambda_0_95,0.95,True,True,W3,w3_randomised_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_000_b0.05_h0.75_tb0,c000
v49_r001_no_memory_baseline_p00097_rep00,582,97,0,v410_run001_seed00511_r00_e00097,514600,1025994,no_memory_baseline,0.0,False,False,W3,w3_randomised_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_000_b0.05_h0.75_tb0,c000
v49_r001_static_map_baseline_p00097_rep00,583,97,0,v410_run001_seed00511_r00_e00097,514600,1025994,static_map_baseline,0.8,True,False,W3,w3_randomised_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_000_b0.05_h0.75_tb0,c000
v49_r001_context_only_without_memory_p00097_rep00,584,97,0,v410_run001_seed00511_r00_e00097,514600,1025994,context_only_without_memory,0.0,False,False,W3,w3_randomised_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_000_b0.05_h0.75_tb0,c000
v49_r001_context_plus_memory_lambda_0_5_p00097_rep00,585,97,0,v410_run001_seed00511_r00_e00097,514600,1025994,context_plus_memory_lambda_0_5,0.5,True,True,W3,w3_randomised_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_000_b0.05_h0.75_tb0,c000
v49_r001_context_plus_memory_lambda_0_8_p00097_rep00,586,97,0,v410_run001_seed00511_r00_e00097,514600,1025994,context_plus_memory_lambda_0_8,0.8,True,True,W3,w3_randomised_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_000_b0.05_h0.75_tb0,c000
v49_r001_context_plus_memory_lambda_0_95_p00097_rep00,587,97,0,v410_run001_seed00511_r00_e00097,514600,1025994,context_plus_memory_lambda_0_95,0.95,True,True,W3,w3_randomised_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_000_b0.05_h0.75_tb0,c000
v49_r001_no_memory_baseline_p00098_rep00,588,98,0,v410_run001_seed00511_r00_e00098,514637,1026035,no_memory_baseline,0.0,False,False,W0,dry_air,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_000_b0.05_h0.75_tb0,c000
v49_r001_static_map_baseline_p00098_rep00,589,98,0,v410_run001_seed00511_r00_e00098,514637,1026035,static_map_baseline,0.8,True,False,W0,dry_air,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_000_b0.05_h0.75_tb0,c000
v49_r001_context_only_without_memory_p00098_rep00,590,98,0,v410_run001_seed00511_r00_e00098,514637,1026035,context_only_without_memory,0.0,False,False,W0,dry_air,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_000_b0.05_h0.75_tb0,c000
v49_r001_context_plus_memory_lambda_0_5_p00098_rep00,591,98,0,v410_run001_seed00511_r00_e00098,514637,1026035,context_plus_memory_lambda_0_5,0.5,True,True,W0,dry_air,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_000_b0.05_h0.75_tb0,c000
v49_r001_context_plus_memory_lambda_0_8_p00098_rep00,592,98,0,v410_run001_seed00511_r00_e00098,514637,1026035,context_plus_memory_lambda_0_8,0.8,True,True,W0,dry_air,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_000_b0.05_h0.75_tb0,c000
v49_r001_context_plus_memory_lambda_0_95_p00098_rep00,593,98,0,v410_run001_seed00511_r00_e00098,514637,1026035,context_plus_memory_lambda_0_95,0.95,True,True,W0,dry_air,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_000_b0.05_h0.75_tb0,c000
v49_r001_no_memory_baseline_p00099_rep00,594,99,0,v410_run001_seed00511_r00_e00099,514674,1026076,no_memory_baseline,0.0,False,False,W1,gaussian_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_000_b0.05_h0.75_tb0,c000
v49_r001_static_map_baseline_p00099_rep00,595,99,0,v410_run001_seed00511_r00_e00099,514674,1026076,static_map_baseline,0.8,True,False,W1,gaussian_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_000_b0.05_h0.75_tb0,c000
v49_r001_context_only_without_memory_p00099_rep00,596,99,0,v410_run001_seed00511_r00_e00099,514674,1026076,context_only_without_memory,0.0,False,False,W1,gaussian_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_000_b0.05_h0.75_tb0,c000
v49_r001_context_plus_memory_lambda_0_5_p00099_rep00,597,99,0,v410_run001_seed00511_r00_e00099,514674,1026076,context_plus_memory_lambda_0_5,0.5,True,True,W1,gaussian_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_000_b0.05_h0.75_tb0,c000
v49_r001_context_plus_memory_lambda_0_8_p00099_rep00,598,99,0,v410_run001_seed00511_r00_e00099,514674,1026076,context_plus_memory_lambda_0_8,0.8,True,True,W1,gaussian_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_000_b0.05_h0.75_tb0,c000
v49_r001_context_plus_memory_lambda_0_95_p00099_rep00,599,99,0,v410_run001_seed00511_r00_e00099,514674,1026076,context_plus_memory_lambda_0_95,0.95,True,True,W1,gaussian_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_000_b0.05_h0.75_tb0,c000
v49_r002_no_memory_baseline_p00000_rep00,0,0,0,v410_run002_seed00612_r00_e00000,612011,1224017,no_memory_baseline,0.0,False,False,W2,annular_gp_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_static_map_baseline_p00000_rep00,1,0,0,v410_run002_seed00612_r00_e00000,612011,1224017,static_map_baseline,0.8,True,False,W2,annular_gp_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_only_without_memory_p00000_rep00,2,0,0,v410_run002_seed00612_r00_e00000,612011,1224017,context_only_without_memory,0.0,False,False,W2,annular_gp_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_5_p00000_rep00,3,0,0,v410_run002_seed00612_r00_e00000,612011,1224017,context_plus_memory_lambda_0_5,0.5,True,True,W2,annular_gp_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_8_p00000_rep00,4,0,0,v410_run002_seed00612_r00_e00000,612011,1224017,context_plus_memory_lambda_0_8,0.8,True,True,W2,annular_gp_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_95_p00000_rep00,5,0,0,v410_run002_seed00612_r00_e00000,612011,1224017,context_plus_memory_lambda_0_95,0.95,True,True,W2,annular_gp_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_no_memory_baseline_p00001_rep00,6,1,0,v410_run002_seed00612_r00_e00001,612048,1224058,no_memory_baseline,0.0,False,False,W2,annular_gp_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_static_map_baseline_p00001_rep00,7,1,0,v410_run002_seed00612_r00_e00001,612048,1224058,static_map_baseline,0.8,True,False,W2,annular_gp_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_only_without_memory_p00001_rep00,8,1,0,v410_run002_seed00612_r00_e00001,612048,1224058,context_only_without_memory,0.0,False,False,W2,annular_gp_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_5_p00001_rep00,9,1,0,v410_run002_seed00612_r00_e00001,612048,1224058,context_plus_memory_lambda_0_5,0.5,True,True,W2,annular_gp_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_8_p00001_rep00,10,1,0,v410_run002_seed00612_r00_e00001,612048,1224058,context_plus_memory_lambda_0_8,0.8,True,True,W2,annular_gp_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_95_p00001_rep00,11,1,0,v410_run002_seed00612_r00_e00001,612048,1224058,context_plus_memory_lambda_0_95,0.95,True,True,W2,annular_gp_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_no_memory_baseline_p00002_rep00,12,2,0,v410_run002_seed00612_r00_e00002,612085,1224099,no_memory_baseline,0.0,False,False,W3,w3_randomised_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_static_map_baseline_p00002_rep00,13,2,0,v410_run002_seed00612_r00_e00002,612085,1224099,static_map_baseline,0.8,True,False,W3,w3_randomised_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_only_without_memory_p00002_rep00,14,2,0,v410_run002_seed00612_r00_e00002,612085,1224099,context_only_without_memory,0.0,False,False,W3,w3_randomised_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_5_p00002_rep00,15,2,0,v410_run002_seed00612_r00_e00002,612085,1224099,context_plus_memory_lambda_0_5,0.5,True,True,W3,w3_randomised_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_8_p00002_rep00,16,2,0,v410_run002_seed00612_r00_e00002,612085,1224099,context_plus_memory_lambda_0_8,0.8,True,True,W3,w3_randomised_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_95_p00002_rep00,17,2,0,v410_run002_seed00612_r00_e00002,612085,1224099,context_plus_memory_lambda_0_95,0.95,True,True,W3,w3_randomised_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_no_memory_baseline_p00003_rep00,18,3,0,v410_run002_seed00612_r00_e00003,612122,1224140,no_memory_baseline,0.0,False,False,W3,w3_randomised_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_static_map_baseline_p00003_rep00,19,3,0,v410_run002_seed00612_r00_e00003,612122,1224140,static_map_baseline,0.8,True,False,W3,w3_randomised_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_only_without_memory_p00003_rep00,20,3,0,v410_run002_seed00612_r00_e00003,612122,1224140,context_only_without_memory,0.0,False,False,W3,w3_randomised_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_5_p00003_rep00,21,3,0,v410_run002_seed00612_r00_e00003,612122,1224140,context_plus_memory_lambda_0_5,0.5,True,True,W3,w3_randomised_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_8_p00003_rep00,22,3,0,v410_run002_seed00612_r00_e00003,612122,1224140,context_plus_memory_lambda_0_8,0.8,True,True,W3,w3_randomised_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_95_p00003_rep00,23,3,0,v410_run002_seed00612_r00_e00003,612122,1224140,context_plus_memory_lambda_0_95,0.95,True,True,W3,w3_randomised_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_no_memory_baseline_p00004_rep00,24,4,0,v410_run002_seed00612_r00_e00004,612159,1224181,no_memory_baseline,0.0,False,False,W0,dry_air,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_static_map_baseline_p00004_rep00,25,4,0,v410_run002_seed00612_r00_e00004,612159,1224181,static_map_baseline,0.8,True,False,W0,dry_air,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_only_without_memory_p00004_rep00,26,4,0,v410_run002_seed00612_r00_e00004,612159,1224181,context_only_without_memory,0.0,False,False,W0,dry_air,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_5_p00004_rep00,27,4,0,v410_run002_seed00612_r00_e00004,612159,1224181,context_plus_memory_lambda_0_5,0.5,True,True,W0,dry_air,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_8_p00004_rep00,28,4,0,v410_run002_seed00612_r00_e00004,612159,1224181,context_plus_memory_lambda_0_8,0.8,True,True,W0,dry_air,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_95_p00004_rep00,29,4,0,v410_run002_seed00612_r00_e00004,612159,1224181,context_plus_memory_lambda_0_95,0.95,True,True,W0,dry_air,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_no_memory_baseline_p00005_rep00,30,5,0,v410_run002_seed00612_r00_e00005,612196,1224222,no_memory_baseline,0.0,False,False,W1,gaussian_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_static_map_baseline_p00005_rep00,31,5,0,v410_run002_seed00612_r00_e00005,612196,1224222,static_map_baseline,0.8,True,False,W1,gaussian_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_only_without_memory_p00005_rep00,32,5,0,v410_run002_seed00612_r00_e00005,612196,1224222,context_only_without_memory,0.0,False,False,W1,gaussian_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_5_p00005_rep00,33,5,0,v410_run002_seed00612_r00_e00005,612196,1224222,context_plus_memory_lambda_0_5,0.5,True,True,W1,gaussian_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_8_p00005_rep00,34,5,0,v410_run002_seed00612_r00_e00005,612196,1224222,context_plus_memory_lambda_0_8,0.8,True,True,W1,gaussian_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_95_p00005_rep00,35,5,0,v410_run002_seed00612_r00_e00005,612196,1224222,context_plus_memory_lambda_0_95,0.95,True,True,W1,gaussian_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_no_memory_baseline_p00006_rep00,36,6,0,v410_run002_seed00612_r00_e00006,612233,1224263,no_memory_baseline,0.0,False,False,W1,gaussian_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_static_map_baseline_p00006_rep00,37,6,0,v410_run002_seed00612_r00_e00006,612233,1224263,static_map_baseline,0.8,True,False,W1,gaussian_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_only_without_memory_p00006_rep00,38,6,0,v410_run002_seed00612_r00_e00006,612233,1224263,context_only_without_memory,0.0,False,False,W1,gaussian_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_5_p00006_rep00,39,6,0,v410_run002_seed00612_r00_e00006,612233,1224263,context_plus_memory_lambda_0_5,0.5,True,True,W1,gaussian_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_8_p00006_rep00,40,6,0,v410_run002_seed00612_r00_e00006,612233,1224263,context_plus_memory_lambda_0_8,0.8,True,True,W1,gaussian_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_95_p00006_rep00,41,6,0,v410_run002_seed00612_r00_e00006,612233,1224263,context_plus_memory_lambda_0_95,0.95,True,True,W1,gaussian_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_no_memory_baseline_p00007_rep00,42,7,0,v410_run002_seed00612_r00_e00007,612270,1224304,no_memory_baseline,0.0,False,False,W2,annular_gp_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_static_map_baseline_p00007_rep00,43,7,0,v410_run002_seed00612_r00_e00007,612270,1224304,static_map_baseline,0.8,True,False,W2,annular_gp_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_only_without_memory_p00007_rep00,44,7,0,v410_run002_seed00612_r00_e00007,612270,1224304,context_only_without_memory,0.0,False,False,W2,annular_gp_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_5_p00007_rep00,45,7,0,v410_run002_seed00612_r00_e00007,612270,1224304,context_plus_memory_lambda_0_5,0.5,True,True,W2,annular_gp_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_8_p00007_rep00,46,7,0,v410_run002_seed00612_r00_e00007,612270,1224304,context_plus_memory_lambda_0_8,0.8,True,True,W2,annular_gp_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_95_p00007_rep00,47,7,0,v410_run002_seed00612_r00_e00007,612270,1224304,context_plus_memory_lambda_0_95,0.95,True,True,W2,annular_gp_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_no_memory_baseline_p00008_rep00,48,8,0,v410_run002_seed00612_r00_e00008,612307,1224345,no_memory_baseline,0.0,False,False,W2,annular_gp_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_static_map_baseline_p00008_rep00,49,8,0,v410_run002_seed00612_r00_e00008,612307,1224345,static_map_baseline,0.8,True,False,W2,annular_gp_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_only_without_memory_p00008_rep00,50,8,0,v410_run002_seed00612_r00_e00008,612307,1224345,context_only_without_memory,0.0,False,False,W2,annular_gp_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_5_p00008_rep00,51,8,0,v410_run002_seed00612_r00_e00008,612307,1224345,context_plus_memory_lambda_0_5,0.5,True,True,W2,annular_gp_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_8_p00008_rep00,52,8,0,v410_run002_seed00612_r00_e00008,612307,1224345,context_plus_memory_lambda_0_8,0.8,True,True,W2,annular_gp_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_95_p00008_rep00,53,8,0,v410_run002_seed00612_r00_e00008,612307,1224345,context_plus_memory_lambda_0_95,0.95,True,True,W2,annular_gp_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_no_memory_baseline_p00009_rep00,54,9,0,v410_run002_seed00612_r00_e00009,612344,1224386,no_memory_baseline,0.0,False,False,W3,w3_randomised_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_static_map_baseline_p00009_rep00,55,9,0,v410_run002_seed00612_r00_e00009,612344,1224386,static_map_baseline,0.8,True,False,W3,w3_randomised_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_only_without_memory_p00009_rep00,56,9,0,v410_run002_seed00612_r00_e00009,612344,1224386,context_only_without_memory,0.0,False,False,W3,w3_randomised_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_5_p00009_rep00,57,9,0,v410_run002_seed00612_r00_e00009,612344,1224386,context_plus_memory_lambda_0_5,0.5,True,True,W3,w3_randomised_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_8_p00009_rep00,58,9,0,v410_run002_seed00612_r00_e00009,612344,1224386,context_plus_memory_lambda_0_8,0.8,True,True,W3,w3_randomised_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_95_p00009_rep00,59,9,0,v410_run002_seed00612_r00_e00009,612344,1224386,context_plus_memory_lambda_0_95,0.95,True,True,W3,w3_randomised_single,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_no_memory_baseline_p00010_rep00,60,10,0,v410_run002_seed00612_r00_e00010,612381,1224427,no_memory_baseline,0.0,False,False,W3,w3_randomised_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_static_map_baseline_p00010_rep00,61,10,0,v410_run002_seed00612_r00_e00010,612381,1224427,static_map_baseline,0.8,True,False,W3,w3_randomised_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_only_without_memory_p00010_rep00,62,10,0,v410_run002_seed00612_r00_e00010,612381,1224427,context_only_without_memory,0.0,False,False,W3,w3_randomised_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_5_p00010_rep00,63,10,0,v410_run002_seed00612_r00_e00010,612381,1224427,context_plus_memory_lambda_0_5,0.5,True,True,W3,w3_randomised_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_8_p00010_rep00,64,10,0,v410_run002_seed00612_r00_e00010,612381,1224427,context_plus_memory_lambda_0_8,0.8,True,True,W3,w3_randomised_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_95_p00010_rep00,65,10,0,v410_run002_seed00612_r00_e00010,612381,1224427,context_plus_memory_lambda_0_95,0.95,True,True,W3,w3_randomised_four,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_no_memory_baseline_p00011_rep00,66,11,0,v410_run002_seed00612_r00_e00011,612418,1224468,no_memory_baseline,0.0,False,False,W0,dry_air,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_static_map_baseline_p00011_rep00,67,11,0,v410_run002_seed00612_r00_e00011,612418,1224468,static_map_baseline,0.8,True,False,W0,dry_air,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_only_without_memory_p00011_rep00,68,11,0,v410_run002_seed00612_r00_e00011,612418,1224468,context_only_without_memory,0.0,False,False,W0,dry_air,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_5_p00011_rep00,69,11,0,v410_run002_seed00612_r00_e00011,612418,1224468,context_plus_memory_lambda_0_5,0.5,True,True,W0,dry_air,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
v49_r002_context_plus_memory_lambda_0_8_p00011_rep00,70,11,0,v410_run002_seed00612_r00_e00011,612418,1224468,context_plus_memory_lambda_0_8,0.8,True,True,W0,dry_air,v49_common_random_paired_episode_schedule_v1,simulation_only_paired_full_loop_schedule,v410_cfg_001_b0.05_h0.75_tb0.05,c001
