governor_config_id,status,run_root,episode_count,terminal_useful_rate,hard_failure_rate,mean_primitive_count,no_viable_primitive_count,memory_effect_label,config_minimum_wall_margin_m,config_minimum_speed_margin_m_s,config_maximum_hard_failure_risk,config_continuation_weight,config_terminal_weight,config_hard_failure_weight,config_energy_weight,config_lift_dwell_weight,config_wall_margin_weight,config_belief_weight,config_exploration_bonus_weight,config_no_viable_penalty,config_terminal_mode_bias,config_continuation_mode_bias,config_terminal_continuation_weight,config_terminal_terminal_weight,config_terminal_hard_failure_weight,config_terminal_energy_weight,config_terminal_lift_dwell_weight,config_terminal_wall_margin_weight
v410_cfg_001_b0.05_h0.75_tb0.05,complete,03_Control/05_Results/lqr_contextual_v1_0/governor_calibration/001/cal/c001/002,600,0.16,0.54,0.92,180,memory_benefit_mixed,0.05,0.0,0.75,1.0,-0.3,-0.8,0.04,0.03,0.02,0.05,0.0004,-1.0,0.05,-0.02,0.25,1.1,-0.75,0.05,0.04,0.01
