surface_scale,selected,objective,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,final_theta_mae_deg,final_phi_mae_deg,final_psi_mae_deg
0,True,73.01227205,1.058269119,1.30617044,1.370322903,1.22069031,20.19140618,9.849484565,10.10131002
0.25,False,73.01227205,1.058269119,1.30617044,1.370322903,1.22069031,20.19140618,9.849484565,10.10131002
0.5,False,73.01227205,1.058269119,1.30617044,1.370322903,1.22069031,20.19140618,9.849484565,10.10131002
0.75,False,73.01227205,1.058269119,1.30617044,1.370322903,1.22069031,20.19140618,9.849484565,10.10131002
1,False,73.01227205,1.058269119,1.30617044,1.370322903,1.22069031,20.19140618,9.849484565,10.10131002
