event_id,surface_index,surface_name,command_level_norm,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count,settled_deflection_deg,lookup_deflection_deg,lookup_error_deg,linear_fitted_deflection_deg,linear_fit_error_deg,valid,rejection_reason
1,1,Aileron_L,0,positive_first,positive,outbound,1,11,1.82391622340723,0,1.82391622340723,0,1.82391622340723,1,
2,1,Aileron_L,0.2,positive_first,positive,outbound,2,11,-2.97656799303777,-1.95375924958584,-1.02280874345193,0,-2.97656799303777,1,
3,1,Aileron_L,0.4,positive_first,positive,outbound,3,11,-12.0637881701195,-9.56468802065443,-2.49910014946505,0,-12.0637881701195,1,
4,1,Aileron_L,0.6,positive_first,positive,outbound,4,11,-15.1522037309222,-13.8686020420513,-1.28360168887087,0,-15.1522037309222,1,
5,1,Aileron_L,0.8,positive_first,positive,outbound,5,11,-21.767754648735,-21.7050520244368,-0.0627026242981081,0,-21.767754648735,1,
6,1,Aileron_L,1,positive_first,positive,outbound,6,11,-27.2487607820642,-27.2686827457784,0.0199219637141717,0,-27.2487607820642,1,
7,1,Aileron_L,0.8,positive_first,positive,return,7,11,-20.9365821484677,-21.7050520244368,0.768469875969188,0,-20.9365821484677,1,
8,1,Aileron_L,0.6,positive_first,positive,return,8,11,-12.5850003531804,-13.8686020420513,1.28360168887087,0,-12.5850003531804,1,
9,1,Aileron_L,0.4,positive_first,positive,return,9,11,-7.40534363664957,-9.56468802065443,2.15934438400486,0,-7.40534363664957,1,
10,1,Aileron_L,0.2,positive_first,positive,return,10,11,-0.531158299978783,-1.95375924958584,1.42260094960706,0,-0.531158299978783,1,
11,1,Aileron_L,0,positive_first,positive,return,11,11,1.89467687392193,0,1.89467687392193,0,1.89467687392193,1,
12,1,Aileron_L,-0,positive_first,negative,outbound,1,11,2.04326697614183,0,2.04326697614183,0,2.04326697614183,1,
13,1,Aileron_L,-0.2,positive_first,negative,outbound,2,11,8.79496617563981,8.37937227942917,0.415593896210632,0,8.79496617563981,1,
14,1,Aileron_L,-0.4,positive_first,negative,outbound,3,11,15.7081104673006,16.3259894920478,-0.617879024747282,0,15.7081104673006,1,
15,1,Aileron_L,-0.6,positive_first,negative,outbound,4,11,15.4197741602531,14.2293627665405,1.19041139371266,0,15.4197741602531,1,
16,1,Aileron_L,-0.8,positive_first,negative,outbound,5,11,17.9958627392924,18.0471939405306,-0.0513312012381775,0,17.9958627392924,1,
17,1,Aileron_L,-1,positive_first,negative,outbound,6,11,24.2438693626163,24.3372020327945,-0.0933326701781318,0,24.2438693626163,1,
18,1,Aileron_L,-0.8,positive_first,negative,return,7,11,18.9644584840874,18.0471939405306,0.917264543556861,0,18.9644584840874,1,
19,1,Aileron_L,-0.6,positive_first,negative,return,8,11,13.0389513728278,14.2293627665405,-1.19041139371266,0,13.0389513728278,1,
20,1,Aileron_L,-0.4,positive_first,negative,return,9,11,18.2712310262221,16.3259894920478,1.94524153417422,0,18.2712310262221,1,
21,1,Aileron_L,-0.2,positive_first,negative,return,10,11,7.96377838321854,8.37937227942917,-0.415593896210633,0,7.96377838321854,1,
