surface_index,surface_name,neutral_deg,min_deflection_deg,max_deflection_deg,positive_range_deg,negative_range_deg,positive_full_commanded,negative_full_commanded,positive_full_valid,negative_full_valid,positive_full_deflection_deg,negative_full_deflection_deg,deadband_positive_norm,deadband_negative_norm,gain_positive_deg_per_norm,gain_negative_deg_per_norm,hysteresis_deg,return_hysteresis_deg,repeatability_std_deg,lookup_rmse_deg,linear_fit_rmse_deg,fit_rmse_deg,command_levels_norm,settled_deflection_deg
1,Aileron_L,-1.64260909191138,-27.2886047094925,24.4305347029726,24.4305347029726,27.2886047094925,1,1,1,1,-27.2686827457784,24.3372020327945,NaN,NaN,NaN,NaN,0.444683216006936,2.41311624024215,1.40998635050457,1.54129105934621,14.5511182178828,1.54129105934621,[0 0.2 0.4 0.6 0.8 1 0.8 0.6 0.4 0.2 0 0 -0.2 -0.4 -0.6 -0.8 -1 -0.8 -0.6 -0.4 -0.2 0 0 -0.2 -0.4 -0.6 -0.8 -1 -0.8 -0.6 -0.4 -0.2 0 0 0.2 0.4 0.6 0.8 1 0.8 0.6 0.4 0.2 0],[1.82391622340723 -2.97656799303777 -12.0637881701195 -15.1522037309222 -21.767754648735 -27.2487607820642 -20.9365821484677 -12.5850003531804 -7.40534363664957 -0.531158299978783 1.89467687392193 2.04326697614183 8.79496617563981 15.7081104673006 15.4197741602531 17.9958627392924 24.2438693626163 18.9644584840874 13.0389513728278 18.2712310262221 7.96377838321854 -1.82391622340723 -2.35624582816355 10.4990937201355 15.7034870570921 15.4199932352931 18.0985251417687 24.4305347029726 17.2344783365207 12.149365865774 16.9438685167951 7.21573447268474 -2.16262125125717 -2.18711128990029 -6.13535730606585 -11.4954779493273 -15.778596159281 -21.8645569019931 -27.2886047094925 -21.6423494001387 -12.5654406182735 -7.63389809198156 -0.930950506133908 2.15230248736318]
2,Aileron_R,6.14381261628486,-29.3778377664966,20.7914644102656,20.7914644102656,29.3778377664966,1,1,1,1,20.344612473193,-28.800305680163,0.4,0.2,33.2498937263516,39.4159892282067,0.539705852740377,3.35483918826337,1.90521364674676,2.37884478723081,4.95703731460733,2.37884478723081,[0 0.2 0.4 0.6 0.8 1 0.8 0.6 0.4 0.2 0 0 -0.2 -0.4 -0.6 -0.8 -1 -0.8 -0.6 -0.4 -0.2 0 0 -0.2 -0.4 -0.6 -0.8 -1 -0.8 -0.6 -0.4 -0.2 0 0 0.2 0.4 0.6 0.8 1 0.8 0.6 0.4 0.2 0],[-5.51948114048877 5.49810670748284 10.690006722136 12.6637079463738 16.5654554747056 20.1482634390362 20.7914644102656 11.1830482490324 3.36335653125187 5.35474628299621 -1.74726750973763 -1.45587796736401 -7.17183443938427 -11.2774546848444 -16.1572791600266 -20.800179337995 -28.8999252367356 -29.3778377664966 -12.306616250848 -13.9536902799697 -3.0026282328498 1.48158677841158 1.53370528267306 -8.66566607960448 -10.8762424972726 -15.5938290488761 -20.3851989158263 -28.7006861235904 -29.1451266774086 -12.9580060842207 -14.0550883319255 -4.02094256098364 1.69695223298168 1.45587796736401 4.64319099888365 11.9355717659962 13.0026666486164 14.7608402571374 20.5409615073498 20.5960149549069 12.3316920393133 7.26316319437382 7.28907369707616 -2.95254113068958]
3,Rudder,-40.7593749911179,-62.0581437547761,31.3603526557327,31.3603526557327,62.0581437547761,1,1,1,1,16.9485461993225,-61.4639382383534,NaN,0.6,NaN,65.8889889232948,11.3070407721775,1.11023990537586,0.27116376229203,9.77539655763059,28.9393080023453,9.77539655763059,[0 0.2 0.4 0.6 0.8 1 0.8 0.6 0.4 0.2 0 0 -0.2 -0.4 -0.6 -0.8 -1 -0.8 -0.6 -0.4 -0.2 0 0 -0.2 -0.4 -0.6 -0.8 -1 -0.8 -0.6 -0.4 -0.2 0 0 0.2 0.4 0.6 0.8 1 0.8 0.6 0.4 0.2 0],[20.3204309136898 44.3917747698554 64.8004550902228 19.5645047284047 14.2963673194036 11.8177680249112 13.1861274140277 11.8838569409354 15.377504975517 0.408162067559594 -2.14452967860965 0 1.92068711797965 -15.8623703791605 61.8370130564888 -60.9736429965019 -61.4639382383534 -62.0581437547761 -60.8639558567305 -61.1153536631932 -19.1321173855329 2.25844654223933 5.88291043882207 -2.97685484368208 -17.7156292831556 -22.7162158849244 -59.8961670923606 -62.1280747319489 -66.1465288446154 -66.6630452365958 -64.5770323715764 -19.5156008557904 -2.71192578785453 -0.0424495162910858 -8.41650446679839 8.69954834233164 24.7436604729764 26.093772562248 22.0793243737338 26.0125189404109 24.154814216451 6.51263275808495 7.10741607740404 31.3603526557327]
4,Elevator,-0.112363402762308,-0.801180558442902,1.13293052464655,1.13293052464655,0.801180558442902,1,1,1,1,1.03799765715322,-0.719053923318315,0.8,NaN,-0.651498074028394,NaN,0.0690464743405038,0.127354262893156,0.113722060517738,0.107855011515086,0.60078036392263,0.107855011515086,[0 0.2 0.4 0.6 0.8 1 0.8 0.6 0.4 0.2 0 0 -0.2 -0.4 -0.6 -0.8 -1 -0.8 -0.6 -0.4 -0.2 0 0 -0.2 -0.4 -0.6 -0.8 -1 -0.8 -0.6 -0.4 -0.2 0 0 0.2 0.4 0.6 0.8 1 0.8 0.6 0.4 0.2 0],[-0.0101344291102865 0.246788340357925 0.39354271754066 0.591548551971165 0.88178268626733 1.04485378754738 1.13293052464655 0.912778393569144 0.453347081197316 0.313317293690192 0.119155342312545 0.080160438292799 -0.270994184206368 -0.714793582129667 -0.750397437846356 -0.634726695261216 -0.801180558442902 -0.622284744295434 -0.563950589321038 -0.47758009239075 -0.274067765467011 0.0101344291102865 -0.0101983742042679 -0.210704590661933 -0.773354366213457 -0.644842275800708 -0.472847267439129 -0.636927288193727 -0.488541053264198 -0.48447902890898 -0.450609827051689 -0.513066329636643 -0.0375997070736541 -0.103725250655211 0.188696738710125 0.5352837338613 0.419943905391704 0.91226857079668 1.03114152675905 1.04375342303101 0.897376782211008 0.432604959816593 0.311920412262107 0.129399873565247]
