chunk_index,status,row_start,row_stop,row_count,partition_path,manifest_path,byte_count,checksum_sha256,duration_s
0,complete,0,800,800,w3_survival_rows/c00000.csv.gz,chunk_manifests/w3_survival_rows/c00000.json,1203218,9a67ea5bec87b1dee31d6f87faf599d02df0c30d07660ca2924194f09b55b9d0,40.835989475250244
1,complete,800,1600,800,w3_survival_rows/c00001.csv.gz,chunk_manifests/w3_survival_rows/c00001.json,1230899,22a7a7506f4cdcf4027f7a0833cad74748fe972fca42d06ae5d39edb2cfceb13,41.615803718566895
2,complete,1600,2400,800,w3_survival_rows/c00002.csv.gz,chunk_manifests/w3_survival_rows/c00002.json,1201955,f6b7db825859abc13d07576031d4567c32e69db1ed3bd145ee36118fa694b174,34.9178204536438
3,complete,2400,3200,800,w3_survival_rows/c00003.csv.gz,chunk_manifests/w3_survival_rows/c00003.json,1215424,0ace9fd2db0ff9507bc4b0d111e0c15b859e8179898c3dd2df8f6ed83fee583d,43.78581523895264
4,complete,3200,4000,800,w3_survival_rows/c00004.csv.gz,chunk_manifests/w3_survival_rows/c00004.json,1209033,7b8acb7c8bbb93dacc3f18b5224d40dec905695f1f41c75a2e65486bc27e5e4b,21.95206642150879
5,complete,4000,4800,800,w3_survival_rows/c00005.csv.gz,chunk_manifests/w3_survival_rows/c00005.json,1502432,933a48a51b9441bc54622c6082fa0c4e03d0b2603db3800d1e6d1376a62489b4,85.92493867874146
6,complete,4800,5600,800,w3_survival_rows/c00006.csv.gz,chunk_manifests/w3_survival_rows/c00006.json,1509566,12e9fab471b21cf815c3d79791fa6f2e426ec2282d0f4d3423644e3ec54e7f25,164.77861785888672
7,complete,5600,6400,800,w3_survival_rows/c00007.csv.gz,chunk_manifests/w3_survival_rows/c00007.json,1508344,e52b03be3009fafde6ef6fa3ecef4f03910f0061b958149a2bbb699e01d45303,123.94933843612671
8,complete,6400,7200,800,w3_survival_rows/c00008.csv.gz,chunk_manifests/w3_survival_rows/c00008.json,1532916,7caadae6dd01ed02907a4b350079db92fe065fd86575e57b971c5dd8c902e5b3,158.53355240821838
9,complete,7200,8000,800,w3_survival_rows/c00009.csv.gz,chunk_manifests/w3_survival_rows/c00009.json,1519309,62f99e32920b945e546342bba768c1e325fb1e08dcaaf04bbf4399b4d9c1be8d,158.28488111495972
10,complete,8000,8800,800,w3_survival_rows/c00010.csv.gz,chunk_manifests/w3_survival_rows/c00010.json,1589778,8e6719f3ce2895bfeac18ac85904ede2fb94d140d01c2a6aa8f562f9fc26899f,77.20203995704651
11,complete,8800,9600,800,w3_survival_rows/c00011.csv.gz,chunk_manifests/w3_survival_rows/c00011.json,1634374,43fdc3487a6ec4459db1aa3ca0e7e8600b4bd53b707d8157484a28fa8239457c,281.3178668022156
12,complete,9600,10400,800,w3_survival_rows/c00012.csv.gz,chunk_manifests/w3_survival_rows/c00012.json,1537507,ea967996694ce25d25724a2d95a808c91c97027c4e1636dafb3f43fc598b3d16,235.5645387172699
13,complete,10400,11200,800,w3_survival_rows/c00013.csv.gz,chunk_manifests/w3_survival_rows/c00013.json,1210943,ae6df844c9420064a9061d93bae0abfedd88f8b133fccf801193e75a13e25fed,21.826842546463013
14,complete,11200,12000,800,w3_survival_rows/c00014.csv.gz,chunk_manifests/w3_survival_rows/c00014.json,1197314,c4b1d023fffa5901ac7e93058a72c83d0e51b4662381fe298e1a945ae15a510c,32.70571756362915
15,complete,12000,12800,800,w3_survival_rows/c00015.csv.gz,chunk_manifests/w3_survival_rows/c00015.json,1211438,f06656430705b2a06527c567743b32ee24a4b3237ec9c1481b6268b6219b2df3,35.93969416618347
16,complete,12800,13600,800,w3_survival_rows/c00016.csv.gz,chunk_manifests/w3_survival_rows/c00016.json,1207073,444860b9c5c1992f8b4d8cd9fde112da14087438b93ea697fe23689fe07f9200,29.585260152816772
17,complete,13600,14400,800,w3_survival_rows/c00017.csv.gz,chunk_manifests/w3_survival_rows/c00017.json,1248960,f341a1a8bd2f23b27e9d2f86da6f19be15f8ebc133e4e6666cc577059f7ba03d,41.99025893211365
18,complete,14400,15200,800,w3_survival_rows/c00018.csv.gz,chunk_manifests/w3_survival_rows/c00018.json,1540327,17a1f9ef003fde187c0c6ccfcf7a286e5a5da4665ae3309fa13118976ac41520,221.56542348861694
19,complete,15200,16000,800,w3_survival_rows/c00019.csv.gz,chunk_manifests/w3_survival_rows/c00019.json,1521552,81fc8805f9148b8a7ddc92a88c6210b441d472263b139de06b16b84ad21d0206,109.5564112663269
20,complete,16000,16800,800,w3_survival_rows/c00020.csv.gz,chunk_manifests/w3_survival_rows/c00020.json,1511255,7e9827de04c824f2521990006917f85ec1c272529385b796ab8683e3248813d0,144.04742884635925
21,complete,16800,17600,800,w3_survival_rows/c00021.csv.gz,chunk_manifests/w3_survival_rows/c00021.json,1529034,be1a9fbccb2679510a34e622af416d8d6a041b5e91d0b0c1db460078726426ad,234.0601351261139
