primitive_variant_id,primitive_id,environment_mode,compatible_row_count,positive_continuation_count,episode_terminal_useful_count,hard_failure_count,minimum_wall_margin_min_m,energy_residual_mean_m,lift_dwell_mean_s
primvar_energy_retaining_bank_inflight_only_0106c4725127,energy_retaining_bank,w3_randomised_four,12,10,1,1,-0.0415566708502916,0.007059819657479115,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_0106c4725127,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414262768127606,-0.016641592274278,0.03333333333333333
primvar_energy_retaining_bank_inflight_only_256086e191e6,energy_retaining_bank,w3_randomised_four,12,10,1,1,-0.0415124150381025,0.009813261438486449,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_256086e191e6,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414314747271911,-0.016064647595411208,0.041666666666666664
primvar_energy_retaining_bank_inflight_only_392e92424db6,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.0414771066762735,0.005206980047444341,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_392e92424db6,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.041423885851425,-0.013776119593887817,0.05833333333333334
primvar_energy_retaining_bank_inflight_only_429b2f7b1a4a,energy_retaining_bank,w3_randomised_four,12,10,1,1,-0.0414772794363624,0.007772670629114441,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_429b2f7b1a4a,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414300591569753,-0.014827395819313466,0.041666666666666664
primvar_energy_retaining_bank_inflight_only_46fcbaa8f289,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.0414606799594468,0.0085310470950232,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_46fcbaa8f289,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414333340633001,-0.01568020232599116,0.03333333333333333
primvar_energy_retaining_bank_inflight_only_543ee25b1e4b,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.0414942486819516,0.003940194789363101,0.085
primvar_energy_retaining_bank_inflight_only_543ee25b1e4b,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414416166884556,-0.017433535703547408,0.025000000000000005
primvar_energy_retaining_bank_inflight_only_54f97a747281,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.0415519183659691,0.004908497293797117,0.085
primvar_energy_retaining_bank_inflight_only_54f97a747281,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414233468098901,-0.016764213509200616,0.03333333333333333
primvar_energy_retaining_bank_inflight_only_5b0f943fb937,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.0414739245903348,0.008740678688939407,0.085
primvar_energy_retaining_bank_inflight_only_5b0f943fb937,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414426200930222,-0.014674169267148091,0.043333333333333335
primvar_energy_retaining_bank_inflight_only_6688a08cb224,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.0414559491004027,0.005322192213081442,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_6688a08cb224,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414284674087239,-0.015888479621199842,0.03333333333333333
primvar_energy_retaining_bank_inflight_only_680341b01248,energy_retaining_bank,w3_randomised_four,12,10,1,1,-0.0415224110900336,0.009602821331934557,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_680341b01248,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414368371074713,-0.016865176822683996,0.035
primvar_energy_retaining_bank_inflight_only_69d714e386c8,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.0414728250315619,0.0075653827800868075,0.085
primvar_energy_retaining_bank_inflight_only_69d714e386c8,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414362858636838,-0.013835662455823808,0.03333333333333333
primvar_energy_retaining_bank_inflight_only_6b5cf7321404,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.041448404000306,0.007915321552969057,0.085
primvar_energy_retaining_bank_inflight_only_6b5cf7321404,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414331302441102,-0.01128494224049219,0.06666666666666667
primvar_energy_retaining_bank_inflight_only_707a66ab85c6,energy_retaining_bank,w3_randomised_four,12,10,1,1,-0.0414819134390072,0.003374079885943234,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_707a66ab85c6,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414283102722299,-0.013498659582802476,0.041666666666666664
primvar_energy_retaining_bank_inflight_only_87c95c06fe83,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.0414633078322523,0.008651971511245117,0.085
primvar_energy_retaining_bank_inflight_only_87c95c06fe83,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414299115388256,-0.015720018336483867,0.041666666666666664
primvar_energy_retaining_bank_inflight_only_8ab3d2dc425e,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.0414669292788492,0.00891918271391404,0.085
primvar_energy_retaining_bank_inflight_only_8ab3d2dc425e,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414377235492517,-0.009292229644252942,0.041666666666666664
primvar_energy_retaining_bank_inflight_only_91e2abf4a922,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.0414676667283036,0.0059025814439329595,0.085
primvar_energy_retaining_bank_inflight_only_91e2abf4a922,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.041423755853744,-0.01124621647046401,0.05833333333333334
primvar_energy_retaining_bank_inflight_only_95a7eb02bb8d,energy_retaining_bank,w3_randomised_four,12,10,1,1,-0.0416113650538561,0.007832774381517593,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_95a7eb02bb8d,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.041425522746227,-0.017087776747788417,0.041666666666666664
primvar_energy_retaining_bank_inflight_only_9ea2ec285e42,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.0414838181490484,0.0057125862958813224,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_9ea2ec285e42,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414330249428811,-0.014993712064109209,0.041666666666666664
primvar_energy_retaining_bank_inflight_only_a65ec3ccdd7e,energy_retaining_bank,w3_randomised_four,12,10,1,1,-0.0415379252745129,0.010377757153998276,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_a65ec3ccdd7e,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414240750510215,-0.015537372216130644,0.03333333333333333
primvar_energy_retaining_bank_inflight_only_a9d369164679,energy_retaining_bank,w3_randomised_four,12,10,1,1,-0.0414991634802826,0.009498644108648459,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_a9d369164679,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414268374531348,-0.0161440119325805,0.03333333333333333
primvar_energy_retaining_bank_inflight_only_b706b03a42ef,energy_retaining_bank,w3_randomised_four,12,10,1,1,-0.0414525495009385,0.009486754535465892,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_b706b03a42ef,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414330967020752,-0.012494382886785574,0.05000000000000001
primvar_energy_retaining_bank_inflight_only_b990004772e0,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.0414516972864618,0.00887708233845866,0.085
primvar_energy_retaining_bank_inflight_only_b990004772e0,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414262148770268,-0.010494647902027768,0.041666666666666664
primvar_energy_retaining_bank_inflight_only_c34e50818f9d,energy_retaining_bank,w3_randomised_four,12,10,1,1,-0.0414559140035963,0.00929076855248291,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_c34e50818f9d,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414285067251425,-0.010261713029440166,0.041666666666666664
primvar_energy_retaining_bank_inflight_only_d52e44fbfc4e,energy_retaining_bank,w3_randomised_four,12,10,1,1,-0.0414779978926693,0.011114653049207576,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_d52e44fbfc4e,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414216576296713,-0.0140728158831892,0.041666666666666664
primvar_energy_retaining_bank_inflight_only_dd6d41942761,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.0414571213814518,0.007866131165277408,0.085
primvar_energy_retaining_bank_inflight_only_dd6d41942761,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414318518167462,-0.01397998722774888,0.025000000000000005
primvar_energy_retaining_bank_inflight_only_f33baa0e25a4,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.0414668001865772,0.002743810918101873,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_f33baa0e25a4,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414351614707895,-0.0153149950287112,0.03333333333333333
primvar_energy_retaining_bank_inflight_only_f41bc95c5496,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.0414670774485692,0.009346308516613408,0.085
primvar_energy_retaining_bank_inflight_only_f41bc95c5496,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.041430157133333,-0.01547523231418965,0.025000000000000005
primvar_energy_retaining_bank_inflight_only_f5d4950548df,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.0415430564449792,0.005939165017736517,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_f5d4950548df,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414331657500808,-0.014988394497174791,0.041666666666666664
primvar_energy_retaining_bank_inflight_only_f6d4d53afac2,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.0414792162954738,0.007581689684641783,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_f6d4d53afac2,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.041432766382802,-0.01293336259953388,0.05833333333333334
primvar_energy_retaining_bank_inflight_only_f789a8215ded,energy_retaining_bank,w3_randomised_four,12,10,1,1,-0.0414705958472163,0.008444410225945057,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_f789a8215ded,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414243767757716,-0.014691127184175484,0.041666666666666664
primvar_energy_retaining_bank_inflight_only_f91aa03e1430,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.0414646302547518,0.006984409521567612,0.085
primvar_energy_retaining_bank_inflight_only_f91aa03e1430,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414331782392389,-0.017125011428126207,0.041666666666666664
primvar_energy_retaining_bank_inflight_only_f9aa70721ce7,energy_retaining_bank,w3_randomised_four,12,9,1,2,-0.0414717923158631,0.007325524269285535,0.09333333333333334
primvar_energy_retaining_bank_inflight_only_f9aa70721ce7,energy_retaining_bank,w3_randomised_single,12,8,1,3,-0.0414342688326581,-0.01277670465733576,0.041666666666666664
primvar_glide_launch_capable_15f3a9cbade1,glide,w3_randomised_four,20,11,1,8,-0.0416430822496174,-0.06627343369811693,0.082
primvar_glide_launch_capable_15f3a9cbade1,glide,w3_randomised_single,20,10,1,9,-0.0414356334431564,-0.08135906156124652,0.02
primvar_glide_launch_capable_16ccaa19c6d9,glide,w3_randomised_four,20,12,1,7,-0.0415058075070282,-0.06537773542232267,0.092
primvar_glide_launch_capable_16ccaa19c6d9,glide,w3_randomised_single,20,10,1,9,-0.0414333492851533,-0.08263651864753375,0.026000000000000002
primvar_glide_launch_capable_22b3dd04eca0,glide,w3_randomised_four,20,12,1,7,-0.0414847741127308,-0.06334605864959512,0.082
primvar_glide_launch_capable_22b3dd04eca0,glide,w3_randomised_single,20,10,1,9,-0.0414462210641595,-0.07979603686804124,0.02
primvar_glide_launch_capable_262bda08428f,glide,w3_randomised_four,20,11,1,8,-0.0414662160542294,-0.06593115546486768,0.07100000000000001
primvar_glide_launch_capable_262bda08428f,glide,w3_randomised_single,20,10,1,9,-0.0414299557236352,-0.08041299603263684,0.025
primvar_glide_launch_capable_278d4f5058fa,glide,w3_randomised_four,20,12,1,7,-0.0415009556635483,-0.0666091391591423,0.082
