surface_index,surface_name,valid_event_count,rejected_event_count,median_t10_ms,p95_t10_ms,median_t50_ms,p95_t50_ms,median_t90_ms,p95_t90_ms,min_t50_ms,max_t50_ms,tau_min_s,tau_nom_s,tau_max_s,tau_min_conservative_s,tau_max_conservative_s
0,all,160,0,74.464182256289,112.945850972899,111.157418075106,133.083925142401,131.07357443231,168.328910629747,70.9914113491124,150.468866175487,0.0880455511548792,0.111157418075106,0.133083925142401,0.0709914113491124,0.150468866175487
1,Aileron_L,40,0,58.2540960240223,94.850816497539,103.116020917387,131.375589853178,127.514921333944,162.532348223349,70.9914113491124,150.468866175487,0.0853594074085127,0.103116020917387,0.131375589853178,0.0709914113491124,0.150468866175487
2,Aileron_R,40,0,69.4845002884605,107.435642181517,100.62608097599,134.189083525676,125.597956215256,153.654677987086,85.1521841207159,137.03621416493,0.0892096667247415,0.10062608097599,0.134189083525676,0.0851521841207159,0.13703621416493
3,Rudder,40,0,78.1941712600371,116.419525941076,113.569957734045,135.785248172294,131.734294959159,233.907090791206,78.6993508822391,141.075356658746,0.081283617084857,0.113569957734045,0.135785248172294,0.0786993508822391,0.141075356658746
4,Elevator,40,0,97.9468130306032,118.094275102628,121.353046178314,132.928619372237,139.978224968618,164.31615584813,96.2023291524901,139.586854878928,0.0975032751847102,0.121353046178314,0.132928619372237,0.0962023291524901,0.139586854878928
