split,session_label,case_id,throw_id,replay_status,alignment_window_s,duration_s,x0_m,y0_m,z0_m,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_sink_rate_m_s,sim_sink_rate_m_s,sink_rate_residual_actual_minus_sim_m_s,actual_final_phi_deg,sim_final_phi_deg,final_phi_residual_actual_minus_sim_deg,actual_final_theta_deg,sim_final_theta_deg,final_theta_residual_actual_minus_sim_deg,actual_final_psi_deg,sim_final_psi_deg,final_psi_residual_actual_minus_sim_deg
train,20260603_215603,C0_neutral,v001,ok,0.1,1.0430116,1.421162604,2.117099758,1.619127582,1.241574029,0.309908252,0.2212548969,0.01360836416,0.3587826628,-0.01841783817,2.597822155,0.8078789047,1.789943251,0.4569572101,0.1147591916,0.3421980185,1.227717319,2.1726799,-0.9449625807,1.177088845,2.08308316,-0.9059943156,-17.38435074,-7.578541971,-9.805808774,-18.93111905,19.97962188,-38.91074093,-2.652094672,-4.652841228,2.000746555
train,20260603_215603,C0_neutral,v002,ok,0.1,1.0287708,1.451626484,2.143588143,1.719459386,0.7031543527,0.14946867,0.1120846501,0.103749851,0.1689444322,-0.05615978108,2.506247447,0.5580936549,1.948153792,-0.2329090578,0.3344171305,-0.5673261883,1.329187071,2.234004517,-0.9048174452,1.292014773,2.171527921,-0.8795131483,-27.14637335,-5.719319449,-21.4270539,-17.97487321,17.38126409,-35.3561373,4.123410982,-3.221503556,7.344914539
train,20260603_215603,C0_neutral,v003,ok,0.1,1.0481863,1.764800746,2.204873637,1.482480722,4.528932011,1.081098166,0.7829388932,0.1842815554,0.910115081,-0.3138090676,3.278176679,3.575313779,-0.2971371004,0.03285305824,0.2375944431,-0.2047413849,1.085967806,0.9742967131,0.1116710926,1.036044648,0.9295072003,0.1065374472,-25.42298147,-6.68327509,-18.73970638,-8.692920924,22.16986697,-30.8627879,-3.435906629,12.94029359,-16.37620022
train,20260603_215603,C0_neutral,v004,ok,0.1,1.0174754,2.045213254,2.162187584,1.354646122,4.936262964,0.7375324496,1.105482571,0.1804750889,0.9395445196,-0.2894456713,3.316378,3.912501257,-0.5961232566,0.02152850562,0.0177153379,0.003813167725,0.9637491936,0.8718420954,0.09190709823,0.947196555,0.8568679846,0.09032857034,-30.20872738,-20.27898374,-9.929743634,-5.325744412,15.69571881,-21.02146322,-10.85496933,-3.004976939,-7.849992395
train,20260603_215603,C0_neutral,v005,ok,0.1,1.1834831,1.773638175,2.009165377,1.614263446,4.33992175,1.110106702,0.8374588464,-0.1172454789,0.9174382582,-0.4390485275,3.19274718,3.014251591,0.178495589,0.4938093977,-0.4307592757,0.9245686734,1.238647521,1.358092931,-0.1194454101,1.046611921,1.147538931,-0.1009270096,25.24304424,-10.55301781,35.79606205,-20.40537221,30.39668879,-50.802061,-6.040792155,-4.007312632,-2.033479523
train,20260603_215603,C0_neutral,v006,ok,0.1,1.0610266,1.66402089,2.058735457,1.585016076,3.596832714,1.030655701,0.8196190752,-0.1548175505,1.102089528,-0.1507233775,2.565254764,2.265304969,0.2999497949,0.2995980395,0.278875033,0.02072300647,1.188744213,1.397632644,-0.208888431,1.120371735,1.317245622,-0.196873887,10.65437318,-3.187108993,13.84148218,-13.89936584,31.29666857,-45.19603441,-2.757714309,10.38384467,-13.14155898
train,20260603_215603,C0_neutral,v007,ok,0.1,0.9432016,1.910834054,2.104419799,1.326028529,4.725515757,0.7523505947,1.189766574,0.1422813685,1.176958644,-0.2732739438,3.159773298,3.400803586,-0.2410302878,-0.1956989933,0.3058031825,-0.5015021758,0.9264025998,0.7326054427,0.193797157,0.9821893853,0.7767220102,0.2054673752,-26.28787437,-4.504467058,-21.78340732,-20.55387692,20.26964055,-40.82351747,-1.724079001,14.78276408,-16.50684308
train,20260603_215603,C0_neutral,v009,ok,0.1,1.1230807,1.809774204,2.100533015,1.349487015,4.959247946,1.070490278,1.084053187,-0.05950613767,1.144223325,-0.1367077064,3.508976498,4.075807537,-0.5668310388,0.173594702,-0.4014591103,0.5750538123,0.9598796818,1.020929776,-0.06105009418,0.8546845136,0.9090440037,-0.05435949009,-9.745533533,-20.16315938,10.41762585,-9.82600496,17.45789257,-27.28389753,-5.82248848,-8.852876256,3.030387776
train,20260603_220741,C0_neutral,v001,ok,0.1,0.9041508,1.697053553,2.128724727,1.285226262,4.343967202,1.365320143,0.8535124051,0.0002564684299,0.7427722858,-0.4079169064,3.192648815,3.491599008,-0.2989501934,0.4740366379,-0.2504543656,0.7244910035,0.8893321755,1.100829302,-0.211497127,0.9836104503,1.217528428,-0.2339179781,-28.50628818,-22.80211643,-5.704171753,-0.07888617517,10.19429862,-10.2731848,-15.03866181,-6.859385692,-8.179276121
train,20260603_220741,C0_neutral,v003,ok,0.1,0.9354747,1.726891046,2.140303896,1.463862201,3.706383489,1.275650924,0.8743252415,0.1874026643,0.9004442532,-0.3827598243,2.544878657,2.490203164,0.05467549295,0.3568533012,0.2873795092,0.069473792,1.072179034,1.054171985,0.01800704853,1.146133651,1.126884549,0.01924910266,-13.99841591,-5.052601784,-8.945814123,-14.83580914,27.86989623,-42.70570538,-9.521471286,8.504933577,-18.02640486
