source_rollout_id,rollout_id,source_outcome_class,w2_outcome_class,source_reuse_count
r646_c00018_00817,w2_r648_003441,accepted,failed,1
r646_c00037_00787,w2_r648_003442,weak,failed,1
r646_c00058_00455,w2_r648_003443,weak,failed,1
r646_c00068_00307,w2_r648_003444,boundary_terminal,boundary_terminal,1
r646_c00003_00948,w2_r648_003445,boundary_terminal,boundary_terminal,1
r646_c00008_00643,w2_r648_003446,failed,failed,1
r646_c00018_00034,w2_r648_003447,failed,failed,1
r646_c00043_00722,w2_r648_003448,rejected,rejected,1
r646_c00036_00579,w2_r648_003449,rejected,rejected,1
r646_c00018_00564,w2_r648_003450,accepted,accepted,1
r646_c00018_00832,w2_r648_003451,accepted,failed,1
r646_c00037_00802,w2_r648_003452,weak,failed,1
r646_c00058_00474,w2_r648_003453,weak,accepted,1
r646_c00068_00460,w2_r648_003454,boundary_terminal,failed,1
r646_c00003_00949,w2_r648_003455,boundary_terminal,boundary_terminal,1
r646_c00008_00644,w2_r648_003456,failed,failed,1
r646_c00018_00038,w2_r648_003457,failed,failed,1
r646_c00043_00723,w2_r648_003458,rejected,rejected,1
r646_c00036_00618,w2_r648_003459,rejected,rejected,1
r646_c00018_00565,w2_r648_003460,accepted,weak,1
r646_c00018_00833,w2_r648_003461,accepted,accepted,1
r646_c00037_00822,w2_r648_003462,weak,failed,1
r646_c00058_00489,w2_r648_003463,weak,weak,1
r646_c00068_00467,w2_r648_003464,boundary_terminal,rejected,1
r646_c00003_00950,w2_r648_003465,boundary_terminal,boundary_terminal,1
r646_c00008_00645,w2_r648_003466,failed,rejected,1
r646_c00018_00039,w2_r648_003467,failed,failed,1
r646_c00043_00824,w2_r648_003468,rejected,rejected,1
r646_c00036_00619,w2_r648_003469,rejected,rejected,1
r646_c00018_00600,w2_r648_003470,accepted,failed,1
r646_c00018_00854,w2_r648_003471,accepted,accepted,1
r646_c00037_00902,w2_r648_003472,weak,failed,1
r646_c00058_00512,w2_r648_003473,weak,failed,1
r646_c00068_00482,w2_r648_003474,boundary_terminal,failed,1
r646_c00003_00952,w2_r648_003475,boundary_terminal,boundary_terminal,1
r646_c00008_00664,w2_r648_003476,failed,failed,1
r646_c00018_00070,w2_r648_003477,failed,accepted,1
r646_c00043_00825,w2_r648_003478,rejected,rejected,1
r646_c00041_00138,w2_r648_003479,rejected,rejected,1
r646_c00018_00601,w2_r648_003480,accepted,accepted,1
r646_c00018_00855,w2_r648_003481,accepted,accepted,1
r646_c00037_00903,w2_r648_003482,weak,failed,1
r646_c00058_00573,w2_r648_003483,weak,weak,1
r646_c00068_00483,w2_r648_003484,boundary_terminal,failed,1
r646_c00003_00954,w2_r648_003485,boundary_terminal,boundary_terminal,1
r646_c00008_00665,w2_r648_003486,failed,failed,1
r646_c00018_00079,w2_r648_003487,failed,failed,1
r646_c00043_00840,w2_r648_003488,rejected,rejected,1
r646_c00041_00139,w2_r648_003489,rejected,rejected,1
r646_c00018_00607,w2_r648_003490,accepted,accepted,1
r646_c00018_00871,w2_r648_003491,accepted,accepted,1
r646_c00037_00980,w2_r648_003492,weak,failed,1
r646_c00058_00591,w2_r648_003493,weak,failed,1
r646_c00068_00546,w2_r648_003494,boundary_terminal,boundary_terminal,1
r646_c00003_00955,w2_r648_003495,boundary_terminal,boundary_terminal,1
r646_c00008_00682,w2_r648_003496,failed,failed,1
r646_c00018_00095,w2_r648_003497,failed,accepted,1
r646_c00043_00866,w2_r648_003498,rejected,rejected,1
r646_c00041_00238,w2_r648_003499,rejected,rejected,1
r646_c00018_00620,w2_r648_003500,accepted,accepted,1
r646_c00018_00873,w2_r648_003501,accepted,failed,1
r646_c00037_00981,w2_r648_003502,weak,failed,1
r646_c00058_00615,w2_r648_003503,weak,failed,1
r646_c00068_00547,w2_r648_003504,boundary_terminal,boundary_terminal,1
r646_c00003_00956,w2_r648_003505,boundary_terminal,boundary_terminal,1
r646_c00008_00683,w2_r648_003506,failed,failed,1
r646_c00018_00098,w2_r648_003507,failed,rejected,1
r646_c00043_00867,w2_r648_003508,rejected,rejected,1
r646_c00041_00438,w2_r648_003509,rejected,rejected,1
r646_c00018_00621,w2_r648_003510,accepted,accepted,1
r646_c00018_00888,w2_r648_003511,accepted,failed,1
r646_c00042_00060,w2_r648_003512,weak,failed,1
r646_c00058_00617,w2_r648_003513,weak,failed,1
r646_c00068_00564,w2_r648_003514,boundary_terminal,boundary_terminal,1
r646_c00003_00957,w2_r648_003515,boundary_terminal,boundary_terminal,1
r646_c00008_00684,w2_r648_003516,failed,rejected,1
r646_c00018_00113,w2_r648_003517,failed,failed,1
r646_c00043_00882,w2_r648_003518,rejected,rejected,1
r646_c00041_00439,w2_r648_003519,rejected,rejected,1
r646_c00018_00641,w2_r648_003520,accepted,accepted,1
r646_c00018_00889,w2_r648_003521,accepted,failed,1
r646_c00042_00066,w2_r648_003522,weak,failed,1
r646_c00058_00631,w2_r648_003523,weak,failed,1
r646_c00068_00584,w2_r648_003524,boundary_terminal,failed,1
r646_c00003_00968,w2_r648_003525,boundary_terminal,boundary_terminal,1
r646_c00008_00685,w2_r648_003526,failed,rejected,1
r646_c00018_00135,w2_r648_003527,failed,failed,1
r646_c00043_00883,w2_r648_003528,rejected,rejected,1
r646_c00041_00572,w2_r648_003529,rejected,rejected,1
r646_c00018_00660,w2_r648_003530,accepted,accepted,1
r646_c00018_00933,w2_r648_003531,accepted,boundary_terminal,1
r646_c00042_00144,w2_r648_003532,weak,accepted,1
r646_c00058_00729,w2_r648_003533,weak,failed,1
r646_c00068_00587,w2_r648_003534,boundary_terminal,boundary_terminal,1
r646_c00003_00971,w2_r648_003535,boundary_terminal,boundary_terminal,1
r646_c00008_00686,w2_r648_003536,failed,failed,1
r646_c00018_00158,w2_r648_003537,failed,failed,1
r646_c00043_00900,w2_r648_003538,rejected,rejected,1
r646_c00041_00638,w2_r648_003539,rejected,rejected,1
r646_c00018_00661,w2_r648_003540,accepted,accepted,1
r646_c00018_00953,w2_r648_003541,accepted,accepted,1
r646_c00042_00186,w2_r648_003542,weak,failed,1
r646_c00058_00753,w2_r648_003543,weak,accepted,1
r646_c00068_00626,w2_r648_003544,boundary_terminal,rejected,1
r646_c00003_00973,w2_r648_003545,boundary_terminal,accepted,1
r646_c00008_00687,w2_r648_003546,failed,failed,1
r646_c00018_00159,w2_r648_003547,failed,failed,1
r646_c00043_00901,w2_r648_003548,rejected,rejected,1
r646_c00041_00639,w2_r648_003549,rejected,rejected,1
r646_c00018_00663,w2_r648_003550,accepted,accepted,1
r646_c00018_00974,w2_r648_003551,accepted,accepted,1
r646_c00042_00265,w2_r648_003552,weak,failed,1
r646_c00058_00774,w2_r648_003553,weak,failed,1
r646_c00068_00627,w2_r648_003554,boundary_terminal,rejected,1
r646_c00003_00976,w2_r648_003555,boundary_terminal,boundary_terminal,1
r646_c00008_00702,w2_r648_003556,failed,failed,1
r646_c00018_00178,w2_r648_003557,failed,failed,1
r646_c00043_00940,w2_r648_003558,rejected,rejected,1
r646_c00041_00698,w2_r648_003559,rejected,rejected,1
r646_c00018_00680,w2_r648_003560,accepted,accepted,1
r646_c00018_00975,w2_r648_003561,accepted,accepted,1
r646_c00042_00266,w2_r648_003562,weak,failed,1
r646_c00058_00775,w2_r648_003563,weak,failed,1
r646_c00068_00643,w2_r648_003564,boundary_terminal,boundary_terminal,1
r646_c00003_00978,w2_r648_003565,boundary_terminal,boundary_terminal,1
r646_c00008_00703,w2_r648_003566,failed,failed,1
r646_c00018_00188,w2_r648_003567,failed,rejected,1
r646_c00043_00941,w2_r648_003568,rejected,rejected,1
r646_c00041_00699,w2_r648_003569,rejected,rejected,1
r646_c00018_00681,w2_r648_003570,accepted,accepted,1
r646_c00018_00991,w2_r648_003571,accepted,failed,1
r646_c00042_00286,w2_r648_003572,weak,weak,1
r646_c00058_00799,w2_r648_003573,weak,accepted,1
r646_c00068_00746,w2_r648_003574,boundary_terminal,rejected,1
r646_c00003_00979,w2_r648_003575,boundary_terminal,boundary_terminal,1
r646_c00008_00704,w2_r648_003576,failed,failed,1
r646_c00018_00189,w2_r648_003577,failed,rejected,1
r646_c00043_00962,w2_r648_003578,rejected,rejected,1
r646_c00041_00748,w2_r648_003579,rejected,rejected,1
r646_c00018_00700,w2_r648_003580,accepted,failed,1
r646_c00023_00010,w2_r648_003581,accepted,accepted,1
r646_c00042_00346,w2_r648_003582,weak,failed,1
r646_c00058_00829,w2_r648_003583,weak,failed,1
r646_c00068_00747,w2_r648_003584,boundary_terminal,rejected,1
r646_c00003_00990,w2_r648_003585,boundary_terminal,boundary_terminal,1
r646_c00008_00705,w2_r648_003586,failed,failed,1
r646_c00018_00192,w2_r648_003587,failed,accepted,1
r646_c00048_00026,w2_r648_003588,rejected,rejected,1
r646_c00041_00749,w2_r648_003589,rejected,rejected,1
r646_c00018_00701,w2_r648_003590,accepted,failed,1
r646_c00023_00011,w2_r648_003591,accepted,weak,1
r646_c00042_00347,w2_r648_003592,weak,failed,1
r646_c00058_00895,w2_r648_003593,weak,accepted,1
r646_c00068_00763,w2_r648_003594,boundary_terminal,boundary_terminal,1
r646_c00003_00991,w2_r648_003595,boundary_terminal,boundary_terminal,1
r646_c00008_00707,w2_r648_003596,failed,failed,1
r646_c00018_00193,w2_r648_003597,failed,failed,1
r646_c00048_00027,w2_r648_003598,rejected,rejected,1
r646_c00041_00758,w2_r648_003599,rejected,rejected,1
r646_c00018_00704,w2_r648_003600,accepted,accepted,1
r646_c00023_00013,w2_r648_003601,accepted,failed,1
r646_c00042_00384,w2_r648_003602,weak,failed,1
r646_c00058_00929,w2_r648_003603,weak,weak,1
r646_c00068_00786,w2_r648_003604,boundary_terminal,failed,1
r646_c00003_00994,w2_r648_003605,boundary_terminal,boundary_terminal,1
r646_c00008_00720,w2_r648_003606,failed,failed,1
r646_c00018_00208,w2_r648_003607,failed,failed,1
r646_c00048_00062,w2_r648_003608,rejected,rejected,1
r646_c00041_00759,w2_r648_003609,rejected,rejected,1
r646_c00018_00705,w2_r648_003610,accepted,accepted,1
r646_c00023_00014,w2_r648_003611,accepted,weak,1
r646_c00042_00385,w2_r648_003612,weak,failed,1
r646_c00058_00994,w2_r648_003613,weak,failed,1
r646_c00068_00787,w2_r648_003614,boundary_terminal,boundary_terminal,1
r646_c00003_00995,w2_r648_003615,boundary_terminal,boundary_terminal,1
r646_c00008_00721,w2_r648_003616,failed,failed,1
r646_c00018_00209,w2_r648_003617,failed,failed,1
r646_c00048_00100,w2_r648_003618,rejected,rejected,1
r646_c00041_00771,w2_r648_003619,rejected,rejected,1
r646_c00018_00722,w2_r648_003620,accepted,failed,1
r646_c00023_00015,w2_r648_003621,accepted,accepted,1
r646_c00042_00427,w2_r648_003622,weak,failed,1
r646_c00063_00028,w2_r648_003623,weak,failed,1
r646_c00068_00820,w2_r648_003624,boundary_terminal,rejected,1
r646_c00003_00996,w2_r648_003625,boundary_terminal,boundary_terminal,1
r646_c00008_00724,w2_r648_003626,failed,failed,1
r646_c00018_00213,w2_r648_003627,failed,failed,1
r646_c00048_00101,w2_r648_003628,rejected,rejected,1
r646_c00041_00878,w2_r648_003629,rejected,rejected,1
r646_c00018_00744,w2_r648_003630,accepted,failed,1
r646_c00023_00030,w2_r648_003631,accepted,failed,1
r646_c00042_00444,w2_r648_003632,weak,failed,1
r646_c00063_00033,w2_r648_003633,weak,weak,1
r646_c00068_00821,w2_r648_003634,boundary_terminal,rejected,1
r646_c00003_00997,w2_r648_003635,boundary_terminal,boundary_terminal,1
r646_c00008_00725,w2_r648_003636,failed,failed,1
r646_c00018_00248,w2_r648_003637,failed,failed,1
r646_c00048_00104,w2_r648_003638,rejected,rejected,1
r646_c00041_00938,w2_r648_003639,rejected,rejected,1
r646_c00018_00745,w2_r648_003640,accepted,failed,1
r646_c00023_00031,w2_r648_003641,accepted,weak,1
r646_c00042_00445,w2_r648_003642,weak,failed,1
r646_c00063_00097,w2_r648_003643,weak,failed,1
r646_c00068_00826,w2_r648_003644,boundary_terminal,boundary_terminal,1
r646_c00008_00008,w2_r648_003645,boundary_terminal,boundary_terminal,1
r646_c00008_00742,w2_r648_003646,failed,accepted,1
r646_c00018_00258,w2_r648_003647,failed,failed,1
r646_c00048_00105,w2_r648_003648,rejected,rejected,1
r646_c00041_00939,w2_r648_003649,rejected,rejected,1
r646_c00018_00766,w2_r648_003650,accepted,failed,1
r646_c00023_00033,w2_r648_003651,accepted,accepted,1
r646_c00042_00483,w2_r648_003652,weak,accepted,1
r646_c00063_00137,w2_r648_003653,weak,failed,1
r646_c00068_00827,w2_r648_003654,boundary_terminal,boundary_terminal,1
r646_c00008_00009,w2_r648_003655,boundary_terminal,boundary_terminal,1
r646_c00008_00743,w2_r648_003656,failed,accepted,1
r646_c00018_00259,w2_r648_003657,failed,failed,1
r646_c00048_00124,w2_r648_003658,rejected,rejected,1
r646_c00046_00058,w2_r648_003659,rejected,rejected,1
r646_c00018_00767,w2_r648_003660,accepted,accepted,1
r646_c00023_00053,w2_r648_003661,accepted,failed,1
r646_c00042_00484,w2_r648_003662,weak,failed,1
r646_c00063_00150,w2_r648_003663,weak,rejected,1
r646_c00068_00843,w2_r648_003664,boundary_terminal,boundary_terminal,1
r646_c00008_00011,w2_r648_003665,boundary_terminal,boundary_terminal,1
r646_c00008_00745,w2_r648_003666,failed,failed,1
r646_c00018_00278,w2_r648_003667,failed,failed,1
r646_c00048_00125,w2_r648_003668,rejected,rejected,1
r646_c00046_00059,w2_r648_003669,rejected,rejected,1
r646_c00018_00782,w2_r648_003670,accepted,accepted,1
r646_c00023_00073,w2_r648_003671,accepted,failed,1
r646_c00042_00485,w2_r648_003672,weak,failed,1
r646_c00063_00155,w2_r648_003673,weak,failed,1
r646_c00068_00867,w2_r648_003674,boundary_terminal,rejected,1
r646_c00008_00012,w2_r648_003675,boundary_terminal,boundary_terminal,1
r646_c00008_00762,w2_r648_003676,failed,failed,1
r646_c00018_00279,w2_r648_003677,failed,failed,1
r646_c00048_00160,w2_r648_003678,rejected,rejected,1
r646_c00046_00078,w2_r648_003679,rejected,rejected,1
r646_c00018_00783,w2_r648_003680,accepted,accepted,1
r646_c00023_00074,w2_r648_003681,accepted,failed,1
r646_c00042_00506,w2_r648_003682,weak,failed,1
r646_c00063_00199,w2_r648_003683,weak,failed,1
r646_c00068_00907,w2_r648_003684,boundary_terminal,rejected,1
r646_c00008_00013,w2_r648_003685,boundary_terminal,failed,1
r646_c00008_00763,w2_r648_003686,failed,failed,1
r646_c00018_00298,w2_r648_003687,failed,rejected,1
r646_c00048_00161,w2_r648_003688,rejected,rejected,1
r646_c00046_00171,w2_r648_003689,rejected,rejected,1
r646_c00018_00786,w2_r648_003690,accepted,weak,1
r646_c00023_00075,w2_r648_003691,accepted,failed,1
r646_c00042_00624,w2_r648_003692,weak,failed,1
r646_c00063_00232,w2_r648_003693,weak,accepted,1
r646_c00068_00947,w2_r648_003694,boundary_terminal,boundary_terminal,1
r646_c00008_00016,w2_r648_003695,boundary_terminal,boundary_terminal,1
r646_c00008_00764,w2_r648_003696,failed,failed,1
r646_c00018_00299,w2_r648_003697,failed,rejected,1
r646_c00048_00246,w2_r648_003698,rejected,rejected,1
r646_c00046_00178,w2_r648_003699,rejected,boundary_terminal,1
r646_c00018_00787,w2_r648_003700,accepted,failed,1
r646_c00023_00089,w2_r648_003701,accepted,weak,1
r646_c00042_00687,w2_r648_003702,weak,failed,1
r646_c00063_00312,w2_r648_003703,weak,failed,1
r646_c00073_00003,w2_r648_003704,boundary_terminal,boundary_terminal,1
r646_c00008_00017,w2_r648_003705,boundary_terminal,boundary_terminal,1
r646_c00008_00765,w2_r648_003706,failed,failed,1
r646_c00018_00309,w2_r648_003707,failed,boundary_terminal,1
r646_c00048_00247,w2_r648_003708,rejected,rejected,1
r646_c00046_00179,w2_r648_003709,rejected,boundary_terminal,1
r646_c00018_00924,w2_r648_003710,accepted,failed,1
r646_c00023_00095,w2_r648_003711,accepted,accepted,1
r646_c00042_00800,w2_r648_003712,weak,failed,1
r646_c00063_00317,w2_r648_003713,weak,failed,1
r646_c00073_00004,w2_r648_003714,boundary_terminal,boundary_terminal,1
r646_c00008_00028,w2_r648_003715,boundary_terminal,boundary_terminal,1
r646_c00008_00767,w2_r648_003716,failed,failed,1
r646_c00018_00315,w2_r648_003717,failed,failed,1
r646_c00048_00282,w2_r648_003718,rejected,rejected,1
r646_c00046_00318,w2_r648_003719,rejected,failed,1
r646_c00018_00946,w2_r648_003720,accepted,accepted,1
r646_c00023_00119,w2_r648_003721,accepted,weak,1
r646_c00042_00984,w2_r648_003722,weak,failed,1
r646_c00063_00330,w2_r648_003723,weak,accepted,1
r646_c00073_00005,w2_r648_003724,boundary_terminal,failed,1
r646_c00008_00029,w2_r648_003725,boundary_terminal,boundary_terminal,1
r646_c00008_00780,w2_r648_003726,failed,rejected,1
r646_c00018_00318,w2_r648_003727,failed,failed,1
r646_c00048_00283,w2_r648_003728,rejected,rejected,1
r646_c00046_00379,w2_r648_003729,rejected,rejected,1
r646_c00018_00947,w2_r648_003730,accepted,accepted,1
r646_c00023_00135,w2_r648_003731,accepted,accepted,1
r646_c00047_00000,w2_r648_003732,weak,failed,1
r646_c00063_00331,w2_r648_003733,weak,accepted,1
r646_c00073_00042,w2_r648_003734,boundary_terminal,boundary_terminal,1
r646_c00008_00030,w2_r648_003735,boundary_terminal,boundary_terminal,1
r646_c00008_00783,w2_r648_003736,failed,failed,1
r646_c00018_00338,w2_r648_003737,failed,failed,1
r646_c00048_00284,w2_r648_003738,rejected,rejected,1
r646_c00046_00659,w2_r648_003739,rejected,boundary_terminal,1
r646_c00018_00961,w2_r648_003740,accepted,weak,1
r646_c00023_00151,w2_r648_003741,accepted,accepted,1
r646_c00047_00027,w2_r648_003742,weak,weak,1
r646_c00063_00352,w2_r648_003743,weak,weak,1
r646_c00073_00043,w2_r648_003744,boundary_terminal,boundary_terminal,1
r646_c00008_00031,w2_r648_003745,boundary_terminal,boundary_terminal,1
r646_c00008_00784,w2_r648_003746,failed,failed,1
r646_c00018_00339,w2_r648_003747,failed,failed,1
r646_c00048_00285,w2_r648_003748,rejected,rejected,1
r646_c00046_00678,w2_r648_003749,rejected,failed,1
r646_c00018_00964,w2_r648_003750,accepted,accepted,1
r646_c00023_00153,w2_r648_003751,accepted,accepted,1
r646_c00047_00086,w2_r648_003752,weak,failed,1
r646_c00063_00388,w2_r648_003753,weak,weak,1
r646_c00073_00044,w2_r648_003754,boundary_terminal,boundary_terminal,1
r646_c00008_00036,w2_r648_003755,boundary_terminal,boundary_terminal,1
r646_c00008_00785,w2_r648_003756,failed,failed,1
r646_c00018_00358,w2_r648_003757,failed,failed,1
r646_c00048_00286,w2_r648_003758,rejected,rejected,1
r646_c00046_00798,w2_r648_003759,rejected,rejected,1
r646_c00018_00965,w2_r648_003760,accepted,accepted,1
r646_c00023_00190,w2_r648_003761,accepted,accepted,1
r646_c00047_00164,w2_r648_003762,weak,weak,1
r646_c00063_00815,w2_r648_003763,weak,accepted,1
r646_c00073_00045,w2_r648_003764,boundary_terminal,failed,1
r646_c00008_00037,w2_r648_003765,boundary_terminal,boundary_terminal,1
r646_c00008_00800,w2_r648_003766,failed,failed,1
r646_c00018_00359,w2_r648_003767,failed,failed,1
r646_c00048_00287,w2_r648_003768,rejected,rejected,1
r646_c00046_00799,w2_r648_003769,rejected,rejected,1
r646_c00018_00983,w2_r648_003770,accepted,failed,1
r646_c00023_00191,w2_r648_003771,accepted,weak,1
r646_c00047_00303,w2_r648_003772,weak,failed,1
r646_c00063_00911,w2_r648_003773,weak,accepted,1
r646_c00073_00083,w2_r648_003774,boundary_terminal,boundary_terminal,1
r646_c00008_00038,w2_r648_003775,boundary_terminal,boundary_terminal,1
r646_c00008_00801,w2_r648_003776,failed,failed,1
r646_c00018_00375,w2_r648_003777,failed,accepted,1
r646_c00048_00302,w2_r648_003778,rejected,rejected,1
r646_c00046_00978,w2_r648_003779,rejected,rejected,1
r646_c00023_00020,w2_r648_003780,accepted,accepted,1
r646_c00023_00194,w2_r648_003781,accepted,boundary_terminal,1
r646_c00047_00482,w2_r648_003782,weak,accepted,1
r646_c00063_00928,w2_r648_003783,weak,failed,1
r646_c00073_00102,w2_r648_003784,boundary_terminal,failed,1
r646_c00008_00039,w2_r648_003785,boundary_terminal,boundary_terminal,1
r646_c00008_00804,w2_r648_003786,failed,failed,1
r646_c00018_00378,w2_r648_003787,failed,failed,1
r646_c00048_00303,w2_r648_003788,rejected,rejected,1
r646_c00046_00979,w2_r648_003789,rejected,rejected,1
r646_c00023_00021,w2_r648_003790,accepted,accepted,1
r646_c00023_00210,w2_r648_003791,accepted,accepted,1
r646_c00047_00483,w2_r648_003792,weak,accepted,1
r646_c00063_00934,w2_r648_003793,weak,accepted,1
r646_c00073_00226,w2_r648_003794,boundary_terminal,failed,1
r646_c00008_00048,w2_r648_003795,boundary_terminal,boundary_terminal,1
r646_c00008_00805,w2_r648_003796,failed,failed,1
r646_c00018_00379,w2_r648_003797,failed,failed,1
r646_c00048_00307,w2_r648_003798,rejected,rejected,1
r646_c00051_00038,w2_r648_003799,rejected,rejected,1
r646_c00023_00042,w2_r648_003800,accepted,failed,1
r646_c00023_00212,w2_r648_003801,accepted,failed,1
r646_c00047_00501,w2_r648_003802,weak,failed,1
r646_c00068_00072,w2_r648_003803,weak,accepted,1
r646_c00073_00227,w2_r648_003804,boundary_terminal,rejected,1
r646_c00008_00052,w2_r648_003805,boundary_terminal,boundary_terminal,1
r646_c00008_00806,w2_r648_003806,failed,failed,1
r646_c00018_00390,w2_r648_003807,failed,boundary_terminal,1
r646_c00048_00382,w2_r648_003808,rejected,rejected,1
r646_c00051_00039,w2_r648_003809,rejected,rejected,1
r646_c00023_00043,w2_r648_003810,accepted,failed,1
r646_c00023_00215,w2_r648_003811,accepted,failed,1
r646_c00047_00563,w2_r648_003812,weak,failed,1
r646_c00068_00133,w2_r648_003813,weak,failed,1
r646_c00073_00326,w2_r648_003814,boundary_terminal,rejected,1
r646_c00008_00053,w2_r648_003815,boundary_terminal,boundary_terminal,1
r646_c00008_00807,w2_r648_003816,failed,failed,1
r646_c00018_00398,w2_r648_003817,failed,failed,1
r646_c00048_00420,w2_r648_003818,rejected,rejected,1
r646_c00051_00091,w2_r648_003819,rejected,failed,1
r646_c00023_00066,w2_r648_003820,accepted,accepted,1
r646_c00023_00231,w2_r648_003821,accepted,failed,1
r646_c00047_00702,w2_r648_003822,weak,failed,1
r646_c00068_00138,w2_r648_003823,weak,failed,1
r646_c00073_00340,w2_r648_003824,boundary_terminal,failed,1
r646_c00008_00056,w2_r648_003825,boundary_terminal,boundary_terminal,1
r646_c00008_00820,w2_r648_003826,failed,failed,1
r646_c00018_00399,w2_r648_003827,failed,failed,1
r646_c00048_00421,w2_r648_003828,rejected,rejected,1
r646_c00051_00178,w2_r648_003829,rejected,rejected,1
r646_c00023_00102,w2_r648_003830,accepted,accepted,1
r646_c00023_00233,w2_r648_003831,accepted,accepted,1
r646_c00047_00723,w2_r648_003832,weak,accepted,1
r646_c00068_00151,w2_r648_003833,weak,weak,1
r646_c00073_00341,w2_r648_003834,boundary_terminal,failed,1
r646_c00008_00068,w2_r648_003835,boundary_terminal,boundary_terminal,1
r646_c00008_00821,w2_r648_003836,failed,failed,1
r646_c00018_00418,w2_r648_003837,failed,failed,1
r646_c00048_00465,w2_r648_003838,rejected,rejected,1
r646_c00051_00179,w2_r648_003839,rejected,rejected,1
r646_c00023_00103,w2_r648_003840,accepted,accepted,1
r646_c00023_00248,w2_r648_003841,accepted,failed,1
r646_c00047_00761,w2_r648_003842,weak,failed,1
r646_c00068_00153,w2_r648_003843,weak,weak,1
r646_c00073_00366,w2_r648_003844,boundary_terminal,rejected,1
r646_c00008_00069,w2_r648_003845,boundary_terminal,boundary_terminal,1
r646_c00008_00822,w2_r648_003846,failed,failed,1
r646_c00018_00419,w2_r648_003847,failed,failed,1
r646_c00048_00482,w2_r648_003848,rejected,rejected,1
r646_c00051_00338,w2_r648_003849,rejected,rejected,1
r646_c00023_00106,w2_r648_003850,accepted,weak,1
r646_c00023_00254,w2_r648_003851,accepted,accepted,1
r646_c00047_00824,w2_r648_003852,weak,failed,1
r646_c00068_00173,w2_r648_003853,weak,accepted,1
r646_c00073_00403,w2_r648_003854,boundary_terminal,boundary_terminal,1
r646_c00008_00070,w2_r648_003855,boundary_terminal,boundary_terminal,1
r646_c00008_00823,w2_r648_003856,failed,failed,1
r646_c00018_00428,w2_r648_003857,failed,boundary_terminal,1
r646_c00048_00483,w2_r648_003858,rejected,rejected,1
r646_c00051_00339,w2_r648_003859,rejected,rejected,1
r646_c00023_00107,w2_r648_003860,accepted,failed,1
r646_c00023_00255,w2_r648_003861,accepted,accepted,1
r646_c00047_00825,w2_r648_003862,weak,failed,1
r646_c00068_00217,w2_r648_003863,weak,failed,1
r646_c00073_00404,w2_r648_003864,boundary_terminal,failed,1
r646_c00008_00074,w2_r648_003865,boundary_terminal,boundary_terminal,1
r646_c00008_00826,w2_r648_003866,failed,rejected,1
r646_c00018_00429,w2_r648_003867,failed,boundary_terminal,1
r646_c00048_00485,w2_r648_003868,rejected,rejected,1
r646_c00051_00358,w2_r648_003869,rejected,failed,1
r646_c00023_00122,w2_r648_003870,accepted,accepted,1
r646_c00023_00268,w2_r648_003871,accepted,weak,1
r646_c00047_00902,w2_r648_003872,weak,failed,1
r646_c00068_00249,w2_r648_003873,weak,weak,1
r646_c00073_00405,w2_r648_003874,boundary_terminal,failed,1
r646_c00008_00075,w2_r648_003875,boundary_terminal,boundary_terminal,1
r646_c00008_00827,w2_r648_003876,failed,rejected,1
r646_c00018_00430,w2_r648_003877,failed,accepted,1
r646_c00048_00486,w2_r648_003878,rejected,rejected,1
r646_c00051_00379,w2_r648_003879,rejected,rejected,1
r646_c00023_00123,w2_r648_003880,accepted,failed,1
r646_c00023_00271,w2_r648_003881,accepted,accepted,1
r646_c00047_00986,w2_r648_003882,weak,failed,1
r646_c00068_00257,w2_r648_003883,weak,failed,1
r646_c00073_00406,w2_r648_003884,boundary_terminal,boundary_terminal,1
r646_c00008_00076,w2_r648_003885,boundary_terminal,boundary_terminal,1
r646_c00008_00840,w2_r648_003886,failed,failed,1
r646_c00018_00435,w2_r648_003887,failed,weak,1
r646_c00048_00487,w2_r648_003888,rejected,rejected,1
r646_c00051_00419,w2_r648_003889,rejected,rejected,1
r646_c00023_00141,w2_r648_003890,accepted,boundary_terminal,1
r646_c00023_00273,w2_r648_003891,accepted,accepted,1
r646_c00052_00001,w2_r648_003892,weak,weak,1
r646_c00068_00277,w2_r648_003893,weak,failed,1
r646_c00073_00506,w2_r648_003894,boundary_terminal,boundary_terminal,1
r646_c00008_00088,w2_r648_003895,boundary_terminal,boundary_terminal,1
r646_c00008_00841,w2_r648_003896,failed,failed,1
r646_c00018_00438,w2_r648_003897,failed,boundary_terminal,1
r646_c00048_00563,w2_r648_003898,rejected,rejected,1
r646_c00051_00498,w2_r648_003899,rejected,rejected,1
r646_c00023_00144,w2_r648_003900,accepted,accepted,1
r646_c00023_00295,w2_r648_003901,accepted,accepted,1
r646_c00052_00025,w2_r648_003902,weak,failed,1
r646_c00068_00295,w2_r648_003903,weak,failed,1
r646_c00073_00507,w2_r648_003904,boundary_terminal,boundary_terminal,1
r646_c00008_00089,w2_r648_003905,boundary_terminal,boundary_terminal,1
r646_c00008_00845,w2_r648_003906,failed,rejected,1
r646_c00018_00439,w2_r648_003907,failed,failed,1
r646_c00048_00604,w2_r648_003908,rejected,rejected,1
r646_c00051_00499,w2_r648_003909,rejected,rejected,1
r646_c00023_00145,w2_r648_003910,accepted,accepted,1
r646_c00023_00297,w2_r648_003911,accepted,failed,1
