run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,duration_s,termination_reason,success,failure_class,primitive_family,candidate_id,is_full_turn_claim,target_heading_deg,heading_target_deg,heading_change_deg,actual_heading_change_deg,heading_error_deg,forward_travel_m,turn_volume_proxy_m2,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,time_at_full_travel_s,saturation_fraction,tracking_error_rms,exit_recoverable,fixed_start_success,feasibility_label,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative,candidate_table_path,case_name,case_group,case_id,case_folder,case_path,scenario_name,actual_rollout_file,actual_metrics_file
s4_gaussian_single_panel_randomised_seed1,s4_gaussian_single_panel_randomised,nominal_glide,nominal_glide,1,single_gaussian_var_randomised,panel,"{""centre_shift_m"":[0.18018547853037414,-0.14233615491214652],""residual_scale"":""not_applied"",""strength_scale"":1.003546487410077,""temporal_variation_scale"":""not_applied"",""vertical_decay_scale"":""not_applied"",""width_scale"":1.1345948341411731}",nominal,0.108,0.098000:0.118000,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,0.34,,True,none,,,False,,,0.4238944547562959,0.4238944547562959,,2.1965989851792136,0.0029346631149832158,-0.14311646035867875,6.306560218084226,11.728107300318666,0.08089285277934297,1.2404762802548555,0.25,0.0,0.0,0.0,0.08157664012201284,True,False,not_tested,,0,0,actual_rollout.csv,nominal_glide,1.2404762802548555,True,actual_rollout.csv,,randomised single-fan Gaussian updraft,04_scenario_matrix,60_single_gaussian_randomised,001,04_scenario_matrix/60_single_gaussian_randomised/001,randomised single-fan Gaussian updraft,actual_rollout.csv,actual_metrics.csv
